date,balance_max_abs,soc_equation_max_abs,soc_min,soc_max,charge_max,discharge_max,negative_min,simultaneous_max,pass,lp_eq_residual,lp_dual_gap_relative,lp_stationarity
2025-03-19,0.0000000000,0.0000000000,1589.6806005291,10800.0000000000,833.3333333333,823.4450000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-20,0.0000000000,0.0000000000,1284.3049841534,10800.0000000000,833.3333333333,827.0150000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-21,0.0000000000,0.0000000000,1388.1660994709,10800.0000000000,833.3333333333,494.8250000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-22,0.0000000000,0.0000000000,1750.3951396825,10800.0000000000,833.3333333333,471.8125166667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-23,0.0000000000,0.0000000000,1316.3108476190,10800.0000000000,833.3333333333,817.6898666667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-24,0.0000000000,0.0000000000,1698.7515624339,10800.0000000000,833.3333333333,805.6850000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-25,0.0000000000,0.0000000000,1260.9786703704,10800.0000000000,833.3333333333,800.1925000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-26,0.0000000000,0.0000000000,1362.3210455026,10800.0000000000,833.3333333333,787.9337500000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-27,0.0000000000,0.0000000000,1472.0159397222,10800.0000000000,833.3333333333,766.7254166667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-28,0.0000000000,0.0000000000,1632.1118349206,10800.0000000000,833.3333333333,483.8733333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-29,0.0000000000,0.0000000000,1478.0208157011,10800.0000000000,833.3333333333,482.2450000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-30,0.0000000000,0.0000000000,1487.3021210265,10800.0000000000,833.3333333333,761.5791333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-03-31,0.0000000000,0.0000000000,1252.5374001720,10800.0000000000,833.3333333333,796.0470833333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-01,0.0000000000,0.0000000000,1200.0000000000,10207.0836720712,833.3333333333,747.4150000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-02,0.0000000000,0.0000000000,1266.1946903439,10800.0000000000,833.3333333333,788.4129166667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-03,0.0000000000,0.0000000000,1390.5926847355,10800.0000000000,833.3333333333,779.5462500000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-04,0.0000000000,0.0000000000,1258.9862119320,10800.0000000000,833.3333333333,503.5033333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-05,0.0000000000,0.0000000000,1552.5395234656,10800.0000000000,833.3333333333,487.7073833333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-06,0.0000000000,0.0000000000,1464.8835325661,10800.0000000000,833.3333333333,772.5316666667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-07,0.0000000000,0.0000000000,1611.3626323810,10800.0000000000,833.3333333333,735.0190166667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-08,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,746.5050000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-09,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,725.3350000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-10,0.0000000000,0.0000000000,1402.6083589870,10800.0000000000,833.3333333333,766.9669166667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-11,0.0000000000,0.0000000000,1529.0662158201,10800.0000000000,833.3333333333,493.1533333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-12,0.0000000000,0.0000000000,1737.1272788095,10800.0000000000,833.3333333333,476.1539333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-13,0.0000000000,0.0000000000,1487.7878282611,10800.0000000000,833.3333333333,748.9800000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-14,0.0000000000,0.0000000000,1220.7955515344,10800.0000000000,833.3333333333,759.3166666667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-15,0.0000000000,0.0000000000,1370.8749290542,10800.0000000000,833.3333333333,751.0735833333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-16,0.0000000000,0.0000000000,1378.6430798233,10800.0000000000,833.3333333333,730.5316666667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-17,0.0000000000,0.0000000000,1432.7773924074,10800.0000000000,833.3333333333,750.8766666667,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-18,0.0000000000,0.0000000000,1625.5752524868,10800.0000000000,833.3333333333,475.2600000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-19,0.0000000000,0.0000000000,1826.6601864815,10800.0000000000,833.3333333333,475.2686500000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-20,0.0000000000,0.0000000000,1715.0195322222,10800.0000000000,833.3333333333,721.5449000000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-21,0.0000000000,0.0000000000,1287.5196885185,10800.0000000000,833.3333333333,741.0165500000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-22,0.0000000000,0.0000000000,1579.1792822907,10800.0000000000,833.3333333333,736.1570333333,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
2025-04-23,0.0000000000,0.0000000000,1508.7126811111,10800.0000000000,833.3333333333,748.3694500000,0.0000000000,0.0000000000,True,0.0000000000,0.0000000000,0.0000000000
