date,day,initial_soc,terminal_soc,total_cost,planned_cost,emergency_cost,planned_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,emergency_slots,emergency_day,events,adjusted_cost,inventory_value_rate,reference_terminal_target,alpha,rho,window,smooth,features,k,blend,solve_seconds
2025-03-24,82,6404.1015365265,6618.0460665635,40277.3903016066,40277.3903016066,0.0000000000,66631.4023652175,0.0000000000,4419.0075751293,21164.9875248501,16951.0898180952,0,0,0,40189.1262971591,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0484632710
2025-03-25,83,6618.0460665635,6190.4578065556,39868.1615365334,39868.1615365334,0.0000000000,66035.7651595209,0.0000000000,1454.2560548677,21137.9674841770,17506.5830961905,0,0,0,40044.5654486900,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0490045950
2025-03-26,84,6190.4578065556,6368.4771475582,40327.8410595783,40327.8410595783,0.0000000000,67022.0179714344,0.0000000000,7441.1732323810,20147.7498183392,16159.4599459524,0,0,0,40254.3981914513,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0494250270
2025-03-27,85,6368.4771475582,6371.8067401111,39940.7029791142,39940.7029791142,0.0000000000,66209.6018982540,0.0000000000,3566.2230496502,20649.4358700323,16723.0464214286,0,0,0,39939.3293372088,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0495086430
2025-03-28,86,6371.8067401111,6532.9872180873,15232.4673808548,15232.4673808548,0.0000000000,29766.2405574714,0.0000000000,15731.5152618665,16146.2215724192,12933.3770434810,0,0,0,15165.9714792186,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0421640680
2025-03-29,87,6532.9872180873,6583.8200782011,15235.4746744057,15235.4746744057,0.0000000000,29816.2383268167,0.0000000000,19041.5207287272,15903.9938981775,12836.4854834214,0,0,0,15214.5032955610,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0407874410
2025-03-30,88,6583.8200782011,6516.1299292487,38583.3066475583,38583.3066475583,0.0000000000,64080.6802749500,0.0000000000,4910.7910187889,20448.3720537801,16624.1024976190,0,0,0,38611.2325945649,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0509106340
2025-03-31,89,6516.1299292487,6366.9305409868,38181.0229018520,38181.0229018520,0.0000000000,63522.1403576249,0.0000000000,2985.8665601381,19574.5461241534,15989.6618100000,0,0,0,38242.5759383650,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0532841830
2025-04-01,90,6366.9305409868,6166.3946445148,52307.0378451809,36839.3097804236,15467.7280647574,61425.2343846766,2285.2145446319,170.3150181667,18482.9721121052,15151.6897176300,8,1,1,52389.7700433587,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0523314590
2025-04-02,91,6166.3946445148,6188.6305316180,49435.2629023963,37271.7167212016,12163.5461811947,62494.7384426352,2357.3049833764,404.2071666534,21013.0976892913,17000.5968299331,14,1,1,49426.0893636392,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0507454700
2025-04-03,92,6188.6305316180,6483.8484920402,40831.6115245574,39225.2803103126,1606.3312142448,65872.1263914771,314.9803277619,5984.5517780197,21438.5711061717,17099.5464316190,4,1,1,40709.8177148854,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0489261870
2025-04-04,93,6483.8484920402,6469.9740641862,14326.5147862273,14326.5147862273,0.0000000000,28179.2462050924,0.0000000000,18657.4195746705,16334.2703446867,13243.2459642648,0,0,0,14332.2387585187,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0415658420
2025-04-05,94,6469.9740641862,6533.2569730193,15009.6390170170,15009.6390170170,0.0000000000,29427.4907107324,0.0000000000,14361.3215369303,15605.7872237840,12583.7330333152,0,0,0,14983.5313014062,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0387398950
2025-04-06,95,6533.2569730193,6525.5710468958,37919.3119571866,37919.3119571866,0.0000000000,63455.6002500952,0.0000000000,5186.5027232457,20347.0452299686,16488.0239697857,0,0,0,37922.4828287084,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0464787150
