date,day,initial_soc,terminal_soc,total_cost,planned_cost,emergency_cost,planned_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,emergency_slots,emergency_day,events,adjusted_cost,inventory_value_rate,reference_terminal_target,alpha,rho,window,smooth,features,k,blend,solve_seconds
2025-03-10,68,6375.8235795794,6382.7332770979,45811.8907188590,45811.8907188590,0.0000000000,74799.2885628975,0.0000000000,2671.6311147942,21470.3540544033,17384.7680563000,0,0,0,45809.0400847605,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0512548230
2025-03-11,69,6382.7332770979,6560.6459241376,45541.7345687396,45541.7345687396,0.0000000000,74720.6502777841,0.0000000000,6749.7945561670,20377.9765225338,16346.0396009167,0,0,0,45468.3357177998,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0531697020
2025-03-12,70,6560.6459241376,6352.2868554074,44981.5655586596,44981.5655586596,0.0000000000,73728.7208470517,0.0000000000,7704.5427109347,19874.5611296884,16285.9176769048,0,0,0,45067.5252500147,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0537480760
2025-03-13,71,6352.2868554074,6193.0511031296,44895.9704399472,44350.7596915294,545.2107484178,72744.7232251117,79.1480590476,1278.1431438389,21807.4857931775,17807.3756695238,2,1,1,44961.6640341925,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0515117920
2025-03-14,72,6193.0511031296,6678.1344250608,16578.8231407654,16578.8231407654,0.0000000000,31849.0411124214,0.0000000000,12355.9881512404,15931.8525689976,12468.2255911500,0,0,0,16378.6993213953,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0447801870
2025-03-15,73,6678.1344250608,6179.4183190899,16236.7425445605,16236.7425445605,0.0000000000,31024.3803579214,0.0000000000,7469.7085350705,16207.3219380247,13576.7752651738,0,0,0,16442.4906447238,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0441217120
2025-03-16,74,6179.4183190899,6687.0125507143,44266.2042895975,44258.7431095975,7.4611800000,72815.3861059259,1.6400000000,5069.7369141240,20733.7234210876,16337.4811626190,1,1,1,44056.7934693729,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0509831180
2025-03-17,75,6687.0125507143,6622.7010123122,43865.4016888948,43865.4016888948,0.0000000000,72206.3497499530,0.0000000000,10891.9613106849,18495.4599499824,15039.2029440476,0,0,0,43891.9337713489,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0513037270
2025-03-18,76,6622.7010123122,6551.3029417037,43226.6192938202,42758.0431956798,468.5760981404,70658.9552624486,97.2595915905,5651.3707886655,21279.7050644973,17300.8193657905,4,1,1,43256.0749645057,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0516804980
2025-03-19,77,6551.3029417037,6670.7670960476,42845.3735026853,42845.3735026853,0.0000000000,70684.8587800970,0.0000000000,7164.7901920782,20774.1073637331,16719.5092257143,0,0,0,42796.0879021209,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0520489960
2025-03-20,78,6670.7670960476,6338.6809253942,42464.9165488327,42464.9165488327,0.0000000000,69852.2649061170,0.0000000000,4057.9065280129,20443.5479738183,16858.1514123809,0,0,0,42601.9205434590,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0501079100
2025-03-21,79,6338.6809253942,6411.9413788598,15790.6284957894,15790.6284957894,0.0000000000,30470.1477266690,0.0000000000,15294.4181324956,16191.2140494092,13048.9489719024,0,0,0,15760.4044887097,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0412191570
2025-03-22,80,6411.9413788598,6860.1683546164,15873.2589346201,15873.2589346201,0.0000000000,30531.9690221214,0.0000000000,11143.6603266049,16335.2878105379,12828.1788483548,0,0,0,15688.3404056218,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0404836590
2025-03-23,81,6860.1683546164,6404.1015365265,40494.9733057860,40494.9733057860,0.0000000000,66826.6528353998,0.0000000000,4559.0043448589,20570.4658429218,17072.5374690476,0,0,0,40683.1262052935,0.4125555556,6000.0000000000,,0.5000000000,21,,Ridge residual SAA,21,,0.0501218820
