stage,fit_start,fit_end,score,alpha,rho,window,smooth,features,k,blend,near_reference_score,near_delta_daily_mean,near_ci_low90,near_ci_high90,near_indistinguishable,month
local,2025-05-05,2025-06-15,1653372.4517042951,0.7600000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,633.6429869652,222.1026413724,1107.1383496973,False,7
local,2025-05-05,2025-06-15,1639923.1465483345,0.7700000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,313.4214356328,-706.3695355200,1617.6993907123,True,7
local,2025-05-05,2025-06-15,1640522.7726026280,0.7700000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,327.6982464493,-695.8971113322,1635.4642718748,True,7
local,2025-05-05,2025-06-15,1640907.7565424005,0.7700000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,336.8645307296,-690.0541889761,1646.8736116530,True,7
local,2025-05-05,2025-06-15,1635341.8511173003,0.7700000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,204.3429729891,-682.0134019852,1300.9226810535,True,7
local,2025-05-05,2025-06-15,1635935.1201198907,0.7700000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,218.4684254317,-670.1883922687,1321.3818768741,True,7
local,2025-05-05,2025-06-15,1636310.7073664800,0.7700000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,227.4109789220,-663.1846378046,1334.8134969806,True,7
local,2025-05-05,2025-06-15,1633316.8849472646,0.7700000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,156.1294927502,-574.8809728963,1055.6196636178,True,7
local,2025-05-05,2025-06-15,1633852.6887003686,0.7700000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,168.8867249669,-563.2845289648,1072.9128603958,True,7
local,2025-05-05,2025-06-15,1634206.1421698714,0.7700000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,177.3022837646,-557.6618559913,1083.2050463439,True,7
local,2025-05-05,2025-06-15,1630358.6007236191,0.7700000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,85.6941540919,-479.9719874844,751.8636589277,True,7
local,2025-05-05,2025-06-15,1630936.0935075725,0.7700000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,99.4439822813,-466.6319666354,770.1098057489,True,7
local,2025-05-05,2025-06-15,1631333.8709238877,0.7700000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,108.9148731460,-460.7144140719,783.0110553563,True,7
local,2025-05-05,2025-06-15,1649430.7216421757,0.7700000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,539.7922712004,208.1135234765,923.7909303588,False,7
local,2025-05-05,2025-06-15,1650863.9581339906,0.7700000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,573.9169495770,239.6041746028,959.2739704756,False,7
local,2025-05-05,2025-06-15,1652139.4954133020,0.7700000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,604.2868847987,259.7281200645,996.8686160789,False,7
local,2025-05-05,2025-06-15,1639087.7299487949,0.7800000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,293.5305642152,-620.3746370884,1470.1428975989,True,7
local,2025-05-05,2025-06-15,1639558.8982923450,0.7800000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,304.7488581092,-610.5795237489,1479.5923163853,True,7
local,2025-05-05,2025-06-15,1639953.6370627966,0.7800000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,314.1474002628,-603.4565957327,1491.6398779514,True,7
local,2025-05-05,2025-06-15,1634640.7024880734,0.7800000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,187.6489580075,-589.1154064372,1166.9105007177,True,7
local,2025-05-05,2025-06-15,1635123.8359877751,0.7800000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,199.1521365718,-577.5666192392,1180.1516225159,True,7
local,2025-05-05,2025-06-15,1635522.1187194008,0.7800000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,208.6350587534,-570.7282534162,1193.2206786026,True,7
local,2025-05-05,2025-06-15,1632666.2713817947,0.7800000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,140.6386935723,-495.3911601772,917.4697523378,True,7
local,2025-05-05,2025-06-15,1633169.0246246159,0.7800000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,152.6090088776,-482.9591159672,932.0341411087,True,7
local,2025-05-05,2025-06-15,1633566.9211130431,0.7800000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,162.0827347925,-475.4910053817,944.7125475424,True,7
local,2025-05-05,2025-06-15,1629643.1434204122,0.7800000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,68.6594563965,-396.7454972492,611.6707503316,True,7
local,2025-05-05,2025-06-15,1630202.8946857634,0.7800000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,81.9868674763,-387.4208611647,630.7568129501,True,7
local,2025-05-05,2025-06-15,1630642.4821671115,0.7800000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,92.4532360799,-380.2987714450,646.5181822483,True,7
local,2025-05-05,2025-06-15,1647803.6071478704,0.7800000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,501.0514499075,249.9020438314,802.5211043915,False,7
local,2025-05-05,2025-06-15,1649136.7405087289,0.7800000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,532.7927204041,273.7949173101,834.3575857243,False,7
local,2025-05-05,2025-06-15,1650433.8851531819,0.7800000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,563.6771167006,294.7821203817,872.5552056547,False,7
local,2025-05-05,2025-06-15,1638790.1542149042,0.7900000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,286.4454276940,-525.3623767131,1329.5572601448,True,7
local,2025-05-05,2025-06-15,1639412.8507533111,0.7900000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,301.2715357513,-512.1758822446,1347.4144886658,True,7
local,2025-05-05,2025-06-15,1639841.2770864912,0.7900000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,311.4721627318,-504.5946146233,1361.4955447222,True,7
local,2025-05-05,2025-06-15,1634097.1344450256,0.7900000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,174.7068617445,-504.7708960065,1041.5347070475,True,7
local,2025-05-05,2025-06-15,1634740.6800592700,0.7900000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,190.0293763693,-490.5256195358,1058.3384934295,True,7
local,2025-05-05,2025-06-15,1635181.1089253596,0.7900000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,200.5157779429,-480.9710814670,1071.6304982098,True,7
local,2025-05-05,2025-06-15,1631857.2347683264,0.7900000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,121.3759170612,-399.7005793655,761.2731957604,True,7
local,2025-05-05,2025-06-15,1632486.8100896520,0.7900000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,136.3658056641,-387.7037841202,783.6465270113,True,7
local,2025-05-05,2025-06-15,1632907.9293844190,0.7900000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,146.3924555396,-380.8725572132,799.5801855661,True,7
local,2025-05-05,2025-06-15,1628911.7335030609,0.7900000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,51.2449345548,-303.1555342582,469.5187083674,True,7
local,2025-05-05,2025-06-15,1629563.1636866108,0.7900000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,66.7551770203,-292.2391873410,491.1052146448,True,7
local,2025-05-05,2025-06-15,1629983.7301719228,0.7900000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,76.7686647658,-286.1982856390,505.9162590252,True,7
local,2025-05-05,2025-06-15,1645991.3035965003,0.7900000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,457.9013653510,265.6920998757,682.4890732641,False,7
local,2025-05-05,2025-06-15,1647520.3134967657,0.7900000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,494.3063629764,296.3131544695,720.0055279198,False,7
local,2025-05-05,2025-06-15,1648677.5724001166,0.7900000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,521.8601463895,321.0100868544,755.0861989786,False,7
local,2025-05-05,2025-06-15,1637760.3039024479,0.8000000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,261.9251821593,-432.6189511900,1166.4261076471,True,7
local,2025-05-05,2025-06-15,1638533.3019985505,0.8000000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,280.3298987332,-417.8352358225,1195.1688219434,True,7
local,2025-05-05,2025-06-15,1638939.7488809065,0.8000000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,290.0072054559,-410.2342413331,1208.3019427666,True,7
local,2025-05-05,2025-06-15,1633483.5688336992,0.8000000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,160.0981567129,-406.0903921939,870.3256390693,True,7
local,2025-05-05,2025-06-15,1634217.0522569371,0.8000000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,177.5620477424,-392.3832018209,893.5978880010,True,7
local,2025-05-05,2025-06-15,1634601.5932192644,0.8000000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,186.7177849406,-385.5741112703,907.4596728607,True,7
local,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,96.1306575831,-307.1626975754,597.9866837577,True,7
local,2025-05-05,2025-06-15,1631527.8373199343,0.8000000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,113.5331206709,-296.0518389783,624.8641712224,True,7
local,2025-05-05,2025-06-15,1631915.9895868273,0.8000000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,122.7748413112,-289.3381242116,640.2946113689,True,7
local,2025-05-05,2025-06-15,1628165.2650400570,0.8000000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,33.4718759119,-205.0384569199,308.8911847810,True,7
local,2025-05-05,2025-06-15,1628910.8638178939,0.8000000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,51.2242277652,-193.4031972876,335.2058173019,True,7
local,2025-05-05,2025-06-15,1629299.5777944578,0.8000000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,60.4793224452,-187.0050423789,348.5738152297,True,7
local,2025-05-05,2025-06-15,1644634.2962436043,0.8000000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,425.5916664725,269.9455194336,599.7066965396,False,7
local,2025-05-05,2025-06-15,1646196.1169992010,0.8000000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,462.7778749391,305.2531538531,644.7419865988,False,7
local,2025-05-05,2025-06-15,1647073.2016163447,0.8000000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,483.6608420140,324.0434888707,666.3378875699,False,7
local,2025-05-05,2025-06-15,1636507.3205387278,0.8100000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,232.0922449279,-335.4262174909,988.6642848522,True,7
local,2025-05-05,2025-06-15,1637305.4003312243,0.8100000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,251.0941447492,-321.3692273732,1018.6168497111,True,7
local,2025-05-05,2025-06-15,1637726.9056192075,0.8100000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,261.1299849393,-314.4109073550,1032.5046797935,True,7
local,2025-05-05,2025-06-15,1632915.6334589089,0.8100000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,146.5758858846,-315.4544822322,725.1370054270,True,7
local,2025-05-05,2025-06-15,1633669.0967430123,0.8100000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,164.5154878870,-298.4637149623,751.8515825033,True,7
local,2025-05-05,2025-06-15,1634067.4872070984,0.8100000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,174.0009751272,-291.0487983509,766.7571580107,True,7
local,2025-05-05,2025-06-15,1629718.3217101542,0.8100000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,70.4494156761,-225.8774985122,445.9330111231,True,7
local,2025-05-05,2025-06-15,1630472.3437803551,0.8100000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,88.4023221095,-212.4080903854,469.3405729814,True,7
local,2025-05-05,2025-06-15,1630872.4683665966,0.8100000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,97.9290979724,-205.7669718760,485.9468014512,True,7
local,2025-05-05,2025-06-15,1627563.8757197524,0.8100000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,19.1530825713,-104.6968031470,163.5196710623,True,7
local,2025-05-05,2025-06-15,1628319.8099959141,0.8100000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,37.1515177180,-92.4347342099,192.1076860868,True,7
local,2025-05-05,2025-06-15,1628712.2822263695,0.8100000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,46.4960946336,-87.6935444194,205.4017684077,True,7
local,2025-05-05,2025-06-15,1643486.4172712176,0.8100000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,398.2612147490,216.1203507933,568.0720084452,False,7
local,2025-05-05,2025-06-15,1644840.1541600449,0.8100000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,430.4930454354,247.8233747333,602.0065250354,False,7
local,2025-05-05,2025-06-15,1645794.7600215604,0.8100000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,453.2217564239,269.7578578406,628.9661806714,False,7
local,2025-05-05,2025-06-15,1634897.6224644864,0.8200000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,193.7661003031,-256.1249815887,791.2132839116,True,7
local,2025-05-05,2025-06-15,1635731.1822458541,0.8200000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,213.6127617642,-243.1099429767,825.9162112309,True,7
local,2025-05-05,2025-06-15,1636160.9609559705,0.8200000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,223.8455881955,-235.4005542089,842.5743536420,True,7
local,2025-05-05,2025-06-15,1631837.5912424622,0.8200000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,120.9082140644,-230.1699843918,556.2516753062,True,7
local,2025-05-05,2025-06-15,1632630.1251981077,0.8200000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,139.7780701512,-217.7338358895,588.6730018266,True,7
local,2025-05-05,2025-06-15,1633040.8457452757,0.8200000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,149.5571307981,-210.6274713605,605.2981529332,True,7
local,2025-05-05,2025-06-15,1628246.8426920183,0.8200000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,35.4142009586,-156.0092126291,255.6331563211,True,7
local,2025-05-05,2025-06-15,1629042.7005071063,0.8200000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,54.3631965559,-143.2368300348,284.2347427393,True,7
local,2025-05-05,2025-06-15,1629471.7314397320,0.8200000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,64.5782187613,-135.1494001749,300.3504324217,True,7
local,2025-05-05,2025-06-15,1626759.4462517574,0.8200000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,0.0000000000,0.0000000000,0.0000000000,True,7
local,2025-05-05,2025-06-15,1627540.5660509656,0.8200000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,18.5980904573,8.3682999730,32.2960285100,False,7
local,2025-05-05,2025-06-15,1627939.4914256521,0.8200000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,28.0963136642,13.2073220753,46.9757258888,False,7
local,2025-05-05,2025-06-15,1642267.7497186023,0.8200000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,369.2453206392,118.7938974663,565.8566587846,False,7
local,2025-05-05,2025-06-15,1643717.5982922097,0.8200000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,403.7655247727,146.8845003417,605.8673190643,False,7
local,2025-05-05,2025-06-15,1644733.3868721218,0.8200000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,427.9509671515,169.7416082439,631.7105313362,False,7
local,2025-05-05,2025-06-15,1634670.1772735328,0.8300000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,188.3507386137,-155.5022101403,644.1321939521,True,7
local,2025-05-05,2025-06-15,1635339.5609719013,0.8300000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,204.2884457177,-143.7363774104,669.7348552955,True,7
local,2025-05-05,2025-06-15,1635689.8737143229,0.8300000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,212.6292252992,-137.5544841993,679.8922602727,True,7
local,2025-05-05,2025-06-15,1631692.8963881165,0.8300000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,117.4630984847,-139.9143328602,428.3164191691,True,7
local,2025-05-05,2025-06-15,1632329.4305273574,0.8300000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,132.6186732286,-129.2468765885,448.3754150737,True,7
local,2025-05-05,2025-06-15,1632686.9168103908,0.8300000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,141.1302513960,-122.3837304737,462.2210684470,True,7
local,2025-05-05,2025-06-15,1627661.3146210252,0.8300000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,21.4730564111,-123.5098658400,151.1532884566,True,7
local,2025-05-05,2025-06-15,1628298.5158993180,0.8300000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,36.6445154181,-108.2647078510,167.0526532680,True,7
local,2025-05-05,2025-06-15,1628667.8934884088,0.8300000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,45.4392199203,-98.1161617021,178.3343771143,True,7
local,2025-05-05,2025-06-15,1626978.4717747103,0.8300000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,5.2148934036,-122.1830011957,114.1638774095,True,7
local,2025-05-05,2025-06-15,1627566.5182151911,0.8300000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,19.2159991294,-103.3357033474,124.0277168694,True,7
local,2025-05-05,2025-06-15,1627918.1636454838,0.8300000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,27.5885093744,-90.6497635013,129.3500015926,True,7
local,2025-05-05,2025-06-15,1641892.4858869773,0.8300000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,360.3104675052,-7.4480265207,629.8177003512,True,7
local,2025-05-05,2025-06-15,1643439.6183299860,0.8300000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,397.1469542435,33.5214911513,665.3863418919,False,7
local,2025-05-05,2025-06-15,1644214.6276497776,0.8300000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,415.5995570957,47.3770348198,688.0263643568,False,7
local,2025-05-05,2025-06-15,1636010.3068109744,0.8400000000,0.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,220.2585847433,-74.6384947857,574.6894732774,True,7
local,2025-05-05,2025-06-15,1636364.8773926783,0.8400000000,0.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,228.7007414505,-69.1547814231,589.9015800957,True,7
local,2025-05-05,2025-06-15,1636626.0052222835,0.8400000000,0.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,234.9180707268,-64.5470926569,600.2369808712,True,7
local,2025-05-05,2025-06-15,1632931.3701243785,0.8400000000,0.2500000000,28,0,none,21,0.0000000000,1626759.4462517574,146.9505683957,-75.9808352818,396.2808090618,True,7
local,2025-05-05,2025-06-15,1633308.7848703545,0.8400000000,0.2500000000,28,3,none,21,0.0000000000,1626759.4462517574,155.9366337761,-67.6898903380,406.8529071241,True,7
local,2025-05-05,2025-06-15,1633580.0693494400,0.8400000000,0.2500000000,28,5,none,21,0.0000000000,1626759.4462517574,162.3957880401,-62.2113637110,414.2940407959,True,7
local,2025-05-05,2025-06-15,1628384.2975997988,0.8400000000,0.5000000000,28,0,none,21,0.0000000000,1626759.4462517574,38.6869368581,-129.7729665438,202.3160522313,True,7
local,2025-05-05,2025-06-15,1628810.5035611542,0.8400000000,0.5000000000,28,3,none,21,0.0000000000,1626759.4462517574,48.8346978428,-116.9317106005,211.5249545718,True,7
local,2025-05-05,2025-06-15,1629126.7678156353,0.8400000000,0.5000000000,28,5,none,21,0.0000000000,1626759.4462517574,56.3647991400,-107.7054696474,217.0931558392,True,7
local,2025-05-05,2025-06-15,1627630.2891428147,0.8400000000,0.7500000000,28,0,none,21,0.0000000000,1626759.4462517574,20.7343545490,-231.2258202955,235.8071036933,True,7
local,2025-05-05,2025-06-15,1628153.8257444249,0.8400000000,0.7500000000,28,3,none,21,0.0000000000,1626759.4462517574,33.1995117302,-212.8845418971,243.9955119838,True,7
local,2025-05-05,2025-06-15,1628487.4819671640,0.8400000000,0.7500000000,28,5,none,21,0.0000000000,1626759.4462517574,41.1437075097,-200.3832930392,248.5581040248,True,7
local,2025-05-05,2025-06-15,1642333.5294834611,0.8400000000,1.0000000000,28,0,none,21,0.0000000000,1626759.4462517574,370.8115055168,-112.1561762567,719.2825236200,True,7
local,2025-05-05,2025-06-15,1643717.6742550333,0.8400000000,1.0000000000,28,3,none,21,0.0000000000,1626759.4462517574,403.7673334113,-74.7982753915,754.1217209027,True,7
local,2025-05-05,2025-06-15,1644571.2319100779,0.8400000000,1.0000000000,28,5,none,21,0.0000000000,1626759.4462517574,424.0901347219,-59.9521651275,778.8936424630,True,7
conditional,2025-05-05,2025-06-15,1631028.2428745409,0.8000000000,0.5000000000,28,0,season,14,0.1000000000,1622531.6395612659,202.3000788875,76.4038821919,343.8273243726,False,7
conditional,2025-05-05,2025-06-15,1631629.9694751427,0.8000000000,0.5000000000,28,0,season,14,0.2000000000,1622531.6395612659,216.6269027114,96.5642172400,325.2289915500,False,7
conditional,2025-05-05,2025-06-15,1632144.7198981359,0.8000000000,0.5000000000,28,0,season,14,0.3000000000,1622531.6395612659,228.8828651636,95.4495608507,363.7960072258,False,7
conditional,2025-05-05,2025-06-15,1633196.0638480510,0.8000000000,0.5000000000,28,0,season,14,0.4000000000,1622531.6395612659,253.9148639711,72.0739724872,439.6662748035,False,7
conditional,2025-05-05,2025-06-15,1634147.7602848555,0.8000000000,0.5000000000,28,0,season,14,0.5000000000,1622531.6395612659,276.5743029426,57.4873406915,508.4932567977,False,7
conditional,2025-05-05,2025-06-15,1631634.3502962934,0.8000000000,0.5000000000,28,0,season,21,0.1000000000,1622531.6395612659,216.7312079768,55.1749334811,404.6709338747,False,7
conditional,2025-05-05,2025-06-15,1632765.9395572811,0.8000000000,0.5000000000,28,0,season,21,0.2000000000,1622531.6395612659,243.6738094289,80.4906492705,428.6234017521,False,7
conditional,2025-05-05,2025-06-15,1633922.8516403504,0.8000000000,0.5000000000,28,0,season,21,0.3000000000,1622531.6395612659,271.2193352163,110.9763752527,449.0785771037,False,7
conditional,2025-05-05,2025-06-15,1635132.6798068387,0.8000000000,0.5000000000,28,0,season,21,0.4000000000,1622531.6395612659,300.0247677517,136.2041103109,475.5546536828,False,7
conditional,2025-05-05,2025-06-15,1636633.4191523229,0.8000000000,0.5000000000,28,0,season,21,0.5000000000,1622531.6395612659,335.7566569299,164.8985678688,513.3333474816,False,7
conditional,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,season,28,0.1000000000,1622531.6395612659,196.7927216424,36.7399177130,393.7550014953,False,7
conditional,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,season,28,0.2000000000,1622531.6395612659,196.7927216424,36.7399177130,393.7550014953,False,7
conditional,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,season,28,0.3000000000,1622531.6395612659,196.7927216424,36.7399177130,393.7550014953,False,7
conditional,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,season,28,0.4000000000,1622531.6395612659,196.7927216424,36.7399177130,393.7550014953,False,7
conditional,2025-05-05,2025-06-15,1630796.9338702483,0.8000000000,0.5000000000,28,0,season,28,0.5000000000,1622531.6395612659,196.7927216424,36.7399177130,393.7550014953,False,7
conditional,2025-05-05,2025-06-15,1629746.8078654043,0.8000000000,0.5000000000,28,0,season,42,0.1000000000,1622531.6395612659,171.7897215271,26.4621540399,349.2268236407,False,7
conditional,2025-05-05,2025-06-15,1628939.9873229836,0.8000000000,0.5000000000,28,0,season,42,0.2000000000,1622531.6395612659,152.5797086123,16.8395603232,312.2214218033,False,7
conditional,2025-05-05,2025-06-15,1628149.4741595574,0.8000000000,0.5000000000,28,0,season,42,0.3000000000,1622531.6395612659,133.7579666260,5.6090498452,279.4124855917,False,7
conditional,2025-05-05,2025-06-15,1627372.4859812118,0.8000000000,0.5000000000,28,0,season,42,0.4000000000,1622531.6395612659,115.2582480939,-8.2262115000,248.6733580200,True,7
conditional,2025-05-05,2025-06-15,1626596.6544787032,0.8000000000,0.5000000000,28,0,season,42,0.5000000000,1622531.6395612659,96.7860694628,-22.8055625950,222.4239142372,True,7
conditional,2025-05-05,2025-06-15,1630145.5098282958,0.8000000000,0.5000000000,28,0,weekday,14,0.1000000000,1622531.6395612659,181.2826254055,45.2059353289,350.8063259883,False,7
conditional,2025-05-05,2025-06-15,1629551.3655205257,0.8000000000,0.5000000000,28,0,weekday,14,0.2000000000,1622531.6395612659,167.1363323633,47.0426795757,315.2050719323,False,7
conditional,2025-05-05,2025-06-15,1629004.7840991577,0.8000000000,0.5000000000,28,0,weekday,14,0.3000000000,1622531.6395612659,154.1224889974,40.6658395760,285.5004055837,False,7
conditional,2025-05-05,2025-06-15,1628496.5534173679,0.8000000000,0.5000000000,28,0,weekday,14,0.4000000000,1622531.6395612659,142.0217584786,26.4531431740,268.7684453151,False,7
conditional,2025-05-05,2025-06-15,1628034.9809710882,0.8000000000,0.5000000000,28,0,weekday,14,0.5000000000,1622531.6395612659,131.0319383291,12.5256183280,267.5102413820,False,7
conditional,2025-05-05,2025-06-15,1629011.7457170736,0.8000000000,0.5000000000,28,0,weekday,21,0.1000000000,1622531.6395612659,154.2882418049,25.0347628591,311.2681899738,False,7
conditional,2025-05-05,2025-06-15,1627166.4068046010,0.8000000000,0.5000000000,28,0,weekday,21,0.2000000000,1622531.6395612659,110.3516010318,11.3461442764,228.7016852735,False,7
conditional,2025-05-05,2025-06-15,1625485.4415817726,0.8000000000,0.5000000000,28,0,weekday,21,0.3000000000,1622531.6395612659,70.3286195359,5.6722456076,148.1810872484,False,7
conditional,2025-05-05,2025-06-15,1623981.9047977829,0.8000000000,0.5000000000,28,0,weekday,21,0.4000000000,1622531.6395612659,34.5301246790,2.1840524730,73.3898579922,False,7
conditional,2025-05-05,2025-06-15,1622531.6395612659,0.8000000000,0.5000000000,28,0,weekday,21,0.5000000000,1622531.6395612659,0.0000000000,0.0000000000,0.0000000000,True,7
conditional,2025-05-05,2025-06-15,1629812.2293704331,0.8000000000,0.5000000000,28,0,weekday,28,0.1000000000,1622531.6395612659,173.3473764087,32.3523550508,344.3321330671,False,7
conditional,2025-05-05,2025-06-15,1629091.0141127668,0.8000000000,0.5000000000,28,0,weekday,28,0.2000000000,1622531.6395612659,156.1755845595,30.7731253118,302.0166026604,False,7
conditional,2025-05-05,2025-06-15,1628319.1116562728,0.8000000000,0.5000000000,28,0,weekday,28,0.3000000000,1622531.6395612659,137.7969546430,30.5269309383,257.6670804617,False,7
conditional,2025-05-05,2025-06-15,1627581.0015987265,0.8000000000,0.5000000000,28,0,weekday,28,0.4000000000,1622531.6395612659,120.2229056538,27.0862019628,222.7966214208,False,7
