stage,fit_start,fit_end,score,alpha,rho,window,smooth,features,k,blend,near_reference_score,near_delta_daily_mean,near_ci_low90,near_ci_high90,near_indistinguishable,month
coarse,2025-04-05,2025-05-16,1361432.4888298158,0.8000000000,0.5000000000,42,3,none,21,0.0000000000,1357980.8598911795,82.1816413961,-141.4358415921,291.4746834677,True,6
coarse,2025-04-05,2025-05-16,1361637.5553468913,0.8000000000,0.5000000000,56,3,none,21,0.0000000000,1357980.8598911795,87.0641775169,-85.5621214919,248.6791140909,True,6
coarse,2025-04-05,2025-05-16,1372829.4727657503,0.8500000000,0.5000000000,14,3,none,21,0.0000000000,1357980.8598911795,353.5384017755,-322.3740147280,1048.4829864482,True,6
coarse,2025-04-05,2025-05-16,1367295.9846876098,0.8500000000,0.5000000000,21,3,none,21,0.0000000000,1357980.8598911795,221.7886856293,-423.0438221114,860.8964163203,True,6
coarse,2025-04-05,2025-05-16,1365061.1880076274,0.8500000000,0.5000000000,28,3,none,21,0.0000000000,1357980.8598911795,168.5792408678,-427.2976247797,745.5553129755,True,6
coarse,2025-04-05,2025-05-16,1367851.0568773465,0.8500000000,0.5000000000,42,3,none,21,0.0000000000,1357980.8598911795,235.0046901468,-257.1584492503,717.8791886600,True,6
coarse,2025-04-05,2025-05-16,1365021.8340151859,0.8500000000,0.5000000000,56,3,none,21,0.0000000000,1357980.8598911795,167.6422410478,-324.9105135287,630.1856721152,True,6
coarse,2025-04-05,2025-05-16,1387342.8719500194,0.9000000000,0.5000000000,14,3,none,21,0.0000000000,1357980.8598911795,699.0955252105,-239.3200898767,1615.9414350473,True,6
coarse,2025-04-05,2025-05-16,1384517.3536585884,0.9000000000,0.5000000000,21,3,none,21,0.0000000000,1357980.8598911795,631.8212801764,-325.6092187214,1534.5514649105,True,6
coarse,2025-04-05,2025-05-16,1380151.3088142867,0.9000000000,0.5000000000,28,3,none,21,0.0000000000,1357980.8598911795,527.8678315026,-462.2692113900,1386.1133130354,True,6
coarse,2025-04-05,2025-05-16,1383087.9077548292,0.9000000000,0.5000000000,42,3,none,21,0.0000000000,1357980.8598911795,597.7868538964,-288.4165721919,1379.6987427177,True,6
coarse,2025-04-05,2025-05-16,1378783.7146769857,0.9000000000,0.5000000000,56,3,none,21,0.0000000000,1357980.8598911795,495.3060663287,-375.4738954625,1273.5112166849,True,6
coarse,2025-04-05,2025-05-16,1412834.1370777676,0.9500000000,0.5000000000,14,3,none,21,0.0000000000,1357980.8598911795,1306.0304092045,-0.8746083999,2500.5072306733,True,6
coarse,2025-04-05,2025-05-16,1404632.5009910583,0.9500000000,0.5000000000,21,3,none,21,0.0000000000,1357980.8598911795,1110.7533595209,-346.0601235683,2390.5630727878,True,6
coarse,2025-04-05,2025-05-16,1403830.9390840733,0.9500000000,0.5000000000,28,3,none,21,0.0000000000,1357980.8598911795,1091.6685522118,-478.8146846192,2423.3855194401,True,6
coarse,2025-04-05,2025-05-16,1410184.5792111009,0.9500000000,0.5000000000,42,3,none,21,0.0000000000,1357980.8598911795,1242.9456980934,-207.1441437602,2456.5698032256,True,6
coarse,2025-04-05,2025-05-16,1404717.7974719773,0.9500000000,0.5000000000,56,3,none,21,0.0000000000,1357980.8598911795,1112.7842281142,-368.7670938479,2339.2122646417,True,6
local,2025-04-05,2025-05-16,1362525.9247480854,0.7600000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,16.7172418642,-49.1816377670,90.2816763434,True,6
local,2025-04-05,2025-05-16,1363008.2324146701,0.7600000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,28.2007577353,-41.6502613145,104.7545484966,True,6
local,2025-04-05,2025-05-16,1363249.6216024393,0.7600000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,33.9481193488,-37.7823616745,112.3127738537,True,6
local,2025-04-05,2025-05-16,1362779.4930376047,0.7600000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,22.7545820908,-46.6518590211,99.1790036193,True,6
local,2025-04-05,2025-05-16,1363263.0393224901,0.7600000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,34.2675888738,-38.7625862411,114.0385255469,True,6
local,2025-04-05,2025-05-16,1363500.7324536326,0.7600000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,39.9269491391,-34.9041559237,121.1172981895,True,6
local,2025-04-05,2025-05-16,1362026.7968776054,0.7600000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,4.8332449480,-129.9180617602,153.4885057802,True,6
local,2025-04-05,2025-05-16,1362515.6056557952,0.7600000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,16.4715491906,-121.4913609533,168.9589562816,True,6
local,2025-04-05,2025-05-16,1362718.1987427166,0.7600000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,21.2951941173,-116.5628230329,174.0244405734,True,6
local,2025-04-05,2025-05-16,1364633.6134332125,0.7600000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,66.9003057958,-139.8809702975,304.2893207668,True,6
local,2025-04-05,2025-05-16,1365138.6851253319,0.7600000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,78.9258222748,-133.2244663528,322.2802402442,True,6
local,2025-04-05,2025-05-16,1365345.1290029064,0.7600000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,83.8411526933,-129.3354824751,329.4212076502,True,6
local,2025-04-05,2025-05-16,1389493.5275795525,0.7600000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,658.8030235658,335.9021574363,973.0910335907,False,6
local,2025-04-05,2025-05-16,1390921.9487498556,0.7600000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,692.8130514301,367.5813734252,1012.2056780322,False,6
local,2025-04-05,2025-05-16,1391991.9781076424,0.7600000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,718.2899409013,388.0562498675,1041.1051330266,False,6
local,2025-04-05,2025-05-16,1361823.8005897892,0.7700000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,0.0000000000,0.0000000000,0.0000000000,True,6
local,2025-04-05,2025-05-16,1362264.3007835248,0.7700000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,10.4880998508,5.8956357447,15.8374938576,False,6
local,2025-04-05,2025-05-16,1362496.3787856160,0.7700000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,16.0137665673,9.2713112546,23.6346462188,False,6
local,2025-04-05,2025-05-16,1362061.7203280786,0.7700000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,5.6647556736,-7.5932955002,25.4078795708,True,6
local,2025-04-05,2025-05-16,1362503.0095930418,0.7700000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,16.1716429346,2.8469390476,36.9284118766,False,6
local,2025-04-05,2025-05-16,1362728.4324826272,0.7700000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,21.5388545914,7.9281597083,41.1580434287,False,6
local,2025-04-05,2025-05-16,1361930.1609047223,0.7700000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,2.5323884508,-139.6753007570,140.1808031972,True,6
local,2025-04-05,2025-05-16,1362397.7047297712,0.7700000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,13.6643842853,-130.9942143601,154.9743517610,True,6
local,2025-04-05,2025-05-16,1362600.8498381516,0.7700000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,18.5011725801,-125.8738253219,159.7775269329,True,6
local,2025-04-05,2025-05-16,1364485.4871185045,0.7700000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,63.3734887789,-149.4729271137,281.6116373069,True,6
local,2025-04-05,2025-05-16,1364961.8531711875,0.7700000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,74.7155376523,-141.0371133377,297.8441422062,True,6
local,2025-04-05,2025-05-16,1365159.8299808919,0.7700000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,79.4292712167,-137.2828851865,303.6873180506,True,6
local,2025-04-05,2025-05-16,1388254.4569827791,0.7700000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,629.3013426902,290.7173579626,943.0546677590,False,6
local,2025-04-05,2025-05-16,1389820.3276578865,0.7700000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,666.5839778118,319.2446087460,985.6334955390,False,6
local,2025-04-05,2025-05-16,1390886.7130409086,0.7700000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,691.9741059790,338.8206182969,1013.1328659216,False,6
local,2025-04-05,2025-05-16,1362144.9159190108,0.7800000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,7.6456030767,-65.3276088540,71.2785162446,True,6
local,2025-04-05,2025-05-16,1362507.0971635364,0.7800000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,16.2689660416,-53.1092959188,76.7820415416,True,6
local,2025-04-05,2025-05-16,1362734.5057601379,0.7800000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,21.6834564369,-43.9633485837,79.9115066368,True,6
local,2025-04-05,2025-05-16,1362695.1368992813,0.7800000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,20.7461026070,-50.5944822563,80.1914383783,True,6
local,2025-04-05,2025-05-16,1363058.7182727323,0.7800000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,29.4028019748,-40.3060675658,86.3701226006,True,6
local,2025-04-05,2025-05-16,1363287.2681211871,0.7800000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,34.8444650333,-31.8374573726,89.6407157504,True,6
local,2025-04-05,2025-05-16,1362688.6294508532,0.7800000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,20.5911633587,-172.6879387260,174.2042154089,True,6
local,2025-04-05,2025-05-16,1363065.6036866035,0.7800000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,29.5667404003,-163.2192253380,183.5988809642,True,6
local,2025-04-05,2025-05-16,1363287.0845175066,0.7800000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,34.8400935171,-155.7160833725,188.4317305746,True,6
local,2025-04-05,2025-05-16,1365017.7374683770,0.7800000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,76.0461161569,-157.2759167677,301.0496625838,True,6
local,2025-04-05,2025-05-16,1365431.3785232401,0.7800000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,85.8947127012,-146.2906949036,309.1598178906,True,6
local,2025-04-05,2025-05-16,1365668.3597236832,0.7800000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,91.5371222356,-139.4457540967,314.2743012367,True,6
local,2025-04-05,2025-05-16,1387410.6314787790,0.7800000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,609.2102592617,241.9571247477,925.2578762352,False,6
local,2025-04-05,2025-05-16,1389115.8121023711,0.7800000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,649.8097979186,278.1879314391,975.3323302399,False,6
local,2025-04-05,2025-05-16,1390226.0204760837,0.7800000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,676.2433306261,299.8096786509,1006.0368327712,False,6
local,2025-04-05,2025-05-16,1363184.3943952548,0.7900000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,32.3950906063,-108.5397072408,154.2486441052,True,6
local,2025-04-05,2025-05-16,1363505.0706467344,0.7900000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,40.0302394511,-96.3467646461,158.9237135186,True,6
local,2025-04-05,2025-05-16,1363710.2899820148,0.7900000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,44.9164141006,-89.8893370709,161.6813201458,True,6
local,2025-04-05,2025-05-16,1363661.9616031020,0.7900000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,43.7657384122,-98.5538981953,164.1622127733,True,6
local,2025-04-05,2025-05-16,1363998.7299393921,0.7900000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,51.7840321334,-85.8482842056,168.1544802733,True,6
local,2025-04-05,2025-05-16,1364209.7145049660,0.7900000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,56.8074741709,-77.9166399713,170.4896592974,True,6
local,2025-04-05,2025-05-16,1363690.8374129189,0.7900000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,44.4532576936,-203.1327536124,234.7670769984,True,6
local,2025-04-05,2025-05-16,1364051.8160998942,0.7900000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,53.0479883358,-194.0516802148,242.0687968181,True,6
local,2025-04-05,2025-05-16,1364261.8296758989,0.7900000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,58.0483115740,-186.9715691372,246.9434410461,True,6
local,2025-04-05,2025-05-16,1365919.6757327039,0.7900000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,97.5208367361,-197.3169403252,355.8568083832,True,6
local,2025-04-05,2025-05-16,1366288.4164635492,0.7900000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,106.3003779467,-186.5657559100,365.2903428470,True,6
local,2025-04-05,2025-05-16,1366494.5241102241,0.7900000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,111.2077028675,-180.0363127118,370.3420185857,True,6
local,2025-04-05,2025-05-16,1386885.6042030156,0.7900000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,596.7096098387,193.6903779637,927.1230804828,False,6
local,2025-04-05,2025-05-16,1388660.9737549531,0.7900000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,638.9803134563,223.7570593612,975.9478453008,False,6
local,2025-04-05,2025-05-16,1389742.2003696638,0.7900000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,664.7238042827,247.0829419751,1004.5459027961,False,6
local,2025-04-05,2025-05-16,1364559.0328617333,0.8000000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,65.1245779034,-144.2828758451,244.9011043898,True,6
local,2025-04-05,2025-05-16,1364828.3523793642,0.8000000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,71.5369473708,-132.6556839243,248.6373903342,True,6
local,2025-04-05,2025-05-16,1364894.6808830681,0.8000000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,73.1161974590,-129.7019304988,248.9515387296,True,6
local,2025-04-05,2025-05-16,1364801.1392630197,0.8000000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,70.8890160293,-139.0393682545,250.9913849999,True,6
local,2025-04-05,2025-05-16,1365084.1673256278,0.8000000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,77.6277794247,-127.1672773388,252.5076045836,True,6
local,2025-04-05,2025-05-16,1365149.3959891705,0.8000000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,79.1808428424,-124.0579646416,253.1283594434,True,6
local,2025-04-05,2025-05-16,1364722.8396476030,0.8000000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,69.0247394718,-234.2900930070,306.9770839191,True,6
local,2025-04-05,2025-05-16,1365042.9846041116,0.8000000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,76.6472384362,-224.7947110116,311.2634919980,True,6
local,2025-04-05,2025-05-16,1365117.8169603590,0.8000000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,78.4289612040,-221.3775675845,312.0471431251,True,6
local,2025-04-05,2025-05-16,1367023.1539439647,0.8000000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,123.7941274804,-223.6977349429,412.5370407264,True,6
local,2025-04-05,2025-05-16,1367343.5997609438,0.8000000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,131.4237897894,-214.0608146374,419.1491325283,True,6
local,2025-04-05,2025-05-16,1367410.3811503481,0.8000000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,133.0138228704,-211.2535477177,419.9565039207,True,6
local,2025-04-05,2025-05-16,1386466.7290334667,0.8000000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,586.7363915161,139.2523969226,941.4065432054,False,6
local,2025-04-05,2025-05-16,1388202.9167319089,0.8000000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,628.0741938600,172.5199343659,987.3713506359,False,6
local,2025-04-05,2025-05-16,1389162.6353546944,0.8000000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,650.9246372596,193.8350114743,1013.6444748421,False,6
local,2025-04-05,2025-05-16,1366119.5427032367,0.8100000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,102.2795741297,-167.9492292513,338.5376571471,True,6
local,2025-04-05,2025-05-16,1366150.1205983423,0.8100000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,103.0076192513,-168.2544731162,338.7821889196,True,6
local,2025-04-05,2025-05-16,1366132.0431147914,0.8100000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,102.5772029762,-169.7122357199,337.7587559332,True,6
local,2025-04-05,2025-05-16,1366348.8946380077,0.8100000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,107.7403344814,-163.5716838493,342.0416002453,True,6
local,2025-04-05,2025-05-16,1366385.7466524716,0.8100000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,108.6177633972,-163.0387128508,341.7383969835,True,6
local,2025-04-05,2025-05-16,1366364.8500107862,0.8100000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,108.1202243094,-164.1394711228,340.6819424270,True,6
local,2025-04-05,2025-05-16,1365871.6581564115,0.8100000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,96.3775611101,-258.8320513753,386.4442655168,True,6
local,2025-04-05,2025-05-16,1365945.7774516689,0.8100000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,98.1423062352,-257.9705980355,387.8230127488,True,6
local,2025-04-05,2025-05-16,1365938.0110348547,0.8100000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,97.9573915492,-259.5107404591,387.2823918721,True,6
local,2025-04-05,2025-05-16,1368254.9461475553,0.8100000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,153.1225132801,-244.0404457396,473.9232052178,True,6
local,2025-04-05,2025-05-16,1368338.3263329212,0.8100000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,155.1077557889,-239.3428703325,474.8920252972,True,6
local,2025-04-05,2025-05-16,1368328.7950896127,0.8100000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,154.8808214244,-239.9880547050,474.3212884429,True,6
local,2025-04-05,2025-05-16,1387296.9191973221,0.8100000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,606.5028239889,127.1976964111,982.8103022314,False,6
local,2025-04-05,2025-05-16,1388768.9240720831,0.8100000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,641.5505591022,160.4824700921,1022.1844550377,False,6
local,2025-04-05,2025-05-16,1389632.7189778232,0.8100000000,1.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,662.1171044770,177.9004882698,1044.9151827994,False,6
local,2025-04-05,2025-05-16,1368119.4678566919,0.8200000000,0.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,149.8968396882,-169.1552175153,430.5533911043,True,6
local,2025-04-05,2025-05-16,1368109.9675892135,0.8200000000,0.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,149.6706428434,-167.8637852401,428.7405169907,True,6
local,2025-04-05,2025-05-16,1368077.0157941312,0.8200000000,0.0000000000,14,5,none,21,0.0000000000,1361823.8005897892,148.8860762939,-167.4334888353,426.9831681863,True,6
local,2025-04-05,2025-05-16,1368344.3161873801,0.8200000000,0.2500000000,14,0,none,21,0.0000000000,1361823.8005897892,155.2503713712,-159.7294776110,434.1637831353,True,6
local,2025-04-05,2025-05-16,1368343.0461917082,0.8200000000,0.2500000000,14,3,none,21,0.0000000000,1361823.8005897892,155.2201333790,-158.4282666729,433.6825959011,True,6
local,2025-04-05,2025-05-16,1368307.7943579322,0.8200000000,0.2500000000,14,5,none,21,0.0000000000,1361823.8005897892,154.3808040034,-160.5305448793,432.1305418476,True,6
local,2025-04-05,2025-05-16,1367459.8365738250,0.8200000000,0.5000000000,14,0,none,21,0.0000000000,1361823.8005897892,134.1913329532,-256.6537670098,462.4572897127,True,6
local,2025-04-05,2025-05-16,1367485.6663587268,0.8200000000,0.5000000000,14,3,none,21,0.0000000000,1361823.8005897892,134.8063278318,-255.0176293654,463.6099555152,True,6
local,2025-04-05,2025-05-16,1367461.4599741544,0.8200000000,0.5000000000,14,5,none,21,0.0000000000,1361823.8005897892,134.2299853420,-255.7970626967,462.7753160008,True,6
local,2025-04-05,2025-05-16,1369802.5589173075,0.8200000000,0.7500000000,14,0,none,21,0.0000000000,1361823.8005897892,189.9704363695,-243.4845724171,541.4304618071,True,6
local,2025-04-05,2025-05-16,1369846.3039704319,0.8200000000,0.7500000000,14,3,none,21,0.0000000000,1361823.8005897892,191.0119852534,-239.9977491287,540.4499957180,True,6
local,2025-04-05,2025-05-16,1369825.5842872693,0.8200000000,0.7500000000,14,5,none,21,0.0000000000,1361823.8005897892,190.5186594638,-240.0185066663,540.0243720227,True,6
local,2025-04-05,2025-05-16,1388127.7555494402,0.8200000000,1.0000000000,14,0,none,21,0.0000000000,1361823.8005897892,626.2846418964,119.3085972292,1027.1550415670,False,6
local,2025-04-05,2025-05-16,1389551.4088026709,0.8200000000,1.0000000000,14,3,none,21,0.0000000000,1361823.8005897892,660.1811479258,146.9918520210,1067.3816019197,False,6
