stage,fit_start,fit_end,score,alpha,rho,window,smooth,features,k,blend,near_reference_score,near_delta_daily_mean,near_ci_low90,near_ci_high90,near_indistinguishable,month
local,2025-04-06,2025-05-31,1841696.7977044070,0.8200000000,1.0000000000,14,5,none,21,0.0000000000,1801793.6289572590,712.5565847705,342.7988621693,1042.0250912218,False,6
local,2025-04-06,2025-05-31,1809846.2502341415,0.8300000000,0.0000000000,14,0,none,21,0.0000000000,1801793.6289572590,143.7968085158,-129.6686968821,397.4721869982,True,6
local,2025-04-06,2025-05-31,1810007.7935969951,0.8300000000,0.0000000000,14,3,none,21,0.0000000000,1801793.6289572590,146.6815114239,-123.3416146995,397.3019867365,True,6
local,2025-04-06,2025-05-31,1810116.5777534451,0.8300000000,0.0000000000,14,5,none,21,0.0000000000,1801793.6289572590,148.6240856462,-118.0833431463,396.3573681234,True,6
local,2025-04-06,2025-05-31,1809987.8408241193,0.8300000000,0.2500000000,14,0,none,21,0.0000000000,1801793.6289572590,146.3252119082,-129.4359875677,398.7127475247,True,6
local,2025-04-06,2025-05-31,1810157.9774371255,0.8300000000,0.2500000000,14,3,none,21,0.0000000000,1801793.6289572590,149.3633657119,-122.1148980320,398.8864927003,True,6
local,2025-04-06,2025-05-31,1810264.8924355383,0.8300000000,0.2500000000,14,5,none,21,0.0000000000,1801793.6289572590,151.2725621121,-117.1020899820,398.5939424908,True,6
local,2025-04-06,2025-05-31,1808696.6267591431,0.8300000000,0.5000000000,14,0,none,21,0.0000000000,1801793.6289572590,123.2678178908,-180.7988044094,410.1685988438,True,6
local,2025-04-06,2025-05-31,1808888.5934420316,0.8300000000,0.5000000000,14,3,none,21,0.0000000000,1801793.6289572590,126.6957943709,-173.2019114478,411.5324352876,True,6
local,2025-04-06,2025-05-31,1809003.7931452133,0.8300000000,0.5000000000,14,5,none,21,0.0000000000,1801793.6289572590,128.7529319278,-169.7192065705,412.8563314162,True,6
local,2025-04-06,2025-05-31,1810730.9722099747,0.8300000000,0.7500000000,14,0,none,21,0.0000000000,1801793.6289572590,159.5954152271,-159.7700201485,476.9292559254,True,6
local,2025-04-06,2025-05-31,1810921.7541674853,0.8300000000,0.7500000000,14,3,none,21,0.0000000000,1801793.6289572590,163.0022358969,-154.3624990480,476.9689860296,True,6
local,2025-04-06,2025-05-31,1811025.8701912158,0.8300000000,0.7500000000,14,5,none,21,0.0000000000,1801793.6289572590,164.8614506064,-153.8042151397,476.7111865318,True,6
local,2025-04-06,2025-05-31,1840179.0457098477,0.8300000000,1.0000000000,14,0,none,21,0.0000000000,1801793.6289572590,685.4538705819,299.3054210629,1044.7704129148,False,6
local,2025-04-06,2025-05-31,1841171.8876088972,0.8300000000,1.0000000000,14,3,none,21,0.0000000000,1801793.6289572590,703.1831902078,319.9745068464,1059.2644138820,False,6
local,2025-04-06,2025-05-31,1842198.7832992265,0.8300000000,1.0000000000,14,5,none,21,0.0000000000,1801793.6289572590,721.5206132494,337.4247338084,1075.6804871651,False,6
local,2025-04-06,2025-05-31,1812192.4249435547,0.8400000000,0.0000000000,14,0,none,21,0.0000000000,1801793.6289572590,185.6927854696,-135.4938510873,484.7139914182,True,6
local,2025-04-06,2025-05-31,1812306.6847504515,0.8400000000,0.0000000000,14,3,none,21,0.0000000000,1801793.6289572590,187.7331391642,-131.3031732488,483.2326401081,True,6
local,2025-04-06,2025-05-31,1812401.7016505827,0.8400000000,0.0000000000,14,5,none,21,0.0000000000,1801793.6289572590,189.4298695236,-128.1637030844,482.4935793137,True,6
local,2025-04-06,2025-05-31,1812291.2135755685,0.8400000000,0.2500000000,14,0,none,21,0.0000000000,1801793.6289572590,187.4568681841,-134.5458383612,485.9585942297,True,6
local,2025-04-06,2025-05-31,1812416.2440016270,0.8400000000,0.2500000000,14,3,none,21,0.0000000000,1801793.6289572590,189.6895543637,-129.5732579021,486.0217023933,True,6
local,2025-04-06,2025-05-31,1812510.4422379741,0.8400000000,0.2500000000,14,5,none,21,0.0000000000,1801793.6289572590,191.3716657271,-125.4664314577,484.1714792636,True,6
local,2025-04-06,2025-05-31,1810804.7355723334,0.8400000000,0.5000000000,14,0,none,21,0.0000000000,1801793.6289572590,160.9126181263,-188.7858105028,490.0291107461,True,6
local,2025-04-06,2025-05-31,1810992.0115997854,0.8400000000,0.5000000000,14,3,none,21,0.0000000000,1801793.6289572590,164.2568329023,-183.0172190413,491.1127804846,True,6
local,2025-04-06,2025-05-31,1811099.4118051487,0.8400000000,0.5000000000,14,5,none,21,0.0000000000,1801793.6289572590,166.1746937123,-179.0996688688,490.4945294105,True,6
local,2025-04-06,2025-05-31,1812887.2003035950,0.8400000000,0.7500000000,14,0,none,21,0.0000000000,1801793.6289572590,198.0994883274,-164.7077893441,553.6325717406,True,6
local,2025-04-06,2025-05-31,1813083.5640712166,0.8400000000,0.7500000000,14,3,none,21,0.0000000000,1801793.6289572590,201.6059841778,-159.3657932466,553.6321782399,True,6
local,2025-04-06,2025-05-31,1813187.4112556267,0.8400000000,0.7500000000,14,5,none,21,0.0000000000,1801793.6289572590,203.4603981851,-155.8373694097,553.2277358264,True,6
local,2025-04-06,2025-05-31,1840949.9583342399,0.8400000000,1.0000000000,14,0,none,21,0.0000000000,1801793.6289572590,699.2201674461,293.9232244558,1087.6391686553,False,6
local,2025-04-06,2025-05-31,1841936.2993113445,0.8400000000,1.0000000000,14,3,none,21,0.0000000000,1801793.6289572590,716.8333991801,307.1400469042,1102.4245134170,False,6
local,2025-04-06,2025-05-31,1842942.1268958990,0.8400000000,1.0000000000,14,5,none,21,0.0000000000,1801793.6289572590,734.7946060471,331.3858168298,1119.1699539531,False,6
coarse,2025-05-06,2025-06-30,2510183.8636499662,0.5000000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,4934.8743325525,2234.4464603211,7544.3256834901,False,7
coarse,2025-05-06,2025-06-30,2498537.9509003414,0.5000000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,4726.9116048806,1987.3550413293,7940.3059878487,False,7
coarse,2025-05-06,2025-06-30,2475189.6532969144,0.5000000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,4309.9777191051,1781.1887977201,7392.0862487263,False,7
coarse,2025-05-06,2025-06-30,2489320.9339187369,0.5000000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,4562.3220159234,2074.0520167922,7498.4682530130,False,7
coarse,2025-05-06,2025-06-30,2499668.1284802342,0.5000000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,4747.0933473787,2173.7102014060,7821.5448639233,False,7
coarse,2025-05-06,2025-06-30,2429609.4137658686,0.5500000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,3496.0448703364,1330.4225046559,5617.4485589898,False,7
coarse,2025-05-06,2025-06-30,2420035.0956118847,0.5500000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,3325.0749033010,1049.4025830284,6003.0318046118,False,7
coarse,2025-05-06,2025-06-30,2394569.1152563603,0.5500000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,2870.3252540952,763.1450621840,5440.0922892412,False,7
coarse,2025-05-06,2025-06-30,2405905.6530564730,0.5500000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,3072.7634290972,992.5347550297,5503.8750245629,False,7
coarse,2025-05-06,2025-06-30,2417514.1800155411,0.5500000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,3280.0585533663,1099.9816288617,5875.1734970599,False,7
coarse,2025-05-06,2025-06-30,2368547.6076089730,0.6000000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,2405.6554746776,818.1362264951,3997.8991757527,False,7
coarse,2025-05-06,2025-06-30,2353934.2084100847,0.6000000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,2144.7019175546,434.5088919626,4124.3548563533,False,7
coarse,2025-05-06,2025-06-30,2327007.5735028354,0.6000000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,1663.8691513537,25.9116218641,3633.6165354662,False,7
coarse,2025-05-06,2025-06-30,2332878.5100502297,0.6000000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,1768.7073039857,163.6043234341,3631.8161228986,False,7
coarse,2025-05-06,2025-06-30,2344053.1005165465,0.6000000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,1968.2535623128,257.2366726062,4009.9798330863,False,7
coarse,2025-05-06,2025-06-30,2320267.6813209662,0.6500000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,1543.5139338203,511.5468132299,2586.1720002923,False,7
coarse,2025-05-06,2025-06-30,2308123.1169522135,0.6500000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,1326.6467129497,243.5594296293,2600.8478933543,False,7
coarse,2025-05-06,2025-06-30,2277651.9558200575,0.6500000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,782.5188355898,-312.6447355985,2134.8954319570,True,7
coarse,2025-05-06,2025-06-30,2278268.8546958119,0.6500000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,793.5348869426,-271.9219291263,2031.9562058310,True,7
coarse,2025-05-06,2025-06-30,2289320.7522211676,0.6500000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,990.8901998953,-213.6942378816,2443.7595653837,True,7
coarse,2025-05-06,2025-06-30,2287772.1068897052,0.7000000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,963.2358189764,332.7423545841,1614.0302839103,False,7
coarse,2025-05-06,2025-06-30,2272060.7359527750,0.7000000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,682.6756236740,143.9464454957,1308.2455034815,False,7
coarse,2025-05-06,2025-06-30,2253428.9066962977,0.7000000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,349.9643869512,-178.0804106707,1032.0192903525,True,7
coarse,2025-05-06,2025-06-30,2244349.0809245077,0.7000000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,187.8246410264,-321.7700547703,791.5359506156,True,7
coarse,2025-05-06,2025-06-30,2253737.0428581988,0.7000000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,355.4668184138,-316.1003530056,1179.3067632323,True,7
coarse,2025-05-06,2025-06-30,2269121.5886220969,0.7500000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,630.1908499119,85.8846246204,1188.9943009968,False,7
coarse,2025-05-06,2025-06-30,2263558.5164695960,0.7500000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,530.8502757601,242.7144199321,800.9181386844,False,7
coarse,2025-05-06,2025-06-30,2245243.4798439844,0.7500000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,203.7960503028,12.4743024476,403.9563059825,False,7
coarse,2025-05-06,2025-06-30,2233830.9010270284,0.7500000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,0.0000000000,0.0000000000,0.0000000000,True,7
coarse,2025-05-06,2025-06-30,2236297.5650412762,0.7500000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,44.0475716830,-124.2647963234,262.5359631981,True,7
coarse,2025-05-06,2025-06-30,2266813.6102314880,0.8000000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,588.9769500796,-262.8682063675,1395.0648784923,True,7
coarse,2025-05-06,2025-06-30,2264490.0088892858,0.8000000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,547.4840689689,-48.3087164529,1117.8937958015,True,7
coarse,2025-05-06,2025-06-30,2249747.6073304852,0.8000000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,284.2268982760,-242.6977913410,758.7241920436,True,7
coarse,2025-05-06,2025-06-30,2234695.0688371863,0.8000000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,15.4315680385,-546.3395551890,464.1916526706,True,7
coarse,2025-05-06,2025-06-30,2238389.5881794058,0.8000000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,81.4051277210,-263.8788149841,394.6051180800,True,7
coarse,2025-05-06,2025-06-30,2277953.7011548011,0.8500000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,787.9071451388,-456.7726825472,1980.3953595633,True,7
coarse,2025-05-06,2025-06-30,2277384.5003135465,0.8500000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,777.7428444021,-346.7411117395,1786.0821240862,True,7
coarse,2025-05-06,2025-06-30,2266560.1523845778,0.8500000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,584.4509170991,-523.5679432381,1515.3583019323,True,7
coarse,2025-05-06,2025-06-30,2245267.7630176954,0.8500000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,204.2296784048,-935.7109726892,1108.2634931336,True,7
coarse,2025-05-06,2025-06-30,2245135.4455328854,0.8500000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,201.8668661760,-739.1204934755,985.2523780661,True,7
coarse,2025-05-06,2025-06-30,2304213.7511199513,0.9000000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,1256.8366088022,-359.3023566224,2832.3537488841,True,7
coarse,2025-05-06,2025-06-30,2316234.8892754819,0.9000000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,1471.4997901510,-253.3860360190,2996.2236320811,True,7
coarse,2025-05-06,2025-06-30,2312542.1852088757,0.9000000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,1405.5586461044,-308.6833820224,2761.6809562102,True,7
coarse,2025-05-06,2025-06-30,2279396.5744708208,0.9000000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,813.6727400677,-853.4324789463,2122.2449835112,True,7
coarse,2025-05-06,2025-06-30,2276777.9130283240,0.9000000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,766.9109285946,-726.6076279926,1958.8161602054,True,7
coarse,2025-05-06,2025-06-30,2348134.0962547227,0.9500000000,0.5000000000,14,3,none,21,0.0000000000,2233830.9010270284,2041.1284862088,-146.7807508431,4136.7799642451,True,7
coarse,2025-05-06,2025-06-30,2385723.0718536456,0.9500000000,0.5000000000,21,3,none,21,0.0000000000,2233830.9010270284,2712.3601933324,446.6118812928,4712.3302645079,False,7
coarse,2025-05-06,2025-06-30,2395892.0774438162,0.9500000000,0.5000000000,28,3,none,21,0.0000000000,2233830.9010270284,2893.9495788712,522.4986347322,4835.6684571933,False,7
coarse,2025-05-06,2025-06-30,2360038.5964446235,0.9500000000,0.5000000000,42,3,none,21,0.0000000000,2233830.9010270284,2253.7088467428,-148.0902327231,4096.2079143075,True,7
coarse,2025-05-06,2025-06-30,2347792.0186866689,0.9500000000,0.5000000000,56,3,none,21,0.0000000000,2233830.9010270284,2035.0199582079,-218.2525152618,3804.2678416041,True,7
local,2025-05-06,2025-06-30,2276145.3582599200,0.7600000000,0.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,295.2227184043,-210.1399220874,944.9769890413,True,7
local,2025-05-06,2025-06-30,2276192.1026767893,0.7600000000,0.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,296.0574401341,-213.0590182504,954.3148390810,True,7
local,2025-05-06,2025-06-30,2276504.6412323629,0.7600000000,0.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,301.6384857693,-210.0089975568,966.5574995367,True,7
local,2025-05-06,2025-06-30,2271702.7493631607,0.7600000000,0.2500000000,14,0,none,21,0.0000000000,2259612.8860292807,215.8904166764,-183.5623023219,702.7543630375,True,7
local,2025-05-06,2025-06-30,2271767.0255586943,0.7600000000,0.2500000000,14,3,none,21,0.0000000000,2259612.8860292807,217.0382058824,-187.5524661236,715.4277957626,True,7
local,2025-05-06,2025-06-30,2272080.0046880962,0.7600000000,0.2500000000,14,5,none,21,0.0000000000,2259612.8860292807,222.6271189074,-186.6603381048,727.2085533173,True,7
local,2025-05-06,2025-06-30,2267786.5774231679,0.7600000000,0.5000000000,14,0,none,21,0.0000000000,2259612.8860292807,145.9587748908,-166.3301413373,508.7989151199,True,7
local,2025-05-06,2025-06-30,2267784.8345611030,0.7600000000,0.5000000000,14,3,none,21,0.0000000000,2259612.8860292807,145.9276523540,-171.9608175522,512.9050561957,True,7
local,2025-05-06,2025-06-30,2268073.4893330010,0.7600000000,0.5000000000,14,5,none,21,0.0000000000,2259612.8860292807,151.0822018522,-169.7425086275,523.2026377793,True,7
local,2025-05-06,2025-06-30,2259785.6346936878,0.7600000000,0.7500000000,14,0,none,21,0.0000000000,2259612.8860292807,3.0847975787,-178.4099190567,204.7480774398,True,7
local,2025-05-06,2025-06-30,2259744.0601737835,0.7600000000,0.7500000000,14,3,none,21,0.0000000000,2259612.8860292807,2.3423954376,-184.6076096232,209.9934542995,True,7
local,2025-05-06,2025-06-30,2260029.2106340481,0.7600000000,0.7500000000,14,5,none,21,0.0000000000,2259612.8860292807,7.4343679423,-182.8762365464,221.0228197022,True,7
local,2025-05-06,2025-06-30,2300498.7971627219,0.7600000000,1.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,730.1055559543,457.3212483517,998.8552828245,False,7
local,2025-05-06,2025-06-30,2299838.7483052453,0.7600000000,1.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,718.3189692137,449.9465454744,980.9650965546,False,7
local,2025-05-06,2025-06-30,2300401.6348226485,0.7600000000,1.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,728.3705141673,461.5088803853,989.1699383705,False,7
local,2025-05-06,2025-06-30,2276216.8392408025,0.7700000000,0.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,296.4991644915,-126.9245491745,871.9010184228,True,7
local,2025-05-06,2025-06-30,2276119.4500705758,0.7700000000,0.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,294.7600721660,-128.1742603296,878.2346236177,True,7
local,2025-05-06,2025-06-30,2276355.5217742892,0.7700000000,0.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,298.9756383037,-130.0116010469,885.1790261542,True,7
local,2025-05-06,2025-06-30,2271511.5067268489,0.7700000000,0.2500000000,14,0,none,21,0.0000000000,2259612.8860292807,212.4753695994,-108.7089716262,618.2998579189,True,7
local,2025-05-06,2025-06-30,2271447.9430788402,0.7700000000,0.2500000000,14,3,none,21,0.0000000000,2259612.8860292807,211.3403044564,-109.9023039828,624.8517080879,True,7
local,2025-05-06,2025-06-30,2271694.4147285731,0.7700000000,0.2500000000,14,5,none,21,0.0000000000,2259612.8860292807,215.7415839159,-109.5217799250,634.6836285704,True,7
local,2025-05-06,2025-06-30,2267546.2326645823,0.7700000000,0.5000000000,14,0,none,21,0.0000000000,2259612.8860292807,141.6669042018,-89.5466944792,412.3732339304,True,7
local,2025-05-06,2025-06-30,2267472.5408384805,0.7700000000,0.5000000000,14,3,none,21,0.0000000000,2259612.8860292807,140.3509787357,-93.7505966369,418.0048030286,True,7
local,2025-05-06,2025-06-30,2267693.3844587966,0.7700000000,0.5000000000,14,5,none,21,0.0000000000,2259612.8860292807,144.2946148128,-92.7927763734,429.8517447577,True,7
local,2025-05-06,2025-06-30,2259985.1162663354,0.7700000000,0.7500000000,14,0,none,21,0.0000000000,2259612.8860292807,6.6469685188,-95.2574176924,117.0055178043,True,7
local,2025-05-06,2025-06-30,2259864.7555163149,0.7700000000,0.7500000000,14,3,none,21,0.0000000000,2259612.8860292807,4.4976694113,-100.2606606518,120.4002630533,True,7
local,2025-05-06,2025-06-30,2260056.0916256653,0.7700000000,0.7500000000,14,5,none,21,0.0000000000,2259612.8860292807,7.9143856497,-100.8668043485,129.5536077274,True,7
local,2025-05-06,2025-06-30,2299006.8663158761,0.7700000000,1.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,703.4639336892,444.2927169976,966.7601113983,False,7
local,2025-05-06,2025-06-30,2298428.1755834981,0.7700000000,1.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,693.1301706110,440.9237968712,952.4669790987,False,7
local,2025-05-06,2025-06-30,2299047.0731897010,0.7700000000,1.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,704.1819135789,451.2865427009,961.0190538561,False,7
local,2025-05-06,2025-06-30,2275898.0860097692,0.7800000000,0.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,290.8071425087,-29.2154516688,786.1129393029,True,7
local,2025-05-06,2025-06-30,2276010.2085713642,0.7800000000,0.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,292.8093311086,-36.0991233825,800.7775785425,True,7
local,2025-05-06,2025-06-30,2276234.2583248802,0.7800000000,0.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,296.8102195643,-37.0699952721,812.0998335841,True,7
local,2025-05-06,2025-06-30,2270616.1709889215,0.7800000000,0.2500000000,14,0,none,21,0.0000000000,2259612.8860292807,196.4872314222,-27.2873349387,517.0415992888,True,7
local,2025-05-06,2025-06-30,2270787.8599721678,0.7800000000,0.2500000000,14,3,none,21,0.0000000000,2259612.8860292807,199.5531061230,-31.6069347572,529.6318059639,True,7
local,2025-05-06,2025-06-30,2271046.0388221312,0.7800000000,0.2500000000,14,5,none,21,0.0000000000,2259612.8860292807,204.1634427295,-31.4172438822,540.4500724380,True,7
local,2025-05-06,2025-06-30,2266775.5085409470,0.7800000000,0.5000000000,14,0,none,21,0.0000000000,2259612.8860292807,127.9039734226,-4.7594586636,302.5299927344,True,7
local,2025-05-06,2025-06-30,2266883.4599708295,0.7800000000,0.5000000000,14,3,none,21,0.0000000000,2259612.8860292807,129.8316775277,-7.0372061405,310.8150949956,True,7
local,2025-05-06,2025-06-30,2267095.7152441870,0.7800000000,0.5000000000,14,5,none,21,0.0000000000,2259612.8860292807,133.6219502662,-7.4881628103,319.5962063101,True,7
local,2025-05-06,2025-06-30,2259612.8860292807,0.7800000000,0.7500000000,14,0,none,21,0.0000000000,2259612.8860292807,0.0000000000,0.0000000000,0.0000000000,True,7
local,2025-05-06,2025-06-30,2259743.0518988958,0.7800000000,0.7500000000,14,3,none,21,0.0000000000,2259612.8860292807,2.3243905288,-10.3728924486,16.4015946278,True,7
local,2025-05-06,2025-06-30,2259966.8343791296,0.7800000000,0.7500000000,14,5,none,21,0.0000000000,2259612.8860292807,6.3205062473,-12.9556827798,28.1801330826,True,7
local,2025-05-06,2025-06-30,2297137.2803981528,0.7800000000,1.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,670.0784708727,375.1036357532,953.8960033093,False,7
local,2025-05-06,2025-06-30,2296600.8012923412,0.7800000000,1.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,660.4984868404,369.6748560789,944.6548446351,False,7
local,2025-05-06,2025-06-30,2297338.8048908645,0.7800000000,1.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,673.6771225283,388.8140021506,952.3562384771,False,7
local,2025-05-06,2025-06-30,2275979.5736344522,0.7900000000,0.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,292.2622786638,51.1024842779,700.3092860113,False,7
local,2025-05-06,2025-06-30,2276278.3262968040,0.7900000000,0.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,297.5971476344,50.8788251491,715.5802537328,False,7
local,2025-05-06,2025-06-30,2276563.5161060272,0.7900000000,0.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,302.6898227990,51.9693702461,726.2959254005,False,7
local,2025-05-06,2025-06-30,2270449.5591451875,0.7900000000,0.2500000000,14,0,none,21,0.0000000000,2259612.8860292807,193.5120199269,45.0782203166,420.5903427332,False,7
local,2025-05-06,2025-06-30,2270675.3634730997,0.7900000000,0.2500000000,14,3,none,21,0.0000000000,2259612.8860292807,197.5442400682,43.9865192382,435.4972895205,False,7
local,2025-05-06,2025-06-30,2270935.9891146719,0.7900000000,0.2500000000,14,5,none,21,0.0000000000,2259612.8860292807,202.1982693820,45.2719191756,444.9367457728,False,7
local,2025-05-06,2025-06-30,2266342.2348486651,0.7900000000,0.5000000000,14,0,none,21,0.0000000000,2259612.8860292807,120.1669432033,53.5608002809,208.2874544717,False,7
local,2025-05-06,2025-06-30,2266649.1228634901,0.7900000000,0.5000000000,14,3,none,21,0.0000000000,2259612.8860292807,125.6470863252,55.5623189807,219.0793062092,False,7
local,2025-05-06,2025-06-30,2266956.3611918017,0.7900000000,0.5000000000,14,5,none,21,0.0000000000,2259612.8860292807,131.1334850450,59.5124854546,228.6931339046,False,7
local,2025-05-06,2025-06-30,2260012.5699538784,0.7900000000,0.7500000000,14,0,none,21,0.0000000000,2259612.8860292807,7.1372129393,-98.6808259321,102.5147132924,True,7
local,2025-05-06,2025-06-30,2260267.9069746034,0.7900000000,0.7500000000,14,3,none,21,0.0000000000,2259612.8860292807,11.6968025951,-89.2817252685,103.4481423402,True,7
local,2025-05-06,2025-06-30,2260544.6636854433,0.7900000000,0.7500000000,14,5,none,21,0.0000000000,2259612.8860292807,16.6388867172,-80.1852317362,105.1784377051,True,7
local,2025-05-06,2025-06-30,2296007.1252371073,0.7900000000,1.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,649.8971287112,304.8682558586,978.2563607408,False,7
local,2025-05-06,2025-06-30,2295482.0842385218,0.7900000000,1.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,640.5213965936,294.6756335042,968.7120288244,False,7
local,2025-05-06,2025-06-30,2296084.8583188690,0.7900000000,1.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,651.2852194569,314.0800412008,976.2764919350,False,7
local,2025-05-06,2025-06-30,2276815.1710125064,0.8000000000,0.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,307.1836604147,92.1903617403,620.7454111664,False,7
local,2025-05-06,2025-06-30,2277092.6422905973,0.8000000000,0.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,312.1385046664,91.8278286497,638.0433500884,False,7
local,2025-05-06,2025-06-30,2277376.7464509392,0.8000000000,0.0000000000,14,5,none,21,0.0000000000,2259612.8860292807,317.2117932439,94.4611912751,645.0404284601,False,7
local,2025-05-06,2025-06-30,2271870.7458034330,0.8000000000,0.2500000000,14,0,none,21,0.0000000000,2259612.8860292807,218.8903531099,76.4946523767,388.6593821503,False,7
local,2025-05-06,2025-06-30,2272064.9091273271,0.8000000000,0.2500000000,14,3,none,21,0.0000000000,2259612.8860292807,222.3575553223,76.7015502918,398.9575179794,False,7
local,2025-05-06,2025-06-30,2272309.4728223332,0.8000000000,0.2500000000,14,5,none,21,0.0000000000,2259612.8860292807,226.7247641617,81.5032011371,408.4519035566,False,7
local,2025-05-06,2025-06-30,2266549.3669554805,0.8000000000,0.5000000000,14,0,none,21,0.0000000000,2259612.8860292807,123.8657308250,13.2672854875,230.1891472128,False,7
local,2025-05-06,2025-06-30,2266813.6102314880,0.8000000000,0.5000000000,14,3,none,21,0.0000000000,2259612.8860292807,128.5843607537,19.7700447261,234.0451909761,False,7
local,2025-05-06,2025-06-30,2267130.0890683252,0.8000000000,0.5000000000,14,5,none,21,0.0000000000,2259612.8860292807,134.2357685544,26.4418130324,236.8876009647,False,7
local,2025-05-06,2025-06-30,2261647.8731853468,0.8000000000,0.7500000000,14,0,none,21,0.0000000000,2259612.8860292807,36.3390563583,-169.3329989660,220.3506481156,True,7
local,2025-05-06,2025-06-30,2261823.2364640627,0.8000000000,0.7500000000,14,3,none,21,0.0000000000,2259612.8860292807,39.4705434782,-161.2900071105,218.8478948205,True,7
local,2025-05-06,2025-06-30,2262057.3088667621,0.8000000000,0.7500000000,14,5,none,21,0.0000000000,2259612.8860292807,43.6504078122,-151.9170588728,220.1618201921,True,7
local,2025-05-06,2025-06-30,2295578.8655037838,0.8000000000,1.0000000000,14,0,none,21,0.0000000000,2259612.8860292807,642.2496334733,222.2763078855,1022.2136345092,False,7
local,2025-05-06,2025-06-30,2295032.7669555582,0.8000000000,1.0000000000,14,3,none,21,0.0000000000,2259612.8860292807,632.4978736835,212.8415007476,1010.2577901061,False,7
