date,issue,estimated_gain,accepted,up_kwh,down_kwh
2025-05-12,6,30019.704566,True,6170.818711,0.000000
2025-05-12,12,959.763027,True,2125.988611,0.000000
2025-05-12,18,11925.843452,True,1454.000120,0.000000
2025-05-13,6,1634.727014,True,107.240257,4826.252085
2025-05-13,12,12279.103260,True,353.837095,272.997067
2025-05-13,18,8436.109637,True,1436.898744,0.000000
2025-05-14,6,14331.694223,True,2971.586957,0.000000
2025-05-14,12,1977.864056,True,0.000000,2251.588241
2025-05-14,18,5786.859626,True,746.286201,0.000000
2025-05-15,6,12693.774462,True,2763.912679,0.000000
2025-05-15,12,-1828.987579,False,0.000000,626.751395
2025-05-15,18,-11684.525821,False,0.000000,542.895043
2025-05-16,6,446.113376,True,165.023759,13.822742
2025-05-16,12,-5738.253603,False,0.000000,430.220987
2025-05-16,18,-7761.663565,False,0.000000,364.048532
2025-05-17,6,489.477980,True,231.281972,228.313858
2025-05-17,12,-396.401309,False,134.467174,52.550735
2025-05-17,18,1681.739174,True,510.340971,0.000000
2025-05-18,6,48.423393,False,0.000000,245.472489
2025-05-18,12,3133.557845,True,0.000000,2744.367331
2025-05-18,18,2373.774759,True,0.000000,131.789151
2025-05-19,6,478.137723,True,0.000000,187.357587
2025-05-19,12,5077.716359,True,419.454629,187.357587
2025-05-19,18,3036.312246,True,0.000000,189.149525
2025-05-20,6,17085.555900,True,3483.607952,0.000000
2025-05-20,12,-365.848634,False,2092.160947,0.000000
2025-05-20,18,7631.941356,True,870.132860,0.000000
2025-05-21,6,23394.528539,True,4861.019311,0.000000
2025-05-21,12,2620.969133,True,1016.854114,0.000000
2025-05-21,18,3717.629765,True,0.000000,154.208822
2025-05-22,6,-142.012708,False,0.000000,0.000000
2025-05-22,12,-4575.218779,False,1082.758867,0.000000
2025-05-22,18,-9081.975042,False,304.049550,8.763384
2025-05-23,6,139.994069,False,0.000000,0.000000
2025-05-23,12,-3728.360359,False,568.645135,0.000000
2025-05-23,18,-13784.029989,False,0.000000,117.754244
2025-05-24,6,622.543284,True,142.610071,3.375641
2025-05-24,12,16.351547,False,48.975968,167.464257
2025-05-24,18,1987.465920,True,211.139891,0.000000
2025-05-25,6,151.012754,False,16.315515,0.000000
2025-05-25,12,4584.155234,True,298.872185,803.562979
2025-05-25,18,5968.817498,True,203.962516,0.000000
2025-05-26,6,20079.446757,True,4251.077003,0.000000
2025-05-26,12,7984.866826,True,2429.078079,0.000000
2025-05-26,18,5280.110723,True,7.093745,0.000000
2025-05-27,6,24465.384735,True,4940.322986,0.000000
2025-05-27,12,3406.205412,True,622.126009,0.000000
2025-05-27,18,3951.102274,True,0.000000,507.589676
2025-05-28,6,687.708843,True,140.793350,0.000000
2025-05-28,12,5222.989233,True,484.582442,1243.627815
2025-05-28,18,3555.208292,True,0.000000,271.103465
2025-05-29,6,23606.669452,True,4987.515345,0.000000
2025-05-29,12,-1848.250462,False,0.000000,298.172711
2025-05-29,18,-6265.843754,False,170.003459,0.000000
2025-05-30,6,376.126565,True,48.368585,0.000000
2025-05-30,12,-4027.611943,False,176.996500,0.000000
2025-05-30,18,-8268.795101,False,0.000000,450.735889
2025-05-31,6,567.755525,True,0.000000,650.888278
2025-05-31,12,1786.000589,True,0.000000,1152.225885
2025-05-31,18,5207.737538,True,0.000000,18.264506
2025-06-01,6,4678.031855,True,1657.948449,661.334288
2025-06-01,12,2172.456445,True,0.000000,3196.605792
2025-06-01,18,20337.321612,True,3349.769055,0.000000
2025-06-02,6,2105.732932,True,0.000000,7314.360891
2025-06-02,12,7062.007584,True,0.000000,2366.850957
2025-06-02,18,19908.981175,True,3296.116843,0.000000
2025-06-03,6,18023.382975,True,3554.479480,0.000000
2025-06-03,12,4444.695070,True,48.335312,2273.002073
2025-06-03,18,21253.668835,True,4054.260152,0.000000
2025-06-04,6,3125.921202,True,0.000000,9795.873927
2025-06-04,12,15038.939612,True,0.000000,2899.322040
2025-06-04,18,12479.780135,True,2112.206589,0.000000
2025-06-05,6,13056.552729,True,3053.273880,120.463946
2025-06-05,12,-592.862508,False,1475.218536,54.833989
2025-06-05,18,16579.515593,True,4583.112286,0.000000
2025-06-06,6,1837.810724,True,894.286431,0.000000
2025-06-06,12,-4546.842108,False,0.000000,467.414708
2025-06-06,18,11529.477789,True,4247.804117,0.000000
2025-06-07,6,462.027749,True,526.558463,2221.075751
2025-06-07,12,-1085.855566,False,66.771635,576.378709
2025-06-07,18,15464.276384,True,3802.811624,0.000000
2025-06-08,6,4017.930809,True,611.586838,1497.792204
2025-06-08,12,2943.350302,True,873.628541,1946.828704
2025-06-08,18,18298.090918,True,2573.750081,0.000000
2025-06-09,6,601.271652,True,0.000000,1859.604588
2025-06-09,12,3856.149341,True,0.000000,1269.520747
2025-06-09,18,8419.465955,True,1107.056102,0.000000
2025-06-10,6,6975.336620,True,1371.944806,2.585567
2025-06-10,12,16389.992482,True,2679.684545,0.000000
2025-06-10,18,11460.482664,True,1284.843917,0.000000
2025-06-11,6,3876.420059,True,1587.158765,148.596778
2025-06-11,12,4285.227879,True,334.413891,33.868792
2025-06-11,18,12000.757850,True,1785.703724,0.000000
2025-06-12,6,-95.926598,False,0.000000,0.000000
