date,total_cost_B0,inventory_adjusted_cost_B0,emergency_cost_B0,emergency_kwh_B0,soc_start_B0,soc_end_B0,soc_min_B0,mean_price,total_cost_H3,inventory_adjusted_cost_H3,emergency_cost_H3,emergency_kwh_H3,soc_start_H3,soc_end_H3,soc_min_H3,adjusted_diff_H3_minus_B0,B0_top17,H3_top17
2025-03-07,14688.7090880000,14302.2863060000,1110.3062000000,272.4898560000,3961.4009920000,4898.0573440000,1200.0000000000,0.6085010000,14816.6225750000,14691.5725970000,1436.9890200000,329.3328350000,6059.8546330000,6362.9652720000,1200.0000000000,389.2862910000,False,False
2025-03-08,13665.1733610000,12666.5613630000,0.0000000000,0.0000000000,4898.0573440000,7318.6089140000,1280.2767470000,0.5972630000,13552.7401120000,12617.8669240000,0.0000000000,0.0000000000,6362.9652720000,8629.0193230000,1245.6536410000,-48.6944390000,False,False
2025-03-09,44338.7829190000,45323.2980950000,1368.4834480000,224.8333950000,7318.6089140000,4932.2268540000,1200.0000000000,0.7838090000,44415.5932140000,45029.4285580000,893.6504060000,156.7489380000,8629.0193230000,7141.1340300000,1200.0000000000,-293.8695370000,False,False
2025-03-10,50309.8629320000,48800.6582150000,0.0000000000,0.0000000000,4932.2268540000,8590.4122710000,1362.6521580000,0.8024510000,49571.2692020000,48543.1039320000,0.0000000000,0.0000000000,7141.1340300000,9633.3202470000,1393.8627550000,-257.5542830000,False,False
2025-03-11,46809.3634230000,46333.9449540000,0.0000000000,0.0000000000,8590.4122710000,9742.7866900000,1447.8852210000,0.7893930000,46285.1405010000,46165.4948740000,0.0000000000,0.0000000000,9633.3202470000,9923.3311940000,1471.3644410000,-168.4500800000,False,False
2025-03-12,43084.5932270000,43779.4913070000,0.0000000000,0.0000000000,9742.7866900000,8058.4121380000,1308.4477020000,0.7801680000,43851.7341840000,43969.3836220000,0.0000000000,0.0000000000,9923.3311940000,9638.1588420000,1337.5145340000,189.8923150000,False,False
2025-03-13,46623.2291180000,47977.2782900000,1288.3328880000,202.1706010000,8058.4121380000,4776.3107240000,1200.0000000000,0.7996370000,47118.4765070000,48670.3708250000,2710.0810250000,426.0477210000,9638.1588420000,5876.4974190000,1200.0000000000,693.0925350000,False,False
2025-03-14,12418.7092830000,12556.1537900000,0.0000000000,0.0000000000,4776.3107240000,4443.1567890000,1223.8455370000,0.5913870000,12618.6462790000,12657.2483230000,468.5913840000,89.8286940000,5876.4974190000,5782.9293080000,1200.0000000000,101.0945330000,False,False
2025-03-15,13461.2324530000,13368.8189160000,518.0311460000,108.7863510000,4443.1567890000,4667.1594380000,1200.0000000000,0.6047720000,13550.4155930000,13064.4015140000,442.7641930000,96.1560940000,5782.9293080000,6960.9865980000,1200.0000000000,-304.4174020000,False,False
2025-03-16,45769.5050910000,44536.0443280000,8.0811000000,1.6400000000,4667.1594380000,7656.9646820000,1526.2699140000,0.7848950000,45457.2935380000,44347.6701930000,8.0811000000,1.6400000000,6960.9865980000,9650.6203480000,1558.0534380000,-188.3741350000,False,False
2025-03-17,41911.2672240000,41732.0348930000,1303.7232350000,257.5505530000,7656.9646820000,8091.4087920000,1200.0000000000,0.7601760000,40945.1850960000,41307.3655430000,811.2927520000,159.6188260000,9650.6203480000,8772.7253760000,1200.0000000000,-424.6693500000,False,False
2025-03-18,44225.1257820000,43497.3677030000,0.0000000000,0.0000000000,8091.4087920000,9855.4332240000,1242.0497840000,0.7760170000,44517.7224970000,43681.3590880000,0.0000000000,0.0000000000,8772.7253760000,10800.0000000000,1387.6968920000,183.9913850000,False,False
2025-03-19,41562.8921390000,42461.5176890000,0.0000000000,0.0000000000,9855.4332240000,7677.2404000000,1540.0158360000,0.7718380000,41533.4708270000,41933.8853490000,0.0000000000,0.0000000000,10800.0000000000,9829.4288460000,1573.5873920000,-527.6323400000,False,False
2025-03-20,42800.5461350000,44400.3762440000,1751.8615610000,316.5645600000,7677.2404000000,3799.3866500000,1200.0000000000,0.7786380000,44401.6154130000,45499.6465310000,3652.6731760000,602.9543440000,9829.4288460000,7167.8936840000,1200.0000000000,1099.2702870000,False,False
2025-03-21,12346.8090840000,13384.6472350000,1067.2696260000,214.9153500000,3799.3866500000,1283.7541800000,1200.0000000000,0.5702900000,10934.7579110000,13388.7714160000,1119.0037150000,234.0199540000,7167.8936840000,1219.5711560000,1200.0000000000,4.1241810000,False,False
2025-03-22,14002.3597770000,12236.8408660000,0.0000000000,0.0000000000,1283.7541800000,5563.2236660000,1283.7541800000,0.5873880000,14530.7437850000,11901.1496930000,0.0000000000,0.0000000000,1219.5711560000,7593.4862740000,1219.5711560000,-335.6911730000,False,False
2025-03-23,42184.5222210000,41342.3604430000,0.0000000000,0.0000000000,5563.2236660000,7604.5530490000,1438.5160760000,0.7671780000,42398.8341670000,41508.5446530000,0.0000000000,0.0000000000,7593.4862740000,9751.4732460000,1475.8417040000,166.1842100000,False,False
2025-03-24,41430.7228490000,40922.6468010000,0.0000000000,0.0000000000,7604.5530490000,8836.0866980000,1344.7243920000,0.7674860000,40951.1107710000,40518.5352330000,0.0000000000,0.0000000000,9751.4732460000,10800.0000000000,1492.2252690000,-404.1115680000,False,False
2025-03-25,43100.1680130000,43183.0205270000,446.8723420000,70.2921590000,8836.0866980000,8635.2591680000,1200.0000000000,0.7712760000,43889.5906150000,44004.9980900000,953.2862210000,152.9794140000,10800.0000000000,10520.2619800000,1200.0000000000,821.9775630000,False,False
2025-03-26,37497.9026540000,38512.0869240000,0.0000000000,0.0000000000,8635.2591680000,6176.9617170000,1303.9224840000,0.7566110000,37287.1944010000,38039.6001880000,0.0000000000,0.0000000000,10520.2619800000,8696.4935760000,1301.2658870000,-472.4867360000,False,False
2025-03-27,40961.9853330000,42335.5100280000,1438.5223230000,277.6985990000,6176.9617170000,2847.6532720000,1200.0000000000,0.7664160000,38292.8177380000,39890.9563520000,0.0000000000,0.0000000000,8696.4935760000,4822.7398670000,1353.5369500000,-2444.5536760000,False,False
2025-03-28,11001.9014900000,11595.9361340000,0.0000000000,0.0000000000,2847.6532720000,1407.7632120000,1336.2443850000,0.5747680000,10224.3115320000,11657.4754630000,0.0000000000,0.0000000000,4822.7398670000,1348.8709260000,1263.1492750000,61.5393290000,False,False
2025-03-29,11914.2315590000,11895.5300390000,39.1537150000,12.5958930000,1407.7632120000,1453.0941240000,1200.0000000000,0.5630870000,12079.8680700000,12060.4957710000,318.2636830000,89.0782790000,1348.8709260000,1395.8277490000,1200.0000000000,164.9657320000,False,False
2025-03-30,40865.9124050000,38494.8733760000,1390.3361950000,217.2909580000,1453.0941240000,7200.2934930000,1200.0000000000,0.7520270000,40525.9518770000,37617.4930920000,368.9469610000,57.6614770000,1395.8277490000,8445.6874490000,1200.0000000000,-877.3802840000,False,False
2025-03-31,39007.1111200000,39252.9781050000,36.4304140000,7.1586210000,7200.2934930000,6604.3325810000,1200.0000000000,0.7607040000,39442.4299560000,39347.0911190000,119.4072030000,24.1422740000,8445.6874490000,8676.7807790000,1200.0000000000,94.1130140000,False,False
2025-04-01,43601.6727700000,42326.8414560000,0.0000000000,0.0000000000,6604.3325810000,9694.4165610000,1241.1025700000,0.7731090000,42806.0867530000,41936.2305120000,324.4632930000,67.4563380000,8676.7807790000,10785.2392150000,1200.0000000000,-390.6109440000,False,False
2025-04-02,41454.4002460000,41997.4750610000,1150.9896850000,172.9046030000,9694.4165610000,8378.0488440000,1200.0000000000,0.7723200000,41475.3088070000,41970.8913950000,1554.0919910000,233.9365620000,10785.2392150000,9583.9886640000,1200.0000000000,-26.5836660000,False,False
2025-04-03,36587.8023150000,38995.9784190000,0.0000000000,0.0000000000,8378.0488440000,2540.8323250000,1274.5501110000,0.7644640000,37224.8681130000,39482.5084810000,108.7609830000,16.0895890000,9583.9886640000,4111.6581180000,1200.0000000000,486.5300620000,False,False
2025-04-04,11047.3580630000,11412.0423470000,381.4075570000,118.2342390000,2540.8323250000,1656.8682630000,1200.0000000000,0.5595030000,9818.4300510000,10973.5281350000,255.5131480000,79.9030640000,4111.6581180000,1311.7974260000,1200.0000000000,-438.5142120000,False,False
2025-04-05,12010.0608870000,11903.8004530000,0.0000000000,0.0000000000,1656.8682630000,1914.4346270000,1274.5914270000,0.5755280000,12451.5203190000,12179.6701180000,0.0000000000,0.0000000000,1311.7974260000,1970.7394690000,1262.2567070000,275.8696650000,False,False
2025-04-06,42297.1303240000,39809.5295430000,2116.0851810000,348.8062060000,1914.4346270000,7944.1698910000,1200.0000000000,0.7556870000,41939.4913570000,38893.4939600000,1230.2743110000,214.9586200000,1970.7394690000,9353.9812070000,1200.0000000000,-916.0355830000,False,False
2025-04-07,35072.1606100000,35727.8455300000,378.7889780000,61.1145010000,7944.1698910000,6354.8447400000,1200.0000000000,0.7517160000,35029.0736040000,35509.2772320000,409.1108750000,76.0568910000,9353.9812070000,8190.0079660000,1200.0000000000,-218.5682980000,False,False
2025-04-08,38791.2934250000,37479.9545610000,0.0000000000,0.0000000000,6354.8447400000,9533.4199570000,1205.4919950000,0.7519160000,38559.0795390000,37532.8891840000,0.0000000000,0.0000000000,8190.0079660000,10677.4071550000,1259.2647740000,52.9346230000,False,False
2025-04-09,39902.0596570000,40298.9388960000,728.5453260000,141.0998500000,9533.4199570000,8571.4180290000,1200.0000000000,0.7662710000,39460.9079380000,39674.8749000000,0.0000000000,0.0000000000,10677.4071550000,10158.7692180000,1354.2649160000,-624.0639960000,False,False
2025-04-10,36733.1576410000,39070.7687180000,2289.3172420000,413.6324040000,8571.4180290000,2905.2452040000,1200.0000000000,0.7580270000,35048.7620570000,37740.7120610000,314.3867970000,75.8776760000,10158.7692180000,3633.7086100000,1200.0000000000,-1330.0566570000,False,False
2025-04-11,10639.6342640000,11319.5768150000,0.0000000000,0.0000000000,2905.2452040000,1257.1215940000,1235.7722710000,0.5514780000,10667.0094480000,11671.0494550000,408.5366000000,159.9733540000,3633.7086100000,1200.0000000000,1200.0000000000,351.4726400000,False,False
2025-04-12,10520.9211340000,10441.2154730000,0.0000000000,0.0000000000,1257.1215940000,1450.3214200000,1231.7509120000,0.5638670000,10381.5161580000,10332.5503310000,0.0000000000,0.0000000000,1200.0000000000,1318.6890500000,1200.0000000000,-108.6651420000,False,False
2025-04-13,39901.5283490000,36850.8735240000,0.0000000000,0.0000000000,1450.3214200000,8844.8523700000,1313.8732090000,0.7562550000,40443.7336070000,36953.0804270000,0.0000000000,0.0000000000,1318.6890500000,9779.7390400000,1290.4817890000,102.2069030000,False,False
2025-04-14,37266.9823180000,37938.4831350000,1183.2895290000,182.6785110000,8844.8523700000,7217.1908160000,1200.0000000000,0.7465970000,37311.6903870000,37878.0128750000,1169.0582750000,180.9402330000,9779.7390400000,8407.0209160000,1200.0000000000,-60.4702600000,False,False
2025-04-15,35172.2663640000,34166.5427610000,184.5045400000,36.5940260000,7217.1908160000,9654.9803190000,1200.0000000000,0.7385330000,34856.5103090000,34329.0441470000,821.9220690000,144.6665950000,8407.0209160000,9685.5545710000,1200.0000000000,162.5013860000,False,False
2025-04-16,36883.5325260000,37435.2312860000,955.1879730000,168.8931010000,9654.9803190000,8317.7088830000,1200.0000000000,0.7623540000,37744.9750460000,37398.4165710000,962.4347560000,167.7378860000,9685.5545710000,10525.5831940000,1200.0000000000,-36.8147150000,False,False
2025-04-17,34257.1678880000,36771.0076400000,1100.0751300000,213.1049900000,8317.7088830000,2224.3725590000,1200.0000000000,0.7477670000,32669.9795390000,35815.4087000000,1367.5762410000,263.6318100000,10525.5831940000,2901.3272160000,1200.0000000000,-955.5989400000,False,False
2025-04-18,9991.1604910000,10255.9230340000,0.0000000000,0.0000000000,2224.3725590000,1582.6104020000,1298.6259480000,0.5594200000,9692.0247680000,10288.6626390000,0.0000000000,0.0000000000,2901.3272160000,1455.1271530000,1225.0622570000,32.7396050000,False,False
2025-04-19,10398.7894300000,10485.1026460000,0.0000000000,0.0000000000,1582.6104020000,1373.3944190000,1264.2305910000,0.5579760000,10481.6358500000,10569.2532840000,598.8791310000,155.8231820000,1455.1271530000,1242.7498540000,1200.0000000000,84.1506380000,False,False
2025-04-20,39717.4556590000,36296.9426260000,1005.4545800000,199.5428330000,1373.3944190000,9664.4305880000,1200.0000000000,0.7454390000,38706.4202520000,35027.3032420000,0.0000000000,0.0000000000,1242.7498540000,10160.6203340000,1226.3504230000,-1269.6393840000,False,False
2025-04-21,32480.4455860000,33833.8168270000,1185.3519930000,202.5475010000,9664.4305880000,6383.9724210000,1200.0000000000,0.7339520000,32696.2290740000,33474.4572910000,1171.4900860000,203.8963490000,10160.6203340000,8274.2605290000,1200.0000000000,-359.3595360000,False,False
2025-04-22,35148.1897470000,34534.2818590000,0.0000000000,0.0000000000,6383.9724210000,7872.0335570000,1210.0363000000,0.7509580000,34999.8473830000,34891.8236170000,206.7913140000,44.1574590000,8274.2605290000,8536.1010610000,1200.0000000000,357.5417580000,False,False
2025-04-23,35686.7163150000,35207.1322900000,0.0000000000,0.0000000000,7872.0335570000,9034.5049340000,1471.0621010000,0.7479120000,35539.1916930000,34973.1392230000,0.0000000000,0.0000000000,8536.1010610000,9908.1646840000,1509.7107120000,-233.9930670000,False,False
2025-04-24,28520.6942140000,31398.2038980000,227.8520540000,39.7498920000,9034.5049340000,2059.6632550000,1200.0000000000,0.7361850000,29587.2299590000,32230.2416410000,1529.0739040000,240.6833850000,9908.1646840000,3501.7264570000,1200.0000000000,832.0377430000,False,False
2025-04-25,9530.2404910000,9867.3808820000,0.0000000000,0.0000000000,2059.6632550000,1242.4632750000,1205.6884850000,0.5406920000,9344.1556690000,10282.3780750000,549.1325050000,149.1082630000,3501.7264570000,1227.5541830000,1200.0000000000,414.9971930000,False,False
2025-04-26,10236.3095250000,10169.9817680000,0.0000000000,0.0000000000,1242.4632750000,1403.2361850000,1242.4632750000,0.5378050000,10518.8183630000,10480.6409920000,169.5380040000,41.5291090000,1227.5541830000,1320.0929210000,1200.0000000000,310.6592240000,False,False
2025-04-27,37517.4857690000,34103.3969700000,19.0473480000,3.9923180000,1403.2361850000,9678.7005510000,1200.0000000000,0.7337830000,37693.1445890000,34153.9060970000,0.0000000000,0.0000000000,1320.0929210000,9898.9096280000,1314.3803690000,50.5091270000,False,False
2025-04-28,36105.5497950000,38261.9050560000,0.0000000000,0.0000000000,9678.7005510000,4451.8765960000,1317.4761740000,0.7660520000,36520.6960770000,37902.1791620000,0.0000000000,0.0000000000,9898.9096280000,6550.3107150000,1262.8888930000,-359.7258940000,False,False
2025-04-29,36368.8948550000,34708.7214290000,2656.5117630000,401.4070360000,4451.8765960000,8475.9974770000,1200.0000000000,0.7303830000,35529.0078630000,34197.4246750000,2701.7636510000,408.2447340000,6550.3107150000,9777.9564690000,1200.0000000000,-511.2967540000,False,False
2025-04-30,33828.5197160000,33852.9748940000,2604.8451870000,495.3660320000,8475.9974770000,8416.7201800000,1200.0000000000,0.7294420000,34223.4209680000,33852.1298280000,2492.9292380000,472.3890980000,9777.9564690000,10677.9349920000,1200.0000000000,-0.8450660000,False,False
2025-05-01,37925.5091940000,40300.4824230000,3951.1506450000,910.0266310000,8416.7201800000,2659.9846420000,1200.0000000000,0.7473260000,36392.9627260000,39707.5760750000,3364.9232030000,577.6742390000,10677.9349920000,2643.5907590000,1200.0000000000,-592.9063480000,False,False
2025-05-02,18338.5802280000,18940.9050030000,7734.1610910000,1899.0999730000,2659.9846420000,1200.0000000000,1200.0000000000,0.5869510000,19894.1793300000,20489.7407180000,9689.9224870000,2311.4061480000,2643.5907590000,1200.0000000000,1200.0000000000,1548.8357150000,False,False
2025-05-03,15445.3036540000,15445.3036540000,3387.8581440000,706.8109180000,1200.0000000000,1200.0000000000,1200.0000000000,0.5698240000,15891.6886700000,15824.1075130000,3608.6293970000,718.3066470000,1200.0000000000,1363.8110450000,1200.0000000000,378.8038590000,False,False
2025-05-04,42046.6742550000,40986.3299590000,3975.8745520000,719.6241050000,1200.0000000000,3770.1854740000,1200.0000000000,0.7461280000,42924.5036040000,41085.9406890000,4361.7844040000,735.2354210000,1363.8110450000,5820.3330580000,1200.0000000000,99.6107300000,False,False
2025-05-05,41987.4309380000,40234.1206280000,1253.0084480000,209.1155450000,3770.1854740000,8020.0623370000,1200.0000000000,0.7604610000,42383.0658170000,41152.5877320000,2191.1189900000,361.9039160000,5820.3330580000,8802.9085410000,1200.0000000000,918.4671040000,False,False
2025-05-06,40655.1514300000,42154.6755140000,4224.2217120000,810.6078250000,8020.0623370000,4385.3419600000,1200.0000000000,0.7532360000,41738.2920530000,42696.9151010000,4553.9610670000,785.9379010000,8802.9085410000,6479.2868250000,1200.0000000000,542.2395870000,False,False
2025-05-07,42994.4268030000,41079.3567100000,1709.4431910000,273.4572010000,4385.3419600000,9027.3109450000,1200.0000000000,0.7587290000,42761.9617830000,41705.5818270000,2808.8143790000,446.5655220000,6479.2868250000,9039.8630690000,1200.0000000000,626.2251170000,False,False
2025-05-08,38874.0721790000,41494.0248390000,4824.3628170000,865.5181450000,9027.3109450000,2676.7658480000,1200.0000000000,0.7616590000,42535.0629830000,45083.6331980000,10003.1023240000,1597.5348410000,9039.8630690000,2862.3430220000,1200.0000000000,3589.6083590000,False,False
2025-05-09,13272.7057720000,13763.4061480000,2427.7886230000,511.4612500000,2676.7658480000,1487.3493720000,1200.0000000000,0.5667380000,15588.7117020000,16184.4951010000,5272.0994490000,1158.7424010000,2862.3430220000,1418.2141250000,1200.0000000000,2421.0889530000,False,False
2025-05-10,14775.0900240000,14893.6376040000,3477.0477730000,803.1862390000,1487.3493720000,1200.0000000000,1200.0000000000,0.5753080000,15080.6814610000,15170.7069110000,3805.8907670000,896.8818340000,1418.2141250000,1200.0000000000,1200.0000000000,277.0693070000,False,False
2025-05-11,41077.2181390000,39109.3014880000,609.3948330000,90.4148080000,1200.0000000000,5970.0646020000,1200.0000000000,0.7607820000,42347.9309210000,40011.3703940000,1864.7679720000,271.8882050000,1200.0000000000,6863.6263790000,1200.0000000000,902.0689060000,False,False
2025-05-12,38199.7930420000,37522.6628830000,0.0000000000,0.0000000000,5970.0646020000,7611.3712090000,1447.8464150000,0.7517880000,38588.2813750000,37932.5453830000,25.4428020000,5.0612300000,6863.6263790000,8453.0753240000,1200.0000000000,409.8825000000,False,False
2025-05-13,36393.1640390000,37848.0668280000,0.0000000000,0.0000000000,7611.3712090000,4084.8091030000,1550.6551140000,0.7564460000,36202.1874540000,37451.8386440000,0.0000000000,0.0000000000,8453.0753240000,5424.0258470000,1532.6338630000,-396.2281840000,False,False
2025-05-14,39102.8862860000,37200.3144870000,0.0000000000,0.0000000000,4084.8091030000,8696.4832730000,1503.2658230000,0.7475510000,38244.0703110000,36901.0519900000,0.0000000000,0.0000000000,5424.0258470000,8679.3894040000,1426.0385990000,-299.2624970000,False,False
2025-05-15,37118.5487280000,39178.5957950000,0.0000000000,0.0000000000,8696.4832730000,3703.1022880000,1995.4074810000,0.7527770000,35996.2109270000,37921.9668140000,0.0000000000,0.0000000000,8679.3894040000,4011.5189540000,1622.9273490000,-1256.6289810000,False,False
2025-05-16,10942.7300670000,11826.1158920000,0.0000000000,0.0000000000,3703.1022880000,1561.8492800000,1369.8445530000,0.5453850000,10485.3014220000,11642.8675800000,0.0000000000,0.0000000000,4011.5189540000,1205.6758550000,1205.6758550000,-183.2483120000,False,False
2025-05-17,11648.7457050000,11717.9235450000,45.3884890000,15.5799140000,1561.8492800000,1394.1680090000,1200.0000000000,0.5734160000,13984.9875750000,13952.2684670000,2417.3103850000,434.3719610000,1205.6758550000,1284.9842240000,1200.0000000000,2234.3449220000,False,False
2025-05-18,38265.0060250000,37281.2281650000,0.0000000000,0.0000000000,1394.1680090000,3778.7628760000,1394.1680090000,0.7506810000,37557.2088660000,36452.3417630000,34.4284650000,5.2366670000,1284.9842240000,3963.0892410000,1284.9842240000,-828.8864020000,False,False
2025-05-19,37399.6950190000,37177.0463780000,2331.5753510000,351.6237290000,3778.7628760000,4318.4444730000,1200.0000000000,0.7317600000,36235.1255660000,35819.1242760000,2458.2785800000,383.7775670000,3963.0892410000,4971.4414130000,1200.0000000000,-1357.9221020000,False,False
2025-05-20,35638.5455180000,36559.9668030000,476.3622970000,73.2885540000,4318.4444730000,2084.9967030000,1200.0000000000,0.7565820000,37297.9224110000,38264.9070470000,1021.3840100000,156.3936220000,4971.4414130000,2627.5519100000,1200.0000000000,1704.9402440000,False,False
2025-05-21,37777.5446940000,38108.5068040000,1732.6158960000,280.0694220000,2084.9967030000,1282.7723580000,1200.0000000000,0.7458240000,38378.5193090000,38011.9113500000,2089.4000390000,331.3103730000,2627.5519100000,3516.1787980000,1200.0000000000,-96.5954540000,False,False
2025-05-22,36140.5061160000,34760.5624470000,0.0000000000,0.0000000000,1282.7723580000,4627.6398570000,1282.7723580000,0.7461930000,36822.0462190000,36639.8506440000,2863.3358010000,435.3946730000,3516.1787980000,3957.8055610000,1200.0000000000,1879.2881970000,False,False
2025-05-23,10442.1701310000,11398.0491430000,0.0000000000,0.0000000000,4627.6398570000,2310.6694550000,1311.0301560000,0.5569740000,10260.7818020000,11200.8679340000,204.9190330000,69.5470030000,3957.8055610000,1679.1157710000,1200.0000000000,-197.1812090000,False,False
2025-05-24,12086.7980970000,12014.1585290000,256.2017980000,87.9533920000,2310.6694550000,2486.7416640000,1200.0000000000,0.5532050000,11991.4073250000,11823.1109220000,268.5786100000,92.4155730000,1679.1157710000,2087.0521100000,1200.0000000000,-191.0476070000,False,False
2025-05-25,37006.4445910000,35943.9931660000,0.0000000000,0.0000000000,2486.7416640000,5062.0346390000,1588.3233350000,0.7379620000,36685.2423900000,34907.1213880000,0.0000000000,0.0000000000,2087.0521100000,6397.0680050000,1552.8255280000,-1036.8717780000,False,False
2025-05-26,38867.0025450000,38216.1801840000,0.0000000000,0.0000000000,5062.0346390000,6639.5733540000,1535.9567300000,0.7524720000,38560.0732980000,38015.9053600000,0.0000000000,0.0000000000,6397.0680050000,7716.0853620000,1619.3824710000,-200.2748240000,False,False
2025-05-27,35006.3997260000,37088.0041630000,2604.0918230000,493.9139680000,6639.5733540000,1593.9391130000,1200.0000000000,0.7429220000,34110.4080130000,36339.7217450000,2143.4792630000,406.6580330000,7716.0853620000,2312.4162040000,1200.0000000000,-748.2824180000,False,False
2025-05-28,37343.4794540000,36826.7537060000,0.0000000000,0.0000000000,1593.9391130000,2846.4389080000,1463.8732340000,0.7512670000,35896.9689600000,35750.2626310000,0.0000000000,0.0000000000,2312.4162040000,2668.0200180000,1512.0067160000,-1076.4910750000,False,False
2025-05-29,40437.5350360000,39981.7177550000,119.8044220000,17.8174330000,2846.4389080000,3951.3016930000,1717.2195420000,0.7595130000,39421.7469410000,39095.2072410000,119.8044220000,17.8174330000,2668.0200180000,3459.5248130000,1261.2244000000,-886.5105140000,False,False
2025-05-30,11755.2200390000,12225.9164090000,0.0000000000,0.0000000000,3951.3016930000,2810.3732440000,1383.8071780000,0.5609930000,11141.9373730000,11657.2460210000,0.0000000000,0.0000000000,3459.5248130000,2210.4599510000,1215.0915690000,-568.6703880000,False,False
