origin,grid_size,iteration,weekday,initial_soc,objective,initial_soc_dual,cut_slope,cut_intercept
2025-02-01,17,1,3,5400.0,63491.35731602766,-0.4761111222222222,-0.4761111222222222,66062.35737602766
2025-02-01,17,1,3,6000.0,63205.99064269432,-0.47544445555555553,-0.47544445555555553,66058.65737602765
2025-02-01,17,1,3,6600.0,62920.95730269431,-0.47466667777777777,-0.47466667777777777,66053.75737602764
2025-02-01,17,1,3,7200.0,62636.173962694316,-0.47455556666666665,-0.47455556666666665,66052.97404269432
2025-02-01,17,1,3,7800.0,62351.44062269432,-0.4743333444444444,-0.4743333444444444,66051.24070936098
2025-02-01,17,1,3,8400.0,62066.84061602764,-0.4743333444444444,-0.4743333444444444,66051.24070936098
2025-02-01,17,1,3,9000.0,61783.29060936098,-0.4720000111111111,-0.4720000111111111,66031.29070936098
2025-02-01,17,1,3,9600.0,61500.19060269431,-0.47166667777777777,-0.47166667777777777,66028.19070936098
2025-02-01,17,1,3,10200.0,61226.05726269431,-0.41255556666666665,-0.41255556666666665,65434.12404269431
2025-02-01,17,1,3,10800.0,60978.5239226943,-0.384479991,-0.384479991,65130.9078254943
2025-02-01,17,1,2,1200.0,65106.90135051228,-0.47900001111111107,-0.47900001111111107,65681.70136384561
2025-02-01,17,1,2,1800.0,64819.501343845615,-0.47900001111111107,-0.47900001111111107,65681.70136384561
2025-02-01,17,1,2,2400.0,64532.10133717894,-0.47900001111111107,-0.47900001111111107,65681.7013638456
2025-02-01,17,1,2,3000.0,64245.15133051227,-0.4780000111111111,-0.4780000111111111,65679.15136384561
2025-02-01,17,1,2,3600.0,63958.38465717894,-0.47788889999999995,-0.47788889999999995,65678.78469717894
2025-02-01,17,1,2,4200.0,63671.784650512265,-0.4770000111111111,-0.4770000111111111,65675.18469717893
2025-02-01,17,1,2,4800.0,63385.5846438456,-0.4770000111111111,-0.4770000111111111,65675.18469717893
2025-02-01,17,1,2,5400.0,63099.91797051226,-0.4761111222222222,-0.4761111222222222,65670.91803051226
2025-02-01,17,1,2,6000.0,62814.55129717892,-0.47544445555555553,-0.47544445555555553,65667.21803051226
2025-02-01,17,1,2,6600.0,62529.51795717892,-0.47466667777777777,-0.47466667777777777,65662.31803051225
2025-02-01,17,1,2,7200.0,62244.73461717892,-0.47455556666666665,-0.47455556666666665,65661.53469717891
2025-02-01,17,1,2,7800.0,61960.00127717891,-0.4743333444444444,-0.4743333444444444,65659.80136384557
2025-02-01,17,1,2,8400.0,61675.401270512244,-0.4743333444444444,-0.4743333444444444,65659.80136384557
2025-02-01,17,1,2,9000.0,61391.85126384557,-0.4720000111111111,-0.4720000111111111,65639.85136384558
2025-02-01,17,1,2,9600.0,61108.751257178905,-0.47166667777777777,-0.47166667777777777,65636.75136384557
2025-02-01,17,1,2,10200.0,60834.617917178904,-0.41255556666666665,-0.41255556666666665,65042.684697178905
2025-02-01,17,1,2,10800.0,60587.08457717891,-0.38231999099999997,-0.38231999099999997,64716.14047997891
2025-02-01,17,1,1,1200.0,63335.203095236226,-0.47900001111111107,-0.47900001111111107,63910.00310856956
2025-02-01,17,1,1,1800.0,63047.803088569555,-0.47900001111111107,-0.47900001111111107,63910.00310856955
2025-02-01,17,1,1,2400.0,62760.403081902885,-0.47900001111111107,-0.47900001111111107,63910.00310856955
2025-02-01,17,1,1,3000.0,62473.45307523622,-0.4780000111111111,-0.4780000111111111,63907.45310856955
2025-02-01,17,1,1,3600.0,62186.68640190289,-0.47788889999999995,-0.47788889999999995,63907.08644190289
2025-02-01,17,1,1,4200.0,61900.08639523621,-0.4770000111111111,-0.4770000111111111,63903.48644190288
2025-02-01,17,1,1,4800.0,61613.88638856955,-0.4770000111111111,-0.4770000111111111,63903.48644190288
2025-02-01,17,1,1,5400.0,61328.219715236206,-0.4761111222222222,-0.4761111222222222,63899.219775236204
2025-02-01,17,1,1,6000.0,61042.853041902876,-0.47544445555555553,-0.47544445555555553,63895.51977523621
2025-02-01,17,1,1,6600.0,60757.81970190287,-0.47466667777777777,-0.47466667777777777,63890.6197752362
2025-02-01,17,1,1,7200.0,60473.03636190287,-0.47455556666666665,-0.47455556666666665,63889.83644190287
2025-02-01,17,1,1,7800.0,60188.303021902866,-0.47455556666666665,-0.47455556666666665,63889.836441902866
2025-02-01,17,1,1,8400.0,59903.70301523619,-0.4743333444444444,-0.4743333444444444,63888.10310856952
2025-02-01,17,1,1,9000.0,59620.153008569534,-0.4720000111111111,-0.4720000111111111,63868.15310856953
2025-02-01,17,1,1,9600.0,59337.05300190286,-0.47166667777777777,-0.47166667777777777,63865.053108569526
2025-02-01,17,1,1,10200.0,59062.91966190286,-0.41255556666666665,-0.41255556666666665,63270.98644190286
2025-02-01,17,1,1,10800.0,58815.38632190285,-0.384209991,-0.384209991,62964.85422470285
2025-02-01,17,1,0,1200.0,63166.571559930504,-0.47900001111111107,-0.47900001111111107,63741.37157326384
2025-02-01,17,1,0,1800.0,62879.171553263826,-0.47900001111111107,-0.47900001111111107,63741.37157326382
2025-02-01,17,1,0,2400.0,62591.77154659716,-0.47900001111111107,-0.47900001111111107,63741.37157326383
2025-02-01,17,1,0,3000.0,62304.8215399305,-0.4780000111111111,-0.4780000111111111,63738.82157326383
2025-02-01,17,1,0,3600.0,62018.05486659715,-0.47788889999999995,-0.47788889999999995,63738.45490659715
2025-02-01,17,1,0,4200.0,61731.45485993049,-0.4770000111111111,-0.4770000111111111,63734.85490659716
2025-02-01,17,1,0,4800.0,61445.254853263825,-0.4761111222222222,-0.4761111222222222,63730.58823993049
2025-02-01,17,1,0,5400.0,61159.588179930484,-0.4761111222222222,-0.4761111222222222,63730.58823993048
2025-02-01,17,1,0,6000.0,60874.22150659715,-0.47544445555555553,-0.47544445555555553,63726.88823993048
2025-02-01,17,1,0,6600.0,60589.18816659714,-0.47466667777777777,-0.47466667777777777,63721.98823993047
2025-02-01,17,1,0,7200.0,60304.40482659714,-0.47455556666666665,-0.47455556666666665,63721.204906597144
2025-02-01,17,1,0,7800.0,60019.67148659714,-0.47455556666666665,-0.47455556666666665,63721.20490659714
2025-02-01,17,1,0,8400.0,59735.07147993048,-0.4743333444444444,-0.4743333444444444,63719.47157326381
2025-02-01,17,1,0,9000.0,59451.521473263805,-0.4720000111111111,-0.4720000111111111,63699.5215732638
2025-02-01,17,1,0,9600.0,59168.42146659713,-0.47166667777777777,-0.47166667777777777,63696.4215732638
2025-02-01,17,1,0,10200.0,58894.28812659713,-0.41255556666666665,-0.41255556666666665,63102.35490659713
2025-02-01,17,1,0,10800.0,58646.754786597136,-0.38231999099999997,-0.38231999099999997,62775.810689397134
2025-02-01,17,2,6,1200.0,64693.3483511801,-0.47900001111111107,-0.47900001111111107,65268.148364513436
2025-02-01,17,2,6,1800.0,64405.94834451344,-0.47900001111111107,-0.47900001111111107,65268.148364513436
2025-02-01,17,2,6,2400.0,64118.548337846776,-0.47900001111111107,-0.47900001111111107,65268.14836451344
2025-02-01,17,2,6,3000.0,63831.59833118011,-0.4780000111111111,-0.4780000111111111,65265.59836451344
2025-02-01,17,2,6,3600.0,63544.831657846764,-0.47788889999999995,-0.47788889999999995,65265.231697846764
2025-02-01,17,2,6,4200.0,63258.23165118012,-0.4770000111111111,-0.4770000111111111,65261.63169784679
2025-02-01,17,2,6,4800.0,62972.03164451344,-0.4770000111111111,-0.4770000111111111,65261.63169784677
2025-02-01,17,2,6,5400.0,62686.3649711801,-0.4761111222222222,-0.4761111222222222,65257.365031180096
2025-02-01,17,2,6,6000.0,62400.99829784676,-0.47544445555555553,-0.47544445555555553,65253.66503118009
2025-02-01,17,2,6,6600.0,62115.964957846765,-0.47466667777777777,-0.47466667777777777,65248.7650311801
2025-02-01,17,2,6,7200.0,61831.181617846756,-0.47455556666666665,-0.47455556666666665,65247.98169784676
2025-02-01,17,2,6,7800.0,61546.44827784675,-0.47455556666666665,-0.47455556666666665,65247.98169784675
2025-02-01,17,2,6,8400.0,61261.84827118009,-0.4743333444444444,-0.4743333444444444,65246.24836451342
2025-02-01,17,2,6,9000.0,60978.29826451342,-0.4720000111111111,-0.4720000111111111,65226.298364513415
2025-02-01,17,2,6,9600.0,60695.19825784676,-0.47166667777777777,-0.47166667777777777,65223.198364513424
2025-02-01,17,2,6,10200.0,60421.06491784676,-0.41255556666666665,-0.41255556666666665,64629.13169784676
2025-02-01,17,2,6,10800.0,60173.53157784675,-0.38231999099999997,-0.38231999099999997,64302.58748064675
2025-02-01,17,2,5,1200.0,28983.4906820794,-0.47900001111111107,-0.47900001111111107,29558.290695412732
2025-02-01,17,2,5,1800.0,28696.09067541273,-0.47900001111111107,-0.47900001111111107,29558.290695412732
2025-02-01,17,2,5,2400.0,28408.69066874607,-0.47900001111111107,-0.47900001111111107,29558.290695412736
2025-02-01,17,2,5,3000.0,28121.740662079403,-0.4780000111111111,-0.4780000111111111,29555.740695412736
2025-02-01,17,2,5,3600.0,27834.973988746064,-0.47788889999999995,-0.47788889999999995,29555.374028746064
2025-02-01,17,2,5,4200.0,27548.373982079396,-0.4770000111111111,-0.4770000111111111,29551.774028746062
2025-02-01,17,2,5,4800.0,27262.17397541273,-0.4770000111111111,-0.4770000111111111,29551.774028746062
2025-02-01,17,2,5,5400.0,26976.5073020794,-0.4761111222222222,-0.4761111222222222,29547.5073620794
2025-02-01,17,2,5,6000.0,26691.140628746067,-0.47544445555555553,-0.47544445555555553,29543.8073620794
2025-02-01,17,2,5,6600.0,26406.10728874607,-0.47466667777777777,-0.47466667777777777,29538.9073620794
2025-02-01,17,2,5,7200.0,26121.323948746067,-0.47455556666666665,-0.47455556666666665,29538.124028746068
2025-02-01,17,2,5,7800.0,25836.59060874607,-0.47455556666666665,-0.47455556666666665,29538.12402874607
2025-02-01,17,2,5,8400.0,25551.990602079408,-0.4743333444444444,-0.4743333444444444,29536.39069541274
2025-02-01,17,2,5,9000.0,25268.44059541274,-0.4720000111111111,-0.4720000111111111,29516.44069541274
2025-02-01,17,2,5,9600.0,24985.340588746072,-0.47166667777777777,-0.47166667777777777,29513.34069541274
2025-02-01,17,2,5,10200.0,24711.20724874607,-0.41255556666666665,-0.41255556666666665,28919.27402874607
2025-02-01,17,2,5,10800.0,24463.67390874607,-0.384479991,-0.384479991,28616.05781154607
2025-02-01,17,2,4,1200.0,29052.451537971225,-0.47900001111111107,-0.47900001111111107,29627.25155130456
2025-02-01,17,2,4,1800.0,28765.051531304565,-0.47900001111111107,-0.47900001111111107,29627.251551304566
2025-02-01,17,2,4,2400.0,28477.6515246379,-0.47900001111111107,-0.47900001111111107,29627.251551304566
2025-02-01,17,2,4,3000.0,28190.701517971236,-0.4780000111111111,-0.4780000111111111,29624.70155130457
2025-02-01,17,2,4,3600.0,27903.9348446379,-0.47788889999999995,-0.47788889999999995,29624.3348846379
2025-02-01,17,2,4,4200.0,27617.334837971233,-0.4770000111111111,-0.4770000111111111,29620.7348846379
2025-02-01,17,2,4,4800.0,27331.13483130457,-0.4770000111111111,-0.4770000111111111,29620.734884637903
2025-02-01,17,2,4,5400.0,27045.46815797124,-0.4761111222222222,-0.4761111222222222,29616.46821797124
2025-02-01,17,2,4,6000.0,26760.101484637908,-0.47544445555555553,-0.47544445555555553,29612.76821797124
2025-02-01,17,2,4,6600.0,26475.06814463791,-0.47466667777777777,-0.47466667777777777,29607.86821797124
2025-02-01,17,2,4,7200.0,26190.2848046379,-0.47455556666666665,-0.47455556666666665,29607.0848846379
2025-02-01,17,2,4,7800.0,25905.551464637905,-0.47455556666666665,-0.47455556666666665,29607.084884637905
2025-02-01,17,2,4,8400.0,25620.95145797124,-0.4743333444444444,-0.4743333444444444,29605.351551304575
2025-02-01,17,2,4,9000.0,25337.401451304573,-0.4720000111111111,-0.4720000111111111,29585.401551304574
2025-02-01,17,2,4,9600.0,25054.30144463791,-0.47166667777777777,-0.47166667777777777,29582.301551304576
2025-02-01,17,2,4,10200.0,24780.1681046379,-0.41255556666666665,-0.41255556666666665,28988.234884637903
2025-02-01,17,2,4,10800.0,24532.634764637904,-0.384209991,-0.384209991,28682.102667437903
2025-02-01,17,2,3,1200.0,65498.34069602766,-0.47900001111111107,-0.47900001111111107,66073.14070936099
2025-02-01,17,2,3,1800.0,65210.940689361,-0.47900001111111107,-0.47900001111111107,66073.140709361
2025-02-01,17,2,3,2400.0,64923.54068269432,-0.47900001111111107,-0.47900001111111107,66073.14070936099
2025-02-01,17,2,3,3000.0,64636.590676027656,-0.4780000111111111,-0.4780000111111111,66070.59070936099
2025-02-01,17,2,3,3600.0,64349.824002694324,-0.47788889999999995,-0.47788889999999995,66070.22404269432
2025-02-01,17,2,3,4200.0,64063.22399602765,-0.4770000111111111,-0.4770000111111111,66066.62404269431
2025-02-01,17,2,3,4800.0,63777.02398936098,-0.4770000111111111,-0.4770000111111111,66066.62404269431
2025-02-01,17,2,3,5400.0,63491.35731602766,-0.4761111222222222,-0.4761111222222222,66062.35737602766
2025-02-01,17,2,3,6000.0,63205.99064269432,-0.47544445555555553,-0.47544445555555553,66058.65737602765
2025-02-01,17,2,3,6600.0,62920.95730269431,-0.47466667777777777,-0.47466667777777777,66053.75737602764
2025-02-01,17,2,3,7200.0,62636.173962694316,-0.47455556666666665,-0.47455556666666665,66052.97404269432
2025-02-01,17,2,3,7800.0,62351.44062269432,-0.4743333444444444,-0.4743333444444444,66051.24070936098
2025-02-01,17,2,3,8400.0,62066.84061602764,-0.4743333444444444,-0.4743333444444444,66051.24070936098
2025-02-01,17,2,3,9000.0,61783.29060936098,-0.4720000111111111,-0.4720000111111111,66031.29070936098
2025-02-01,17,2,3,9600.0,61500.19060269431,-0.47166667777777777,-0.47166667777777777,66028.19070936098
2025-02-01,17,2,3,10200.0,61226.05726269431,-0.41255556666666665,-0.41255556666666665,65434.12404269431
2025-02-01,17,2,3,10800.0,60978.5239226943,-0.384479991,-0.384479991,65130.9078254943
2025-02-01,17,2,2,1200.0,65106.90135051228,-0.47900001111111107,-0.47900001111111107,65681.70136384561
2025-02-01,17,2,2,1800.0,64819.501343845615,-0.47900001111111107,-0.47900001111111107,65681.70136384561
2025-02-01,17,2,2,2400.0,64532.10133717894,-0.47900001111111107,-0.47900001111111107,65681.7013638456
2025-02-01,17,2,2,3000.0,64245.15133051227,-0.4780000111111111,-0.4780000111111111,65679.15136384561
2025-02-01,17,2,2,3600.0,63958.38465717894,-0.47788889999999995,-0.47788889999999995,65678.78469717894
2025-02-01,17,2,2,4200.0,63671.784650512265,-0.4770000111111111,-0.4770000111111111,65675.18469717893
2025-02-01,17,2,2,4800.0,63385.5846438456,-0.4770000111111111,-0.4770000111111111,65675.18469717893
2025-02-01,17,2,2,5400.0,63099.91797051226,-0.4761111222222222,-0.4761111222222222,65670.91803051226
2025-02-01,17,2,2,6000.0,62814.55129717892,-0.47544445555555553,-0.47544445555555553,65667.21803051226
2025-02-01,17,2,2,6600.0,62529.51795717892,-0.47466667777777777,-0.47466667777777777,65662.31803051225
2025-02-01,17,2,2,7200.0,62244.73461717892,-0.47455556666666665,-0.47455556666666665,65661.53469717891
2025-02-01,17,2,2,7800.0,61960.00127717891,-0.4743333444444444,-0.4743333444444444,65659.80136384557
2025-02-01,17,2,2,8400.0,61675.401270512244,-0.4743333444444444,-0.4743333444444444,65659.80136384557
2025-02-01,17,2,2,9000.0,61391.85126384557,-0.4720000111111111,-0.4720000111111111,65639.85136384558
2025-02-01,17,2,2,9600.0,61108.751257178905,-0.47166667777777777,-0.47166667777777777,65636.75136384557
2025-02-01,17,2,2,10200.0,60834.617917178904,-0.41255556666666665,-0.41255556666666665,65042.684697178905
2025-02-01,17,2,2,10800.0,60587.08457717891,-0.38231999099999997,-0.38231999099999997,64716.14047997891
2025-02-01,17,2,1,1200.0,63335.203095236226,-0.47900001111111107,-0.47900001111111107,63910.00310856956
2025-02-01,17,2,1,1800.0,63047.803088569555,-0.47900001111111107,-0.47900001111111107,63910.00310856955
2025-02-01,17,2,1,2400.0,62760.403081902885,-0.47900001111111107,-0.47900001111111107,63910.00310856955
2025-02-01,17,2,1,3000.0,62473.45307523622,-0.4780000111111111,-0.4780000111111111,63907.45310856955
2025-02-01,17,2,1,3600.0,62186.68640190289,-0.47788889999999995,-0.47788889999999995,63907.08644190289
2025-02-01,17,2,1,4200.0,61900.08639523621,-0.4770000111111111,-0.4770000111111111,63903.48644190288
2025-02-01,17,2,1,4800.0,61613.88638856955,-0.4770000111111111,-0.4770000111111111,63903.48644190288
2025-02-01,17,2,1,5400.0,61328.219715236206,-0.4761111222222222,-0.4761111222222222,63899.219775236204
2025-02-01,17,2,1,6000.0,61042.853041902876,-0.47544445555555553,-0.47544445555555553,63895.51977523621
2025-02-01,17,2,1,6600.0,60757.81970190287,-0.47466667777777777,-0.47466667777777777,63890.6197752362
2025-02-01,17,2,1,7200.0,60473.03636190287,-0.47455556666666665,-0.47455556666666665,63889.83644190287
2025-02-01,17,2,1,7800.0,60188.303021902866,-0.47455556666666665,-0.47455556666666665,63889.836441902866
2025-02-01,17,2,1,8400.0,59903.70301523619,-0.4743333444444444,-0.4743333444444444,63888.10310856952
2025-02-01,17,2,1,9000.0,59620.153008569534,-0.4720000111111111,-0.4720000111111111,63868.15310856953
2025-02-01,17,2,1,9600.0,59337.05300190286,-0.47166667777777777,-0.47166667777777777,63865.053108569526
2025-02-01,17,2,1,10200.0,59062.91966190286,-0.41255556666666665,-0.41255556666666665,63270.98644190286
2025-02-01,17,2,1,10800.0,58815.38632190285,-0.384209991,-0.384209991,62964.85422470285
2025-02-01,17,2,0,1200.0,63166.571559930504,-0.47900001111111107,-0.47900001111111107,63741.37157326384
2025-02-01,17,2,0,1800.0,62879.171553263826,-0.47900001111111107,-0.47900001111111107,63741.37157326382
2025-02-01,17,2,0,2400.0,62591.77154659716,-0.47900001111111107,-0.47900001111111107,63741.37157326383
2025-02-01,17,2,0,3000.0,62304.8215399305,-0.4780000111111111,-0.4780000111111111,63738.82157326383
2025-02-01,17,2,0,3600.0,62018.05486659715,-0.47788889999999995,-0.47788889999999995,63738.45490659715
2025-02-01,17,2,0,4200.0,61731.45485993049,-0.4770000111111111,-0.4770000111111111,63734.85490659716
2025-02-01,17,2,0,4800.0,61445.254853263825,-0.4761111222222222,-0.4761111222222222,63730.58823993049
2025-02-01,17,2,0,5400.0,61159.588179930484,-0.4761111222222222,-0.4761111222222222,63730.58823993048
2025-02-01,17,2,0,6000.0,60874.22150659715,-0.47544445555555553,-0.47544445555555553,63726.88823993048
2025-02-01,17,2,0,6600.0,60589.18816659714,-0.47466667777777777,-0.47466667777777777,63721.98823993047
2025-02-01,17,2,0,7200.0,60304.40482659714,-0.47455556666666665,-0.47455556666666665,63721.204906597144
2025-02-01,17,2,0,7800.0,60019.67148659714,-0.47455556666666665,-0.47455556666666665,63721.20490659714
2025-02-01,17,2,0,8400.0,59735.07147993048,-0.4743333444444444,-0.4743333444444444,63719.47157326381
2025-02-01,17,2,0,9000.0,59451.521473263805,-0.4720000111111111,-0.4720000111111111,63699.5215732638
2025-02-01,17,2,0,9600.0,59168.42146659713,-0.47166667777777777,-0.47166667777777777,63696.4215732638
2025-02-01,17,2,0,10200.0,58894.28812659713,-0.41255556666666665,-0.41255556666666665,63102.35490659713
2025-02-01,17,2,0,10800.0,58646.754786597136,-0.38231999099999997,-0.38231999099999997,62775.810689397134
2025-03-01,17,1,6,1200.0,61698.57109973958,-0.47900001111111107,-0.47900001111111107,62273.37111307291
2025-03-01,17,1,6,1800.0,61411.17109307292,-0.47900001111111107,-0.47900001111111107,62273.37111307291
2025-03-01,17,1,6,2400.0,61123.77108640625,-0.47900001111111107,-0.47900001111111107,62273.37111307291
2025-03-01,17,1,6,3000.0,60836.82107973959,-0.4780000111111111,-0.4780000111111111,62270.82111307292
2025-03-01,17,1,6,3600.0,60550.05440640624,-0.47788889999999995,-0.47788889999999995,62270.45444640624
2025-03-01,17,1,6,4200.0,60263.45439973958,-0.4770000111111111,-0.4770000111111111,62266.85444640625
2025-03-01,17,1,6,4800.0,59977.2543930729,-0.4770000111111111,-0.4770000111111111,62266.854446406236
2025-03-01,17,1,6,5400.0,59691.58771973956,-0.4761111222222222,-0.4761111222222222,62262.58777973956
2025-03-01,17,1,6,6000.0,59406.22104640622,-0.47544445555555553,-0.47544445555555553,62258.887779739554
2025-03-01,17,1,6,6600.0,59121.18770640623,-0.47466667777777777,-0.47466667777777777,62253.98777973956
2025-03-01,17,1,6,7200.0,58836.40436640622,-0.47455556666666665,-0.47455556666666665,62253.20444640622
2025-03-01,17,1,6,7800.0,58551.67102640621,-0.47455556666666665,-0.47455556666666665,62253.20444640621
2025-03-01,17,1,6,8400.0,58267.07101973954,-0.4743333444444444,-0.4743333444444444,62251.47111307287
2025-03-01,17,1,6,9000.0,57983.52101307287,-0.4720000111111111,-0.4720000111111111,62231.521113072864
2025-03-01,17,1,6,9600.0,57700.421006406206,-0.47166667777777777,-0.47166667777777777,62228.42111307287
2025-03-01,17,1,6,10200.0,57426.287666406206,-0.41255556666666665,-0.41255556666666665,61634.35444640621
2025-03-01,17,1,6,10800.0,57178.7543264062,-0.38231999099999997,-0.38231999099999997,61307.810229206196
2025-03-01,17,1,5,1200.0,28602.20609285028,-0.47900001111111107,-0.47900001111111107,29177.006106183613
2025-03-01,17,1,5,1800.0,28314.806086183613,-0.47900001111111107,-0.47900001111111107,29177.006106183613
