month,weekday,soc,relative_future_cost
2,4,3300.0,1287.2000299999956
2,4,3450.0,1215.516694999994
2,4,3600.0,1143.833359999994
2,4,3750.0,1072.150024999994
2,4,3900.0,1000.4666899999938
2,4,4050.0,928.783354999995
2,4,4200.0,857.2333533333285
2,4,4350.0,785.6833516666616
2,4,4500.0,714.1333499999951
2,4,4650.0,642.5833483333286
2,4,4800.0,571.0333466666657
2,4,4950.0,499.6166783333324
2,4,5100.0,428.2000099999991
2,4,5250.0,356.7833416666658
2,4,5400.0,285.3666733333325
2,4,5550.0,213.95000499999924
2,4,5700.0,142.63333666666495
2,4,5850.0,71.31666833333156
2,4,6000.0,-1.3642420526593924e-12
2,4,6150.0,-71.31666833333475
2,4,6300.0,-142.6333366666663
2,4,6450.0,-213.8333383333329
2,4,6600.0,-285.0333399999995
2,4,6750.0,-356.2333416666661
2,4,6900.0,-427.4333433333327
2,4,7050.0,-498.6333449999993
2,4,7200.0,-569.8166800000026
2,4,7350.0,-641.0000150000023
2,4,7500.0,-712.1833500000025
2,4,7650.0,-783.3666850000027
2,4,7800.0,-854.5500199999992
2,4,7950.0,-925.7000216666656
2,4,8100.0,-996.8500233333325
2,4,8250.0,-1068.000024999999
2,4,8400.0,-1139.1500266666658
2,4,8550.0,-1210.3000283333322
2,4,8700.0,-1281.1000299999996
2,4,8850.0,-1351.900031666667
2,4,9000.0,-1422.7000333333335
2,4,9150.0,-1493.500035
2,4,9300.0,-1564.3000366666647
2,4,9450.0,-1635.050038333332
2,4,9600.0,-1705.8000399999983
2,4,9750.0,-1776.5500416666655
2,4,9900.0,-1847.3000433333318
2,4,10050.0,-1918.0500449999981
2,4,10200.0,-1979.933380000005
2,4,10350.0,-2041.8167150000045
2,4,10500.0,-2103.700050000005
2,4,10650.0,-2165.5833850000045
2,4,10800.0,-2227.466720000005
2,3,1200.0,2292.35005333335
2,3,1350.0,2220.5000516666832
2,3,1500.0,2148.6500500000166
2,3,1650.0,2076.80004833335
2,3,1800.0,2004.9500466666836
2,3,1950.0,1933.100045000017
2,3,2100.0,1861.2500433333503
2,3,2250.0,1789.4000416666836
2,3,2400.0,1717.550040000017
2,3,2550.0,1645.7000383333502
2,3,2700.0,1574.000036666666
2,3,2850.0,1502.3000349999993
2,3,3000.0,1430.6000333333325
2,3,3150.0,1358.9000316666659
2,3,3300.0,1287.2000299999993
2,3,3450.0,1215.5166949999975
2,3,3600.0,1143.8333599999976
2,3,3750.0,1072.1500249999976
2,3,3900.0,1000.4666899999975
2,3,4050.0,928.7833549999975
2,3,4200.0,857.2333533333249
2,3,4350.0,785.6833516666579
2,3,4500.0,714.1333499999914
2,3,4650.0,642.5833483333249
2,3,4800.0,571.0333466666766
2,3,4950.0,499.6166783333433
2,3,5100.0,428.20001000001
2,3,5250.0,356.78334166667673
2,3,5400.0,285.36667333334344
2,3,5550.0,213.95000500001015
2,3,5700.0,142.63333666666495
2,3,5850.0,71.31666833333156
2,3,6000.0,-1.3642420526593924e-12
2,3,6150.0,-71.31666833333475
2,3,6300.0,-142.63333666666813
2,3,6450.0,-213.83333833334382
2,3,6600.0,-285.0333400000104
2,3,6750.0,-356.233341666677
2,3,6900.0,-427.4333433333436
2,3,7050.0,-498.63334500000246
2,3,7200.0,-569.8166800000026
2,3,7350.0,-641.0000150000023
2,3,7500.0,-712.1833500000025
2,3,7650.0,-783.3666850000027
2,3,7800.0,-854.5500200000024
2,3,7950.0,-925.7000216666729
2,3,8100.0,-996.8500233333398
2,3,8250.0,-1068.0000250000062
2,3,8400.0,-1139.150026666673
2,3,8550.0,-1210.3000283333372
2,3,8700.0,-1281.1000300000032
2,3,8850.0,-1351.9000316666707
2,3,9000.0,-1422.7000333333372
2,3,9150.0,-1493.5000350000037
2,3,9300.0,-1564.3000366666702
2,3,9450.0,-1635.0500383333429
2,3,9600.0,-1705.8000400000092
2,3,9750.0,-1776.5500416666764
2,3,9900.0,-1847.3000433333427
2,3,10050.0,-1918.0500450000081
2,3,10200.0,-1979.9333800000086
2,3,10350.0,-2041.8167150000081
2,3,10500.0,-2103.7000500000086
2,3,10650.0,-2165.583385000008
2,3,10800.0,-2227.4667200000085
2,2,1200.0,2292.35005333335
2,2,1350.0,2220.5000516666832
2,2,1500.0,2148.6500500000166
2,2,1650.0,2076.80004833335
2,2,1800.0,2004.9500466666836
2,2,1950.0,1933.100045000017
2,2,2100.0,1861.2500433333503
2,2,2250.0,1789.4000416666836
2,2,2400.0,1717.550040000017
2,2,2550.0,1645.7000383333502
2,2,2700.0,1574.0000366666804
2,2,2850.0,1502.3000350000138
2,2,3000.0,1430.600033333347
2,2,3150.0,1358.9000316666804
2,2,3300.0,1287.2000300000138
2,2,3450.0,1215.516695000012
2,2,3600.0,1143.8333600000121
2,2,3750.0,1072.1500250000122
2,2,3900.0,1000.466690000012
2,2,4050.0,928.7833550000121
2,2,4200.0,857.2333533333394
2,2,4350.0,785.6833516666725
2,2,4500.0,714.133350000006
2,2,4650.0,642.5833483333395
2,2,4800.0,571.0333466666725
2,2,4950.0,499.61667833332876
2,2,5100.0,428.2000099999955
2,2,5250.0,356.7833416666622
2,2,5400.0,285.3666733333289
2,2,5550.0,213.95000499999833
2,2,5700.0,142.63333666666495
2,2,5850.0,71.31666833333156
2,2,6000.0,-1.3642420526593924e-12
2,2,6150.0,-71.31666833333475
2,2,6300.0,-142.63333666666813
2,2,6450.0,-213.83333833334382
2,2,6600.0,-285.0333400000104
2,2,6750.0,-356.233341666677
2,2,6900.0,-427.4333433333436
2,2,7050.0,-498.6333450000102
2,2,7200.0,-569.8166800000172
2,2,7350.0,-641.0000150000169
2,2,7500.0,-712.1833500000171
2,2,7650.0,-783.3666850000172
2,2,7800.0,-854.550020000017
2,2,7950.0,-925.7000216666875
2,2,8100.0,-996.8500233333543
2,2,8250.0,-1068.0000250000207
2,2,8400.0,-1139.1500266666876
2,2,8550.0,-1210.3000283333517
2,2,8700.0,-1281.1000300000178
2,2,8850.0,-1351.9000316666852
2,2,9000.0,-1422.7000333333517
2,2,9150.0,-1493.5000350000182
2,2,9300.0,-1564.3000366666847
2,2,9450.0,-1635.0500383333574
2,2,9600.0,-1705.8000400000237
2,2,9750.0,-1776.550041666691
2,2,9900.0,-1847.3000433333573
2,2,10050.0,-1918.0500450000227
2,2,10200.0,-1979.9333800000231
2,2,10350.0,-2041.8167150000227
2,2,10500.0,-2103.700050000023
2,2,10650.0,-2165.5833850000226
2,2,10800.0,-2227.4667200000194
2,1,1200.0,2292.35005333335
2,1,1350.0,2220.5000516666832
2,1,1500.0,2148.6500500000166
2,1,1650.0,2076.80004833335
2,1,1800.0,2004.9500466666836
2,1,1950.0,1933.100045000017
2,1,2100.0,1861.2500433333503
2,1,2250.0,1789.4000416666836
2,1,2400.0,1717.550040000017
2,1,2550.0,1645.7000383333502
2,1,2700.0,1574.0000366666732
2,1,2850.0,1502.3000350000066
2,1,3000.0,1430.6000333333398
2,1,3150.0,1358.9000316666732
2,1,3300.0,1287.200030000012
2,1,3450.0,1215.516695000012
2,1,3600.0,1143.8333600000121
2,1,3750.0,1072.1500250000122
2,1,3900.0,1000.466690000012
2,1,4050.0,928.7833550000121
2,1,4200.0,857.2333533333394
2,1,4350.0,785.6833516666725
2,1,4500.0,714.133350000006
2,1,4650.0,642.5833483333395
2,1,4800.0,571.0333466666725
2,1,4950.0,499.61667833332876
2,1,5100.0,428.2000099999955
2,1,5250.0,356.7833416666622
2,1,5400.0,285.3666733333289
2,1,5550.0,213.95000499999833
2,1,5700.0,142.63333666666495
2,1,5850.0,71.31666833333156
2,1,6000.0,-1.3642420526593924e-12
2,1,6150.0,-71.31666833333475
2,1,6300.0,-142.63333666666813
2,1,6450.0,-213.83333833334382
2,1,6600.0,-285.0333400000104
2,1,6750.0,-356.233341666677
2,1,6900.0,-427.4333433333436
2,1,7050.0,-498.63334500000246
2,1,7200.0,-569.8166800000026
2,1,7350.0,-641.0000150000023
2,1,7500.0,-712.1833500000025
2,1,7650.0,-783.3666850000027
2,1,7800.0,-854.5500200000024
2,1,7950.0,-925.7000216666875
2,1,8100.0,-996.8500233333543
2,1,8250.0,-1068.0000250000207
2,1,8400.0,-1139.1500266666876
2,1,8550.0,-1210.3000283333445
2,1,8700.0,-1281.1000300000105
2,1,8850.0,-1351.900031666678
2,1,9000.0,-1422.7000333333444
2,1,9150.0,-1493.500035000011
2,1,9300.0,-1564.3000366666774
2,1,9450.0,-1635.0500383333501
2,1,9600.0,-1705.8000400000165
2,1,9750.0,-1776.5500416666837
2,1,9900.0,-1847.30004333335
2,1,10050.0,-1918.0500450000154
2,1,10200.0,-1979.9333800000159
2,1,10350.0,-2041.8167150000154
2,1,10500.0,-2103.700050000016
2,1,10650.0,-2165.5833850000154
2,1,10800.0,-2227.466720000016
2,0,1200.0,2292.350053333357
2,0,1350.0,2220.5000516666905
2,0,1500.0,2148.650050000024
2,0,1650.0,2076.800048333357
2,0,1800.0,2004.950046666691
2,0,1950.0,1933.1000450000242
2,0,2100.0,1861.2500433333576
2,0,2250.0,1789.4000416666909
2,0,2400.0,1717.5500400000242
2,0,2550.0,1645.7000383333575
2,0,2700.0,1574.0000366666804
2,0,2850.0,1502.3000350000138
2,0,3000.0,1430.600033333347
2,0,3150.0,1358.9000316666804
2,0,3300.0,1287.2000300000138
2,0,3450.0,1215.5166950000048
2,0,3600.0,1143.8333600000049
2,0,3750.0,1072.150025000005
2,0,3900.0,1000.4666900000047
2,0,4050.0,928.7833550000132
2,0,4200.0,857.2333533333467
2,0,4350.0,785.6833516666798
2,0,4500.0,714.1333500000133
2,0,4650.0,642.5833483333467
2,0,4800.0,571.0333466666798
2,0,4950.0,499.6166783333433
2,0,5100.0,428.20001000001
2,0,5250.0,356.78334166667673
2,0,5400.0,285.36667333334344
2,0,5550.0,213.95000500001015
2,0,5700.0,142.63333666666495
2,0,5850.0,71.31666833333156
2,0,6000.0,-1.3642420526593924e-12
2,0,6150.0,-71.31666833333475
2,0,6300.0,-142.63333666666813
2,0,6450.0,-213.83333833334382
2,0,6600.0,-285.0333400000104
2,0,6750.0,-356.233341666677
2,0,6900.0,-427.4333433333436
2,0,7050.0,-498.63334500000246
2,0,7200.0,-569.8166800000026
2,0,7350.0,-641.0000150000023
2,0,7500.0,-712.1833500000025
2,0,7650.0,-783.3666850000027
2,0,7800.0,-854.5500200000024
2,0,7950.0,-925.7000216666729
2,0,8100.0,-996.8500233333398
2,0,8250.0,-1068.0000250000062
