date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,final_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error,soc_min,soc_max
2025-02-01,23358.627225,0.000000,-745.005364,0.000000,22613.621860,22081.160227,44391.852666,41908.465122,0.000000,0.000000,2483.387544,20632.207587,15550.510116,2448.591717,1520.654818,2811.297073,0.000000,0.000000,1520.654818,10800.000000
2025-02-02,56105.189067,0.000000,-1519.284996,510.497312,55096.401383,55271.801766,88670.022440,84145.587871,75.568833,0.000000,4524.434569,21956.988056,18167.800536,2075.691234,2811.297073,2386.141284,0.000000,0.000000,1200.000000,10800.000000
2025-02-03,57062.893557,472.004998,-1589.078773,0.000000,55945.819782,56088.270782,90283.310720,85686.341929,0.000000,258.305589,4855.274380,22215.619813,18305.412375,1559.217991,2386.141284,2040.852032,0.000000,0.000000,1490.399971,10800.000000
2025-02-04,59786.062433,0.000000,-2280.940111,20.619620,57525.741941,57563.060990,93649.060337,87461.166304,4.402139,0.000000,6187.894033,23693.172291,19272.881969,1850.414172,2040.852032,1950.393795,0.000000,0.000000,1589.025906,10800.000000
2025-02-05,54962.138466,500.036402,-516.654298,0.000000,54945.520571,55022.016015,87000.479063,86351.124333,0.000000,673.141289,1322.496020,23301.712130,19041.263501,1342.248721,1950.393795,1764.975266,0.000000,0.000000,1286.381726,10800.000000
2025-02-06,59350.755975,0.000000,-2662.149282,80.968754,56769.575446,56755.502419,93388.649441,86159.807777,14.108503,0.000000,7228.841664,23684.375607,19153.643591,1372.127048,1764.975266,1799.087099,0.000000,0.000000,1470.399601,10800.000000
2025-02-07,22934.730507,0.000000,-396.058947,0.000000,22538.671559,22605.941816,44080.471425,42596.746135,0.000000,0.000000,1483.725290,19263.807154,15750.435499,7277.694814,1799.087099,1636.029650,0.000000,0.000000,1278.330598,10800.000000
2025-02-08,19046.692026,810.681460,0.000000,242.355124,20099.728610,20046.517187,36996.318886,37517.577131,39.645857,521.258245,0.000000,19060.829861,15323.190171,2242.420581,1636.029650,1765.009669,0.000000,0.000000,1200.000000,10800.000000
2025-02-09,54891.004789,1062.081767,-728.763722,0.000000,55224.322834,55273.521607,87056.077625,85960.135394,0.000000,876.952236,1972.894467,22324.722263,18190.353355,2270.350520,1765.009669,1645.755977,0.000000,0.000000,1325.842862,10800.000000
2025-02-10,52181.496690,0.000000,-1283.342546,0.000000,50898.154144,50957.598728,83415.782139,79739.419187,0.000000,0.000000,3676.362952,22770.768994,18574.002693,1216.015303,1645.755977,1501.667302,0.000000,0.000000,1230.156144,10800.000000
2025-02-11,53016.392711,0.000000,-1575.667864,1493.020725,52933.745572,52872.575255,84465.384544,80420.413084,304.746862,0.000000,4044.971460,23826.889145,19166.335670,844.009338,1501.667302,1649.939010,0.000000,0.000000,1200.000000,10800.000000
2025-02-12,52671.942964,491.954475,-1516.428957,1936.857399,53584.325882,53663.225772,84021.330893,80163.530762,378.012503,254.813800,4112.613932,23650.517941,19329.041565,953.330757,1649.939010,1458.692306,0.000000,0.000000,1200.000000,10800.000000
2025-02-13,49128.057487,13.795295,-899.932371,79.975115,48321.895525,48286.281761,79530.563089,76955.749742,18.261243,12.608913,2587.422260,22746.178205,18346.712053,1245.065815,1458.692306,1545.017077,0.000000,0.000000,1209.658436,10800.000000
2025-02-14,18616.412591,568.241435,0.000000,876.690983,20061.345008,20098.775149,36334.432228,36790.748822,143.515510,456.316594,0.000000,18527.342963,15088.802565,3693.922117,1545.017077,1454.289561,0.000000,0.000000,1200.000000,10800.000000
2025-02-15,18759.500071,358.351095,-78.096068,0.000000,19039.755098,19075.278607,35942.284039,35964.343949,0.000000,227.612788,205.552877,18195.950274,14816.215121,3304.517697,1454.289561,1368.183562,0.000000,0.000000,1221.648590,10800.000000
2025-02-16,52220.517773,3024.471440,-1909.029205,765.094095,54101.054105,54003.421750,83929.723186,80095.541713,158.269258,1570.759458,5404.940931,22504.556939,18015.703759,387.578690,1368.183562,1604.836186,0.000000,0.000000,1200.000000,10800.000000
2025-02-17,51750.847344,880.221946,-2946.154774,1572.030789,51256.945304,51370.542454,83686.685033,75179.326032,237.112128,455.687030,8963.046032,21485.772145,17651.290389,398.093237,1604.836186,1329.486240,0.000000,0.000000,1200.000000,10800.000000
2025-02-18,46125.160180,2951.254243,0.000000,0.000000,49076.414423,48981.864848,74534.790434,76814.907444,0.000000,2280.117010,0.000000,21224.611995,16985.673514,484.581180,1329.486240,1558.666464,0.000000,0.000000,1250.612487,10800.000000
2025-02-19,46212.659137,2707.179786,-4.591717,1543.075931,50458.323137,50606.292979,74521.381208,77320.502422,304.274686,2818.636992,19.515778,23129.350423,19057.573660,673.672962,1558.666464,1200.000000,0.000000,0.000000,1200.000000,10800.000000
2025-02-20,47659.316779,1090.789762,-399.568459,1054.980720,49405.518801,49383.200744,77521.779485,77326.701954,182.894829,930.523948,1125.601478,22210.545912,17941.854803,2247.771942,1200.000000,1254.097095,0.000000,0.000000,1200.000000,10800.000000
2025-02-21,17218.753447,1318.297038,0.000000,0.000000,18537.050484,18451.369197,33772.819788,34666.488595,0.000000,893.668807,0.000000,17760.389614,14198.999770,5544.836717,1254.097095,1461.781337,0.000000,0.000000,1254.097095,10800.000000
2025-02-22,17299.778383,2461.611940,-39.744170,0.000000,19721.646152,19399.560729,33380.796680,35019.688706,0.000000,1746.316648,107.424623,17253.090106,13272.365785,3194.201502,1461.781337,2242.489338,0.000000,0.000000,1220.988179,10800.000000
2025-02-23,46420.303864,2117.386070,-698.614913,557.219136,48396.294158,48808.007760,75189.335931,74643.619018,117.548286,1369.225835,1914.942748,21421.386906,18249.486653,57.413368,2242.489338,1244.530161,0.000000,0.000000,1200.000000,10607.870197
2025-02-24,45124.021797,1571.814731,-116.574559,192.363845,46771.625814,46533.584258,72363.698602,73252.163067,42.488564,1163.425351,274.960886,21739.110861,17089.386342,441.893495,1244.530161,1821.522889,0.000000,0.000000,1244.530161,10800.000000
2025-02-25,45539.113411,658.173121,-1235.268909,831.999149,45794.016772,46049.302788,73726.053050,69824.264885,201.949782,386.283275,4288.071439,20016.516901,16770.291355,958.665887,1821.522889,1202.731040,0.000000,0.000000,1200.000000,10800.000000
2025-02-26,41736.166218,5299.882061,0.000000,376.244419,47412.292698,47240.537273,68222.641263,73778.547206,78.561229,5555.905942,0.000000,22823.111957,18112.032039,331.180484,1202.731040,1619.051757,0.000000,0.000000,1200.000000,10800.000000
2025-02-27,42324.785571,1610.763958,0.000000,5701.233654,49636.783183,49732.716430,68642.312570,70345.664901,898.198692,1703.352331,0.000000,22359.155089,18320.196341,248.320644,1619.051757,1386.517626,0.000000,0.000000,1200.000000,10800.000000
2025-02-28,16737.757581,713.864722,-75.785367,606.576326,17982.413262,17989.536245,32438.306853,32904.608252,134.163427,641.038851,174.737452,16725.757777,13563.402761,6583.823113,1386.517626,1369.252113,0.000000,0.000000,1200.000000,10800.000000
2025-03-01,17339.891776,56.854280,-198.103788,1204.571720,18403.213987,18401.618784,33497.211334,33050.798522,227.693960,33.408073,479.820885,16595.768870,13439.092809,6463.050488,1369.252113,1373.118753,0.000000,0.000000,1200.000000,10800.000000
2025-03-02,47751.500808,2758.584465,-490.347279,0.000000,50019.737994,49787.391351,77287.997506,77914.275150,0.000000,1876.829526,1250.551881,23299.826321,18365.989455,622.131217,1373.118753,1936.307492,0.000000,0.000000,1373.118753,10800.000000
