date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error
2025-08-15,24158.1958783669,406.1862621108,-1173.5738272112,2510.0848602980,25900.8931735646,26120.0426930835,40152.9097858886,475.9006391744,247.4775187417,2380.0112794930,13227.1024709106,11192.0330197794,19301.4803298472,1731.2000203798,1200.0000000000,0.0000000000,0.0000000000
2025-08-16,25453.5795269730,274.6107359240,-1515.6839339040,2942.7730494295,27155.2793784225,27096.4271062277,41692.3702841209,483.9244530805,194.2109964828,3303.8510220174,13255.9731543806,10608.9505888004,19490.3517794200,1200.0000000000,1342.6529624976,0.0000000000,0.0000000000
2025-08-17,46568.4035874689,1041.6790976983,-1039.1179320050,711.9021711820,47282.8669243442,47186.4104684701,73714.1840605716,104.0175933159,737.5342891764,4008.5564141558,19205.8563816695,15346.3215596504,3522.2510902223,1342.6529624976,1576.4553063885,0.0000000000,0.0000000000
2025-08-18,45330.0202781863,958.3684217494,-824.1943021723,2306.9434032777,47771.1378010411,47818.3346877144,70373.3842999756,375.6243194965,762.5497448968,2094.9381050057,20475.3633788970,16688.0054955528,1235.1467593523,1576.4553063885,1462.0540190038,0.0000000000,0.0000000000
2025-08-19,44781.9027495118,818.7177845924,-509.3812508063,1817.5358253529,46908.7751086508,46950.1631649140,69458.9783868070,321.6420489460,646.1325482615,1422.1506145832,18562.8019548835,15126.1586369788,1250.2990015267,1462.0540190038,1361.7328484225,0.0000000000,0.0000000000
2025-08-20,48893.9528472084,4876.3973654852,-1491.9573653281,79.0767976045,52357.4696449699,52048.6008019181,78309.7831951963,11.7155677035,2943.8120054678,5498.1577830791,20946.5745094636,16292.9204432338,462.8078523921,1361.7328484225,2110.4049700134,0.0000000000,0.0000000000
2025-08-21,46513.2466604550,573.2751870686,-1529.2095408936,3349.0255063179,48906.3378129479,49281.9304411323,73082.2080067432,540.4130069159,453.8832115828,5224.2031104800,17256.1927129147,14796.8805704729,548.5704889867,2110.4049700134,1200.0000000000,0.0000000000,0.0000000000
2025-08-22,23666.1948857587,898.3039740885,-369.7798049610,1661.0594925086,25855.7785473949,25766.1357953322,39741.1907548673,351.3882305794,599.3847974065,812.0628893157,13667.6255708117,10875.2188637963,15856.9247865221,1200.0000000000,1417.2864984013,0.0000000000,0.0000000000
2025-08-23,22615.2060818493,1312.4056898569,-71.8039116465,0.0000000000,23855.8078600597,23914.6418976377,38745.9759386065,0.0000000000,923.0559077883,150.8423656335,13377.8308637269,10964.3908866055,14574.7433536399,1417.2864984013,1274.6777350827,0.0000000000,0.0000000000
2025-08-24,45361.8825922796,885.8965675072,-305.8960474860,0.0000000000,45941.8831123008,45874.9095969320,69453.0007262201,0.0000000000,689.2252415426,758.8507788797,20410.0495765536,16386.0358008306,1625.7719298268,1274.6777350827,1437.0159086136,0.0000000000,0.0000000000
2025-08-25,57625.6649698998,833.9245459123,-5092.3478742841,304.6387629922,53671.8804045203,53729.6780282877,90826.6192759396,44.7240476987,476.1382105293,16218.9008994750,19888.9881426334,16236.1673205306,702.6727959232,1437.0159086136,1296.9193252829,0.0000000000,0.0000000000
2025-08-26,45665.5188812702,1863.6061614941,-171.3711624775,0.0000000000,47357.7538802868,47071.8207149974,69881.6982806508,0.0000000000,2009.1405457624,360.8848309897,20535.0448330566,16009.6161454130,1475.7069244466,1296.9193252829,1989.9972912417,0.0000000000,0.0000000000
2025-08-27,45361.0331256215,5128.1652609681,-548.8478461908,2345.9412564918,52286.2917968907,52608.5904661336,70374.5491831645,402.7661690052,5480.7880803418,1604.1354959792,19311.5600407476,16345.4660356090,3773.7250647271,1989.9972912417,1208.7723994600,0.0000000000,0.0000000000
2025-08-28,44389.1200822028,6002.2724486752,-184.8079430261,962.8279701585,51169.4125580104,51124.2374070891,69802.1372190418,194.4381738691,6182.9898170970,388.7931657843,21601.7797487509,17398.8909036623,820.0882158016,1208.7723994600,1318.2731692666,0.0000000000,0.0000000000
