date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,final_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error,soc_min,soc_max
2025-02-01,25232.627087,0.000000,-758.177472,0.000000,24474.449614,22314.721887,48814.659750,46302.403605,0.000000,0.000000,2512.256144,24967.434929,15512.123614,2468.916357,1520.654818,6755.653350,0.000000,0.000000,1520.654818,10800.000000
2025-02-02,57242.960972,0.000000,-1516.635095,479.225248,56205.551124,55385.240076,91431.512982,86911.859652,71.086026,0.000000,4519.653330,24638.715820,18167.831268,2155.783176,6755.653350,8744.018401,0.000000,0.000000,1200.000000,10800.000000
2025-02-03,57261.905744,470.922222,-1589.225588,0.000000,56143.602378,56103.278789,90900.498787,86301.862088,0.000000,257.251793,4855.888492,22690.379691,18291.240658,1685.806555,8744.018401,8841.759392,0.000000,0.000000,1490.374499,10800.000000
2025-02-04,59780.759436,0.000000,-2281.886208,20.619620,57519.492847,57505.265578,93798.797885,87609.089889,4.402139,0.000000,6189.707996,23733.965389,19193.474830,1878.137519,8841.759392,8876.245098,0.000000,0.000000,1586.575942,10800.000000
2025-02-05,54900.917819,500.036402,-502.314788,0.000000,54898.639433,54986.599242,87002.234937,86392.459391,0.000000,673.141289,1282.916835,23260.928214,19033.238320,1416.342514,8876.245098,8663.037912,0.000000,0.000000,1289.808283,10800.000000
2025-02-06,59298.719663,175.880340,-2662.773204,80.968754,56892.795552,56833.478715,93418.253376,86280.802682,14.108503,91.390970,7228.841664,23685.430299,19055.797417,1394.221086,8663.037912,8806.816940,0.000000,0.000000,1571.303360,10800.000000
2025-02-07,22730.929659,0.000000,-418.098839,0.000000,22312.830820,22493.386726,43758.340319,42181.438947,0.000000,0.000000,1576.901371,18879.359403,15686.168224,7182.568102,8806.816940,8369.164598,0.000000,0.000000,1317.810196,10800.000000
2025-02-08,18921.551354,810.400194,0.000000,242.355124,19974.306672,19994.425519,36854.316837,37375.148060,39.645857,520.831223,0.000000,18934.948414,15381.197970,2283.880756,8369.164598,8320.398204,0.000000,0.000000,1200.000000,10800.000000
2025-02-09,54945.781618,1061.418787,-728.488192,0.000000,55278.712213,55215.755855,87352.118801,86255.332109,0.000000,876.433412,1973.220104,22584.367058,18155.996488,2271.545572,8320.398204,8472.999125,0.000000,0.000000,1325.842862,10800.000000
2025-02-10,52132.660636,0.000000,-1284.899905,0.000000,50847.760731,50899.806000,83428.002197,79751.418014,0.000000,0.000000,3676.584183,22740.799310,18533.585464,1217.566584,8472.999125,8346.845767,0.000000,0.000000,1241.091105,10800.000000
