day,generation,best,mean
2025-02-10,40,58947.6394301340,62473.4261655055
2025-02-10,41,58947.6394301340,62188.1947085020
2025-02-10,42,58947.6394301340,62508.0754574130
2025-02-10,43,58947.6394301340,62313.4933651182
2025-02-10,44,58810.9294511325,62294.4949094662
2025-02-10,45,58675.3726572623,61966.9373919238
2025-02-10,46,58574.8613279246,62410.6523704544
2025-02-10,47,58574.8613279246,62389.9442548654
2025-02-10,48,58574.8613279246,61778.6178174145
2025-02-10,49,58343.4040192311,61473.5522604122
2025-02-10,50,58343.4040192311,61807.0231780801
2025-02-10,51,58343.4040192311,61905.1450696651
2025-02-10,52,58343.4040192311,62149.8737778106
2025-02-10,53,58343.4040192311,62878.0615689055
2025-02-10,54,58343.4040192311,62332.8509968599
2025-02-10,55,58343.4040192311,62332.9013521267
2025-02-10,56,58343.4040192311,61917.4974209305
2025-02-10,57,58316.1691613720,61908.4145299037
2025-02-10,58,58316.1691613720,61770.6425338156
2025-02-10,59,58316.1691613720,61371.0064557629
2025-02-10,60,58316.1691613720,60932.0028953682
2025-02-10,61,58316.1691613720,61718.5010261669
2025-02-10,62,58316.1691613720,62000.3877721950
2025-02-10,63,58144.5015374730,62490.3828583492
2025-02-10,64,58144.5015374730,62098.0503682783
2025-02-10,65,57889.6154301346,61691.1455593735
2025-02-10,66,57889.6154301346,61868.3051740534
2025-02-10,67,57889.6154301346,61901.0234711371
2025-02-10,68,57889.6154301346,61617.3892991226
2025-02-10,69,57760.8033840936,61369.0522790537
2025-02-10,70,57760.8033840936,61132.5049063534
2025-02-10,71,57548.9178563573,61137.8381155086
2025-02-10,72,57548.9178563573,61050.0969625227
2025-02-10,73,57548.9178563573,61535.6591864642
2025-02-10,74,57548.9178563573,61535.1700214924
2025-02-10,75,57548.9178563573,60830.7518562715
2025-02-10,76,57548.9178563573,60912.1120308518
2025-02-10,77,57548.9178563573,61004.1480468748
2025-02-10,78,57548.9178563573,61103.4475582608
2025-02-10,79,57548.9178563573,61132.1450163810
2025-02-10,80,57548.9178563573,60610.8883809426
2025-02-10,81,57548.9178563573,61076.2197936081
2025-02-10,82,57548.9178563573,61005.0532589084
2025-02-10,83,57548.9178563573,60902.4547111935
2025-02-10,84,57548.9178563573,61546.7102870972
2025-02-10,85,57548.9178563573,61203.3025849683
2025-02-10,86,57548.9178563573,60716.9696204967
2025-02-10,87,57548.9178563573,61081.0267935252
2025-02-10,88,57548.9178563573,61319.6566280885
2025-02-10,89,57548.9178563573,60681.6083407504
2025-02-10,90,57548.9178563573,60677.9518669268
2025-02-10,91,57548.9178563573,61227.8620234951
2025-02-10,92,57548.9178563573,61253.8200935302
2025-02-10,93,57548.9178563573,61480.7247516546
2025-02-10,94,57548.9178563573,61600.9542571772
2025-02-10,95,57548.9178563573,61174.9644020879
2025-02-10,96,57548.9178563573,61283.0461345213
2025-02-10,97,57548.9178563573,61617.3385253377
2025-02-10,98,57548.9178563573,61707.0196263910
2025-02-10,99,57548.9178563573,61153.4632115634
2025-02-10,100,57548.9178563573,60600.5043024536
2025-02-10,101,57548.9178563573,61160.9586216296
2025-02-10,102,57548.9178563573,61366.4173749038
2025-02-10,103,57548.9178563573,61644.3772058652
2025-02-10,104,57530.3254111134,61087.1766928751
2025-02-10,105,57530.3254111134,60704.0545905580
2025-02-10,106,57530.3254111134,60166.4199956612
2025-02-10,107,57530.3254111134,61593.1474122541
2025-02-10,108,57530.3254111134,60678.0333431784
2025-02-10,109,57530.3254111134,61138.2515208441
2025-02-10,110,57530.3254111134,61622.3660682295
2025-02-10,111,57530.3254111134,61831.5257579046
2025-02-10,112,57492.4137092864,61367.1111432824
2025-02-10,113,57492.4137092864,61045.1673068808
2025-02-10,114,57492.4137092864,60828.9567043278
2025-02-10,115,57492.4137092864,60943.0630386172
2025-02-10,116,57492.4137092864,61397.4051283860
2025-02-10,117,57492.4137092864,61150.4714662248
2025-02-10,118,57492.4137092864,60784.2927024998
2025-02-10,119,57492.4137092864,60953.3334238481
2025-03-18,0,89711.7024331389,98078.7118589468
2025-03-18,1,85917.3550312768,94452.1206400833
2025-03-18,2,82096.6282952984,92239.7531691560
2025-03-18,3,82096.6282952984,90936.4234745550
2025-03-18,4,79805.3461536200,89199.3352500153
2025-03-18,5,78903.0844384928,86925.3948568984
2025-03-18,6,78535.0132786803,84522.1902108623
2025-03-18,7,77464.0752577703,82598.8670101540
2025-03-18,8,75340.2129133041,81380.2055354912
2025-03-18,9,72221.4386255117,79517.2381228734
2025-03-18,10,72221.4386255117,78626.7391815954
2025-03-18,11,69329.8546428047,76969.0149242273
2025-03-18,12,69007.8647429355,75757.3912585267
2025-03-18,13,68735.0645102600,74001.7888358749
2025-03-18,14,65554.9968555544,72614.9855964101
2025-03-18,15,65044.2884570144,70743.6767988740
2025-03-18,16,62819.6592502438,69792.0311465216
2025-03-18,17,61082.6517162926,68312.0061479227
2025-03-18,18,61053.0099038420,66704.0452384840
2025-03-18,19,61053.0099038420,65821.3629038385
2025-03-18,20,60920.9190697956,64408.9884198372
2025-03-18,21,58591.2612969635,63838.2380890280
2025-03-18,22,58591.2612969635,63419.5217032027
2025-03-18,23,58591.2612969635,63125.2533897220
2025-03-18,24,58591.2612969635,62610.1745174930
2025-03-18,25,58475.0374333964,61608.2793963828
2025-03-18,26,57631.2862135205,60771.4936123553
2025-03-18,27,56802.0127048408,60819.9322679028
2025-03-18,28,55140.8924269892,60385.0013215732
2025-03-18,29,55140.8924269892,59985.1653921234
2025-03-18,30,55140.8924269892,59552.8800124244
2025-03-18,31,53022.4035964501,59570.4661884914
2025-03-18,32,53022.4035964501,58594.9518277426
2025-03-18,33,53022.4035964501,58705.2053904034
2025-03-18,34,53022.4035964501,58085.2516872621
2025-03-18,35,53022.4035964501,57626.4379689643
2025-03-18,36,53022.4035964501,57942.2487006980
2025-03-18,37,53022.4035964501,57863.8227938399
2025-03-18,38,53022.4035964501,57153.9735925822
2025-03-18,39,52790.0989719694,57652.5868898420
2025-03-18,40,52162.0920155911,57031.0569167804
2025-03-18,41,52162.0920155911,56972.8847818096
2025-03-18,42,52162.0920155911,56666.7822405048
2025-03-18,43,52162.0920155911,56830.9761590263
2025-03-18,44,51831.8935773926,56373.7678947347
2025-03-18,45,51584.5834388933,56354.4899837468
2025-03-18,46,50570.5192718443,55939.0693698854
2025-03-18,47,50570.5192718443,55400.7541752120
2025-03-18,48,50570.5192718443,55080.9237726766
2025-03-18,49,50570.5192718443,55244.7137705548
2025-03-18,50,50570.5192718443,55119.2915852418
2025-03-18,51,50570.5192718443,54912.2566762325
2025-03-18,52,50570.5192718443,54142.7043801713
2025-03-18,53,50570.5192718443,54430.5684231349
2025-03-18,54,50570.5192718443,54117.6158572364
2025-03-18,55,50570.5192718443,54136.6853285234
2025-03-18,56,50570.5192718443,53861.3601617685
2025-03-18,57,49775.3891533167,53967.6651722294
2025-03-18,58,49775.3891533167,53713.2919213926
2025-03-18,59,49775.3891533167,53793.3488192869
2025-03-18,60,49775.3891533167,53548.3417301756
2025-03-18,61,49775.3891533167,53109.5731303138
2025-03-18,62,49775.3891533167,53107.4326046437
2025-03-18,63,49775.3891533167,53112.9868248644
2025-03-18,64,49775.3891533167,53204.8579511394
2025-03-18,65,49775.3891533167,53087.9128552061
2025-03-18,66,49775.3891533167,53258.5306865622
2025-03-18,67,49775.3891533167,53487.2418263462
2025-03-18,68,49775.3891533167,53183.5998807030
2025-03-18,69,49775.3891533167,53437.4979043662
2025-03-18,70,49775.3891533167,53166.7809861057
2025-03-18,71,49775.3891533167,53093.2822114879
2025-03-18,72,49775.3891533167,53321.7488264491
2025-03-18,73,49775.3891533167,53472.2297533144
2025-03-18,74,49775.3891533167,53234.4500472855
2025-03-18,75,49775.3891533167,52777.8818577042
2025-03-18,76,49775.3891533167,52943.8349310248
2025-03-18,77,49555.7205313698,52735.6324565695
2025-03-18,78,49555.7205313698,52662.8837369876
2025-03-18,79,49555.7205313698,52366.0707498241
2025-03-18,80,49555.7205313698,52297.8197865108
2025-03-18,81,49555.7205313698,51922.7797832713
2025-03-18,82,49555.7205313698,51928.2948470042
2025-03-18,83,49547.6215979736,52459.7333529203
2025-03-18,84,49326.8378670853,51802.1570579600
2025-03-18,85,49326.8378670853,52046.7524757488
2025-03-18,86,49326.8378670853,52685.2504266832
2025-03-18,87,49326.8378670853,52595.3993084848
2025-03-18,88,49326.8378670853,52495.3427643969
2025-03-18,89,49326.8378670853,52700.2184050422
2025-03-18,90,49326.8378670853,52569.3368204068
2025-03-18,91,49326.8378670853,52557.6525769423
2025-03-18,92,49326.8378670853,52604.6608377313
2025-03-18,93,49326.8378670853,52878.5558213238
2025-03-18,94,49326.8378670853,52835.0745811106
2025-03-18,95,49326.8378670853,52896.9639491971
2025-03-18,96,49326.8378670853,52703.8174079004
2025-03-18,97,49326.8378670853,52983.9244968353
2025-03-18,98,49326.8378670853,53196.8818587258
2025-03-18,99,49326.8378670853,53149.5863080408
2025-03-18,100,49326.8378670853,53677.4480585439
2025-03-18,101,49326.8378670853,53633.7899763244
2025-03-18,102,49326.8378670853,53300.9266972493
2025-03-18,103,49326.8378670853,52549.5863089205
2025-03-18,104,49326.8378670853,52562.5561217548
2025-03-18,105,49326.8378670853,52715.5223447239
2025-03-18,106,49326.8378670853,52582.2675040458
2025-03-18,107,49326.8378670853,53094.4561936062
2025-03-18,108,49326.8378670853,52655.5712855851
2025-03-18,109,49326.8378670853,52735.0946450021
2025-03-18,110,49326.8378670853,52504.2440305779
2025-03-18,111,49326.8378670853,52510.0439543852
2025-03-18,112,49326.8378670853,52772.9230615728
2025-03-18,113,49326.8378670853,53053.7319330545
2025-03-18,114,49326.8378670853,52849.4678476272
2025-03-18,115,49326.8378670853,52845.7392178556
2025-03-18,116,49326.8378670853,53247.4166346124
2025-03-18,117,49326.8378670853,52741.7762252986
2025-03-18,118,49326.8378670853,52675.1723108939
2025-03-18,119,49321.9953287132,52974.7079080795
2025-04-23,0,77795.2120356411,85514.4494324056
2025-04-23,1,74083.3569591173,83142.4114200631
2025-04-23,2,74083.3569591173,80533.4087906761
2025-04-23,3,71852.2690436536,77974.4114205880
2025-04-23,4,71852.2690436536,76670.3192336556
2025-04-23,5,66731.3922363847,75057.6474828117
2025-04-23,6,66108.4303037323,72949.0340632930
2025-04-23,7,65753.8729222421,71681.7492588507
2025-04-23,8,63614.3203714482,70582.4363549412
2025-04-23,9,63573.6762160392,68627.0372937618
2025-04-23,10,63573.6762160392,67589.4941187214
2025-04-23,11,61251.3347234667,66398.6695682549
2025-04-23,12,60917.1074885364,65821.4410653430
2025-04-23,13,57481.5465727757,64675.2442760216
2025-04-23,14,56550.0067490809,63607.5193497187
2025-04-23,15,56487.8264168907,62344.8076107503
2025-04-23,16,55686.5949120402,61154.1325154671
2025-04-23,17,55686.5949120402,60509.3688616821
2025-04-23,18,55321.1998011635,59956.8160003642
2025-04-23,19,53814.5729026152,59434.7881732498
2025-04-23,20,52432.2535943069,58332.1982760090
2025-04-23,21,52432.2535943069,56948.3538261470
2025-04-23,22,52341.6488216292,55999.2803213829
2025-04-23,23,51233.5700123315,55749.5555789571
2025-04-23,24,51233.5700123315,54935.2749755126
2025-04-23,25,50858.2926698213,54545.8559872089
2025-04-23,26,50080.1237502252,54535.8074347195
2025-04-23,27,49982.7358330038,54366.9068474615
2025-04-23,28,49587.6429535805,53881.6755242140
2025-04-23,29,48973.5575278035,53336.3550840738
2025-04-23,30,48973.5575278035,53046.3457150564
2025-04-23,31,48743.2235786827,52783.1289736691
2025-04-23,32,48573.8594303028,51594.7614190603
2025-04-23,33,47609.5785465566,51418.2956022927
2025-04-23,34,47609.5785465566,51287.6268821289
2025-04-23,35,47609.5785465566,51233.1387188524
2025-04-23,36,47268.7804384921,51181.5462986872
2025-04-23,37,46835.1351666177,50973.2414105887
2025-04-23,38,46453.7256780913,50708.3941974176
2025-04-23,39,45754.9184942164,49971.9408958929
2025-04-23,40,44833.0406333213,49207.1600960765
2025-04-23,41,44833.0406333213,49500.3972853207
2025-04-23,42,44833.0406333213,49504.4891855424
2025-04-23,43,44833.0406333213,49161.8728678219
2025-04-23,44,44833.0406333213,49125.1004756098
2025-04-23,45,44833.0406333213,49661.2825414477
2025-04-23,46,44350.4335812377,49272.3708939461
2025-04-23,47,44350.4335812377,48645.6227286753
2025-04-23,48,44350.4335812377,48163.0024676213
2025-04-23,49,44251.3121692228,48331.2749970561
2025-04-23,50,44096.2968487300,48099.0942987087
2025-04-23,51,43629.7683244499,47770.6466096533
2025-04-23,52,43281.3075564551,47476.5091701005
2025-04-23,53,43281.3075564551,47527.6456813923
2025-04-23,54,43281.3075564551,47163.1506560915
2025-04-23,55,42892.1997364943,46937.4024582297
2025-04-23,56,42892.1997364943,46536.0912685483
2025-04-23,57,42892.1997364943,46275.6572364117
2025-04-23,58,42372.9054706138,46403.5511841267
2025-04-23,59,41746.2610448425,45992.4759173238
2025-04-23,60,41746.2610448425,46059.4220931517
2025-04-23,61,41746.2610448425,45402.7791885899
2025-04-23,62,41746.2610448425,45021.3355151107
2025-04-23,63,41746.2610448425,45700.8363575564
2025-04-23,64,41724.9882496560,45120.5927315692
2025-04-23,65,41724.9882496560,44895.4922584482
2025-04-23,66,41559.7428648479,44594.5562759644
2025-04-23,67,41431.0179176024,44689.9077265165
2025-04-23,68,41431.0179176024,44981.2224235723
2025-04-23,69,41431.0179176024,44874.5286317353
2025-04-23,70,41431.0179176024,44950.1292473596
2025-04-23,71,41403.2375767392,45342.2306373117
2025-04-23,72,41403.2375767392,45467.9181621915
2025-04-23,73,41403.2375767392,45324.4717450419
2025-04-23,74,41310.3509076208,45262.2923651332
2025-04-23,75,41310.3509076208,45233.3067750817
2025-04-23,76,41310.3509076208,45206.5428898170
2025-04-23,77,41310.3509076208,45243.0260424567
2025-04-23,78,41310.3509076208,45194.3331958477
2025-04-23,79,41160.4420983466,45077.8330651579
2025-04-23,80,39748.9113489108,45146.8439815146
2025-04-23,81,39748.9113489108,45334.3941886559
2025-04-23,82,39748.9113489108,45355.4298974438
2025-04-23,83,39748.9113489108,45343.8757259971
2025-04-23,84,39748.9113489108,44891.2276091221
2025-04-23,85,39748.9113489108,44947.6073416532
2025-04-23,86,39748.9113489108,44767.8079148142
2025-04-23,87,39748.9113489108,45244.0397054172
2025-04-23,88,39748.9113489108,44545.7621709732
2025-04-23,89,39258.0271818185,44221.2397972799
2025-04-23,90,39258.0271818185,43727.3981743225
2025-04-23,91,39258.0271818185,43669.4063581235
2025-04-23,92,39258.0271818185,43801.2119900791
2025-04-23,93,39258.0271818185,43728.7102694055
2025-04-23,94,39258.0271818185,43164.5929994418
2025-04-23,95,39258.0271818185,43302.0347122452
2025-04-23,96,39258.0271818185,42577.4022542670
2025-04-23,97,39258.0271818185,43084.1610100862
2025-04-23,98,39258.0271818185,42426.0819097519
2025-04-23,99,39258.0271818185,42386.5992874083
2025-04-23,100,39258.0271818185,42586.7526529512
2025-04-23,101,38288.6688767266,42974.8341238026
2025-04-23,102,38288.6688767266,43029.7843316514
2025-04-23,103,38288.6688767266,43124.1263377992
2025-04-23,104,38288.6688767266,42885.6925455335
2025-04-23,105,38288.6688767266,42585.0853200286
2025-04-23,106,38288.6688767266,42812.3281200075
2025-04-23,107,38288.6688767266,42608.6720543542
2025-04-23,108,38288.6688767266,43078.2644514490
2025-04-23,109,38288.6688767266,42958.3006740540
2025-04-23,110,38288.6688767266,42816.9428708220
2025-04-23,111,38288.6688767266,42616.4984908423
2025-04-23,112,38288.6688767266,43071.1024700880
2025-04-23,113,38288.6688767266,42703.9825692419
2025-04-23,114,38288.6688767266,42136.9981140512
2025-04-23,115,38288.6688767266,41927.0192781315
2025-04-23,116,38288.6688767266,41966.9980172012
2025-04-23,117,38288.6688767266,42202.4131493394
2025-04-23,118,38288.6688767266,42418.0239985480
2025-04-23,119,38288.6688767266,42547.4210851587
2025-05-29,0,78076.2593352711,88524.8918402499
2025-05-29,1,75933.0967821911,84725.1992363033
2025-05-29,2,75660.2391584814,82085.0092230920
2025-05-29,3,72831.6989031934,79482.9263361221
2025-05-29,4,72827.9532940153,78217.8153077282
2025-05-29,5,71777.1563441851,76667.5656843585
2025-05-29,6,69001.2585860488,75643.5615812797
2025-05-29,7,69001.2585860488,75080.2868366671
2025-05-29,8,68294.5182876660,73677.3351384669
2025-05-29,9,67136.9265495822,72360.0457040622
2025-05-29,10,66682.0447869947,71001.2484027652
2025-05-29,11,66009.7368248063,70136.9759189464
2025-05-29,12,64787.8037411274,69459.7870724340
2025-05-29,13,62791.1321192172,68470.0695815452
2025-05-29,14,62680.5858145599,67564.3483594823
2025-05-29,15,62544.2557671080,66218.2909107477
2025-05-29,16,61190.8829185940,65262.7207786363
2025-05-29,17,60758.5713070757,64306.8341193341
2025-05-29,18,59442.4289752260,63599.2815977258
2025-05-29,19,58589.7337088428,62906.3220846250
2025-05-29,20,57866.3314673262,62028.4964005701
2025-05-29,21,57866.3314673262,61727.8154810591
2025-05-29,22,57866.3314673262,61124.1886073122
2025-05-29,23,56075.6105938175,60129.6059769273
2025-05-29,24,54540.3199691647,59781.4962447161
2025-05-29,25,54500.8735525311,58981.8433024796
2025-05-29,26,54500.8735525311,58000.8952732442
2025-05-29,27,53338.2929961435,57785.4961839992
2025-05-29,28,53053.9319264713,57044.4678956401
2025-05-29,29,52706.8824175142,56800.1987694792
2025-05-29,30,52706.8824175142,56337.5058286990
2025-05-29,31,51899.5719525241,55967.7849562992
2025-05-29,32,51262.9824143794,55537.0017095113
2025-05-29,33,51179.7147769277,54916.8145344881
2025-05-29,34,51179.7147769277,54696.0231867634
2025-05-29,35,50506.5826128964,54171.1224058818
2025-05-29,36,49560.0254189988,54377.5853672278
2025-05-29,37,48358.5809489514,53642.5818973554
2025-05-29,38,47868.1234629065,53109.5195391089
2025-05-29,39,46572.0819065544,52608.2497449471
2025-05-29,40,46147.8750389459,52282.1154422491
2025-05-29,41,46147.8750389459,51443.8893425538
2025-05-29,42,46147.8750389459,51003.5094507587
2025-05-29,43,46147.8750389459,50798.3674266125
2025-05-29,44,46147.8750389459,50240.5818265754
2025-05-29,45,46147.8750389459,50346.2031777078
2025-05-29,46,46147.8750389459,49605.1038700928
2025-05-29,47,45777.3705410331,49420.1819496121
2025-05-29,48,45639.9095807002,49389.9798375711
2025-05-29,49,45639.9095807002,49102.7950362506
2025-05-29,50,45242.2774513266,49192.6147201303
2025-05-29,51,45216.5412075864,49051.1219129772
2025-05-29,52,45216.5412075864,49453.6043574424
2025-05-29,53,45216.5412075864,48803.7727705224
2025-05-29,54,45216.5412075864,48654.5020743772
2025-05-29,55,44204.4489587084,48309.6216838293
2025-05-29,56,44204.4489587084,48715.0422516727
2025-05-29,57,44204.4489587084,48525.5694706935
2025-05-29,58,44204.4489587084,47990.2008499564
2025-05-29,59,44204.4489587084,48106.7647071752
2025-05-29,60,44204.4489587084,48294.3331722276
2025-05-29,61,44204.4489587084,48320.1568699457
2025-05-29,62,44204.4489587084,48462.9356336330
2025-05-29,63,44204.4489587084,48387.4985975908
