date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,final_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error,soc_min,soc_max
2025-02-01,27256.373501,0.000000,-1117.109590,0.000000,26139.263912,23027.280301,53279.215695,49817.164184,0.000000,0.000000,3462.051510,27877.993340,15792.306509,3353.301420,1520.654818,9063.841592,0.000000,0.000000,1459.044297,10800.000000
2025-02-02,57254.319334,0.000000,-1992.555773,1013.691957,56275.455518,56353.371354,90861.160889,85305.340791,145.443873,0.000000,5555.820098,22768.905966,18612.789126,2938.389874,9063.841592,8874.980154,0.000000,0.000000,1200.000000,10800.000000
2025-02-03,58192.467790,346.779238,-1961.913719,16.461814,56593.795123,56478.751808,92487.604416,87119.482878,3.514478,185.389762,5553.511300,24092.320528,19263.809833,2077.570161,8874.980154,9153.835482,0.000000,0.000000,1279.891967,10800.000000
2025-02-04,60031.132984,0.000000,-2495.162281,0.000000,57535.970703,57709.205035,94488.134635,88033.427861,0.000000,0.000000,6454.706774,24058.973509,19865.683460,2645.273862,9153.835482,8733.930018,0.000000,0.000000,1208.233948,10800.000000
2025-02-05,56046.740317,231.399805,-883.798056,89.315198,55483.657263,55407.727632,89153.122247,87070.976454,12.803211,183.708264,2265.854056,24155.036706,19399.937390,1580.253366,8733.930018,8917.977064,0.000000,0.000000,1200.000000,10800.000000
2025-02-06,60171.199842,418.586566,-3042.781002,285.753850,57832.759256,57711.766970,94893.989228,86688.453772,52.447173,217.347993,8422.883449,23563.747906,18822.688183,1728.784006,8917.977064,9211.252198,0.000000,0.000000,1550.212745,10800.000000
2025-02-07,22818.091589,0.000000,-1136.586066,277.895613,21959.401136,22144.791467,43991.705497,39974.785087,60.391512,0.000000,4016.920410,19155.928293,15920.735443,4994.304082,9211.252198,8761.881614,0.000000,0.000000,1200.000000,10800.000000
2025-02-08,19251.269993,835.463964,-1.666303,0.000000,20085.067654,19968.827190,37449.919875,37996.900241,0.000000,554.966915,7.986548,19145.386701,15254.181822,2528.532646,8761.881614,9043.638731,0.000000,0.000000,1264.058365,10800.000000
2025-02-09,55508.078717,425.265541,-809.954220,0.000000,55123.390038,55222.198132,88298.999048,86461.204422,0.000000,357.748647,2195.543272,22824.535488,18703.426009,2784.678977,9043.638731,8804.136216,0.000000,0.000000,1274.264946,10800.000000
2025-02-10,52474.716384,7.773708,-1506.741460,157.852910,51133.601541,51195.252107,84204.328337,79903.341059,35.263018,5.532100,4306.519379,23440.369363,19121.191395,1292.788526,8804.136216,8654.700426,0.000000,0.000000,1200.000000,10800.000000
2025-02-11,53526.942601,0.000000,-2219.111815,5174.551696,56482.382482,56436.902620,85435.907221,79760.754649,972.203575,0.000000,5675.152572,23786.089969,19167.517448,893.788569,8654.700426,8764.939789,0.000000,0.000000,1200.000000,10800.000000
2025-02-12,53318.017019,671.065754,-1876.600198,1511.498838,53623.981413,53639.254668,85365.503946,80477.228950,311.263652,347.730357,5236.005353,23996.988760,19470.879874,995.647582,8764.939789,8727.918703,0.000000,0.000000,1200.000000,10800.000000
2025-02-13,49279.216317,89.885520,-1124.196678,1087.510810,49332.415970,49322.161029,79996.753504,76861.129990,180.522475,79.371340,3214.994854,23273.775244,18829.386544,1267.784748,8727.918703,8752.775818,0.000000,0.000000,1200.000000,10800.000000
2025-02-14,18649.042775,2058.317958,0.000000,0.000000,20707.360733,20448.653284,36416.053607,37779.513295,0.000000,1363.459688,0.000000,18764.650641,14634.990414,3848.051251,8752.775818,9379.860935,0.000000,0.000000,1700.980897,10800.000000
2025-02-15,18460.495009,595.334307,-144.078633,0.000000,18911.750684,19191.981988,35309.299286,35349.400019,0.000000,407.853469,367.752737,19136.149804,16111.612761,3044.771876,9379.860935,8700.603802,0.000000,0.000000,1292.676743,10800.000000
2025-02-16,52609.147911,2926.855622,-2305.834196,1838.886156,55069.055493,55021.094396,84507.283873,79660.415317,386.942613,1512.859260,6359.727816,22961.471921,18494.163953,202.670863,8700.603802,8816.857471,0.000000,0.000000,1200.000000,10800.000000
2025-02-17,51356.595195,1071.950294,-2835.596552,1374.364063,50967.313000,51058.298980,83320.173478,75320.132414,206.123433,559.536272,8559.577336,22117.497893,18113.661427,338.556215,8816.857471,8596.315101,0.000000,0.000000,1200.000000,10800.000000
2025-02-18,45824.247537,3004.558380,-9.597600,186.917518,49006.125835,48941.760574,74424.850539,76830.346379,41.488600,2439.504271,34.008431,22097.383974,17758.466633,441.529855,8596.315101,8752.331085,0.000000,0.000000,1213.556717,10800.000000
2025-02-19,46171.192177,2676.922459,-53.648940,3300.743336,52095.209032,52224.391002,74876.551634,77391.170306,617.076402,2658.228640,143.609968,23701.689938,19480.182466,907.411853,8752.331085,8439.204844,0.000000,0.000000,1200.000000,10800.000000
2025-02-20,48079.912197,828.056845,-758.475619,1616.940496,49766.433920,49640.748190,78720.696450,76918.855331,340.183297,551.440556,2353.281675,23125.317494,18457.320687,1597.908088,8439.204844,8743.856492,0.000000,0.000000,1200.000000,10800.000000
2025-02-21,17443.807528,895.027129,-0.851346,0.000000,18337.983311,18341.186721,34200.009857,34861.751501,0.000000,665.763978,4.022334,18894.030874,15311.153325,5718.611918,8743.856492,8736.091696,0.000000,0.000000,1380.677060,10800.000000
2025-02-22,17629.388926,2415.498189,-74.509152,0.000000,19970.377963,19678.491794,34151.705998,35540.429542,0.000000,1595.391599,206.668055,19307.448864,15002.276786,3390.494582,8736.091696,9443.599244,0.000000,0.000000,1286.049105,10800.000000
2025-02-23,46260.484874,3168.073408,-896.500250,119.840461,48651.898493,49016.693841,75422.080509,75133.302765,28.586650,2295.679583,2584.457327,21896.396556,18531.891155,265.530331,9443.599244,8559.365973,0.000000,0.000000,1200.000000,10539.615086
2025-02-24,44950.314395,1740.196278,-216.512663,321.006576,46795.004586,46575.226849,72792.239255,73514.032146,70.238187,1243.255665,521.462774,22562.541281,17796.207948,614.903383,8559.365973,9092.088740,0.000000,0.000000,1578.118508,10800.000000
2025-02-25,46021.325823,862.045155,-1633.955975,400.722566,45650.137570,45884.266981,75150.725889,70363.940043,90.298832,462.702356,5249.488202,21409.877588,17852.759864,1075.797918,9092.088740,8524.578720,0.000000,0.000000,1200.000000,10761.887431
2025-02-26,41716.553459,5585.629325,0.000000,589.769039,47891.951823,47711.034724,68665.165169,74139.402730,125.469761,5474.237561,0.000000,23026.130730,18256.490831,680.384558,8524.578720,8963.106565,0.000000,0.000000,1200.000000,10800.000000
2025-02-27,42514.063026,2645.181639,-84.707727,1865.210535,46939.747473,47012.142862,69548.698466,71166.679092,382.007285,1979.584982,361.604356,22708.217111,18551.588167,435.473234,8963.106565,8787.626223,0.000000,0.000000,1200.000000,10800.000000
2025-02-28,16959.090813,762.448171,-15.932920,41.664475,17747.270539,17831.863256,33006.814959,33605.641803,10.732735,654.654760,55.827916,19147.587047,15694.086581,6870.280521,8787.626223,8582.580586,0.000000,0.000000,1200.000000,10800.000000
2025-03-01,17780.386259,0.000000,-213.913076,841.187880,18407.661062,18396.549412,34484.328006,33949.677262,162.545814,0.000000,534.650744,17595.602810,14228.197940,7086.052274,8582.580586,8609.514292,0.000000,0.000000,1200.000000,10800.000000
2025-03-02,48147.173229,2852.160798,-770.803322,0.000000,50228.530706,50012.199196,78468.923815,78160.958740,0.000000,1821.326999,2129.292074,23638.352496,18675.133060,839.432237,8609.514292,9133.883694,0.000000,0.000000,1725.216169,10800.000000
2025-03-03,49075.544286,2538.015323,-1565.396221,0.000000,50048.163389,50285.785392,79714.908872,76628.883271,0.000000,1565.269453,4651.295054,23227.546410,19332.690784,716.881012,9133.883694,8557.907925,0.000000,0.000000,1213.362149,10800.000000
2025-03-04,44017.454502,2684.403345,-50.073402,0.000000,46651.784445,46664.899276,71908.434667,73679.985731,0.000000,1879.581683,108.030620,22107.849518,17935.968433,308.646713,8557.907925,8526.118676,0.000000,0.000000,1248.351416,10800.000000
2025-03-05,46474.592727,3670.412876,-2138.178545,20.042165,48026.869223,47888.987050,76156.623192,71430.714235,4.306860,1871.724734,6597.633691,21160.216140,16838.981753,983.314692,8526.118676,8860.333476,0.000000,0.000000,1347.551772,10800.000000
2025-03-06,42966.171348,1975.231939,-268.133639,0.000000,44673.269648,44532.567139,70515.024576,70912.919794,0.000000,1175.318411,777.423193,21998.830609,17512.106840,485.541891,8860.333476,9201.384536,0.000000,0.000000,1753.473470,10800.000000
2025-03-07,17352.176137,425.045536,-471.478545,0.000000,17305.743127,17462.121882,33195.766171,32302.354678,0.000000,238.055324,1131.466817,18020.003463,14937.346871,8297.412552,9201.384536,8822.335574,0.000000,0.000000,1419.646305,10800.000000
2025-03-08,16318.033099,97.641320,-38.343919,0.000000,16377.330500,16416.209225,31672.820735,31634.315854,0.000000,88.343127,126.848008,19083.799785,15542.692713,9030.069266,8822.335574,8728.096811,0.000000,0.000000,1280.276747,10800.000000
2025-03-09,44580.835200,5.703546,-1769.347958,1442.421038,44259.611825,44307.799027,73507.640627,67707.090122,224.340217,4.112206,5804.662711,22250.956057,18128.395961,475.345192,8728.096811,8611.295083,0.000000,0.000000,1200.000000,10800.000000
2025-03-10,41988.416456,3660.576937,0.000000,0.000000,45648.993393,45530.940600,69925.195302,73110.292956,0.000000,3185.097654,0.000000,22564.656108,18019.836403,523.401801,8611.295083,8897.445132,0.000000,0.000000,1359.367077,10800.000000
2025-03-11,37881.869553,6503.620735,-0.213608,0.000000,44385.276680,44347.495822,61886.626286,69429.211182,0.000000,7543.597464,1.012568,21705.798962,17499.277298,1283.770718,8897.445132,8989.022756,0.000000,0.000000,1450.603600,10800.000000
2025-03-12,43587.080977,332.838652,-1490.507726,0.000000,42429.411903,42504.986081,71695.281792,66854.517608,0.000000,185.793194,5026.557378,21626.290383,17682.162122,474.854664,8989.022756,8805.837298,0.000000,0.000000,1308.981501,10800.000000
2025-03-13,43399.538896,1326.146235,-60.611912,678.738367,45343.811586,45387.322124,71652.730591,72574.864750,99.133323,1152.218776,230.084617,21630.012226,17615.229201,1113.597032,8805.837298,8700.371412,0.000000,0.000000,1200.000000,10800.000000
2025-03-14,15817.358299,833.771302,0.000000,0.000000,16651.129602,16490.116290,31094.030461,31675.319378,0.000000,581.288918,0.000000,19069.878199,15095.346877,11671.362073,8700.371412,9090.654150,0.000000,0.000000,1338.516829,10800.000000
2025-03-15,15400.093969,824.506840,-1.957577,612.343742,16834.986975,17068.029508,30335.851185,30991.669945,110.254884,663.015852,7.197092,18920.494508,15833.988517,7091.293688,9090.654150,8525.778633,0.000000,0.000000,1200.000000,10800.000000
2025-03-16,41793.686475,1766.161120,-363.685567,7.461180,43203.623208,42964.044472,68617.813697,69494.820787,1.640000,1883.044405,1006.037315,22153.884796,17421.999833,1413.528891,8525.778633,9106.497356,0.000000,0.000000,1529.441367,10800.000000
