month,weekday,soc,relative_future_cost
11,5,3600.0,1087.1235197004098
11,5,4800.0,520.5532439967064
11,5,6000.0,0.0
11,5,7200.0,-478.1644047449954
11,5,8400.0,-953.0196071583341
11,5,9600.0,-1426.8407240983288
11,5,10800.0,-1899.2259010799971
11,4,1200.0,2228.283571329266
11,4,2400.0,1658.457325452724
11,4,3600.0,1089.1215973169237
11,4,4800.0,522.4428596872931
11,4,6000.0,0.0
11,4,7200.0,-478.87412427110394
11,4,8400.0,-953.9724611323181
11,4,9600.0,-1428.1521821055794
11,4,10800.0,-1900.7011153239146
11,3,1200.0,2292.350000000006
11,3,2400.0,1717.550000000003
11,3,3600.0,1143.8333333333358
11,3,4800.0,571.0333333333401
11,3,6000.0,0.0
11,3,7200.0,-569.8166666666657
11,3,8400.0,-1139.1499999999942
11,3,9600.0,-1705.7999999999956
11,3,10800.0,-2227.46666666666
11,2,1200.0,2292.350000000006
11,2,2400.0,1717.550000000003
11,2,3600.0,1143.8333333333358
11,2,4800.0,571.0333333333328
11,2,6000.0,0.0
11,2,7200.0,-569.8166666666657
11,2,8400.0,-1139.1500000000015
11,2,9600.0,-1705.800000000003
11,2,10800.0,-2227.46666666666
11,1,1200.0,2292.350000000006
11,1,2400.0,1717.550000000003
11,1,3600.0,1143.8333333333285
11,1,4800.0,571.0333333333328
11,1,6000.0,0.0
11,1,7200.0,-569.8166666666657
11,1,8400.0,-1139.1499999999942
11,1,9600.0,-1705.800000000003
11,1,10800.0,-2227.466666666667
11,0,1200.0,2292.3500000000204
11,0,2400.0,1717.550000000003
11,0,3600.0,1143.833333333343
11,0,4800.0,571.0333333333401
11,0,6000.0,0.0
11,0,7200.0,-569.8166666666657
11,0,8400.0,-1139.1499999999942
11,0,9600.0,-1705.800000000003
11,0,10800.0,-2227.46666666666
12,6,1200.0,2292.3499999999767
12,6,2400.0,1717.5499999999956
12,6,3600.0,1143.8333333333285
12,6,4800.0,571.0333333333256
12,6,6000.0,0.0
12,6,7200.0,-569.816666666673
12,6,8400.0,-1139.1500000000015
12,6,9600.0,-1705.800000000003
12,6,10800.0,-2227.466666666667
12,5,1200.0,2282.46968586008
12,5,2400.0,1709.9265095967057
12,5,3600.0,1138.9894851646095
12,5,4800.0,569.3012303662545
12,5,6000.0,0.0
12,5,7200.0,-566.2647643950622
12,5,8400.0,-1088.8709514606016
12,5,9600.0,-1570.8304860745993
12,5,10800.0,-2045.924527971969
12,4,1200.0,2282.0095015143997
12,4,2400.0,1709.609148855965
12,4,3600.0,1138.7256832757193
12,4,4800.0,569.1088402798341
12,4,6000.0,0.0
12,4,7200.0,-566.2250661234611
12,4,8400.0,-1078.2752197643276
12,4,9600.0,-1556.0341017459941
12,4,10800.0,-2030.7715901326592
12,3,1200.0,2292.350000000006
12,3,2400.0,1717.550000000003
12,3,3600.0,1143.8333333333358
12,3,4800.0,571.0333333333328
12,3,6000.0,0.0
12,3,7200.0,-569.8166666666657
12,3,8400.0,-1139.1500000000015
12,3,9600.0,-1705.7999999999956
12,3,10800.0,-2227.46666666666
12,2,1200.0,2292.350000000006
12,2,2400.0,1717.550000000003
12,2,3600.0,1143.8333333333358
12,2,4800.0,571.0333333333328
12,2,6000.0,0.0
12,2,7200.0,-569.816666666673
12,2,8400.0,-1139.1500000000015
12,2,9600.0,-1705.800000000003
12,2,10800.0,-2227.466666666667
12,1,1200.0,2292.350000000006
12,1,2400.0,1717.5500000000102
12,1,3600.0,1143.833333333343
12,1,4800.0,571.0333333333401
12,1,6000.0,0.0
12,1,7200.0,-569.8166666666584
12,1,8400.0,-1139.1499999999942
12,1,9600.0,-1705.7999999999884
12,1,10800.0,-2227.46666666666
12,0,1200.0,2292.350000000006
12,0,2400.0,1717.5499999999956
12,0,3600.0,1143.8333333333358
12,0,4800.0,571.0333333333328
12,0,6000.0,0.0
12,0,7200.0,-569.8166666666657
12,0,8400.0,-1139.1500000000015
12,0,9600.0,-1705.800000000003
12,0,10800.0,-2227.466666666667
