method,seed,date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,emergency_slot_count,emergency_day_count,emergency_event_count
ETS,0,2025-04-01,38543.07368014185,8744.699687643086,47287.77336778494,64660.4374561574,3132.4257324467503,3455.3695063109476,21729.695608560705,17601.05344293417,51,1,19
ETS,0,2025-04-02,38481.72317401052,12707.154995859337,51188.87816986986,64627.767582174885,3385.919639565255,3452.9551369103547,21712.61413068312,17587.21744585332,58,1,13
ETS,0,2025-04-03,39782.34365647842,1804.8492351572,41587.19289163562,66749.58842973903,420.47539580962405,7184.159928390142,21696.7033183782,17574.329687886344,33,1,15
ETS,0,2025-04-04,14972.819555300408,637.2492259437215,15610.06878124413,29700.629939762403,153.42796848821163,20383.255658250615,16000.000000000004,12960.0,16,1,10
ETS,0,2025-04-05,14990.084462334515,1624.09431094001,16614.178773274525,29677.343655964338,451.56829909231305,15044.796971723317,16000.0,12960.0,25,1,10
ETS,0,2025-04-06,39061.04016305649,1204.5158963487904,40265.55605940528,65627.08464169508,295.9000681746262,7394.929686743917,21673.57240241643,17555.593645957306,17,1,11
ETS,0,2025-04-07,38311.344742104884,1348.3675218345854,39659.71226393947,64307.97725310938,530.4203438508998,7480.1657716114605,21660.592326397295,17545.07978438181,21,1,12
ETS,0,2025-04-08,38392.845199443764,2000.1836371897239,40393.028836633486,64535.79641775806,468.97019536704556,6543.427790122656,21621.816875451543,17513.671669115753,34,1,11
ETS,0,2025-04-09,37954.21066203316,6579.754392062184,44533.965054095344,63818.59613881466,2129.9138237039847,2716.3204151202017,21567.781740693557,17469.903209961787,47,1,15
ETS,0,2025-04-10,38916.21046772772,2273.464425189485,41189.6748929172,65494.774228386676,487.63777179757125,7413.894580241406,21620.418526014968,17512.539006072126,26,1,13
ETS,0,2025-04-11,14745.524511968706,1165.6028584500596,15911.127370418766,29349.018001246914,318.6345581956471,21311.002392775896,15999.999999999996,12960.0,20,1,9
ETS,0,2025-04-12,14767.707579396894,369.9791939316108,15137.686773328505,29332.220826164565,120.83856815542629,17387.898844319992,15999.999999999998,12960.0,9,1,6
ETS,0,2025-04-13,38639.89941915221,985.5838594922759,39625.48327864448,65249.97389696576,241.40499486572782,7105.195836164374,21630.655643862025,17520.831071528242,19,1,10
ETS,0,2025-04-14,37954.20092373713,1130.7852250864316,39084.98614882356,64013.99270358728,302.9908394969559,7683.169700143273,21609.379173373487,17503.59713043252,19,1,11
ETS,0,2025-04-15,37959.824470237014,839.6875629754153,38799.51203321243,64064.38609336449,172.54048061228664,10003.192784453662,21548.973453630417,17454.668497440645,16,1,9
ETS,0,2025-04-16,37344.21711168293,3746.791658173375,41091.0087698563,62982.26313297994,1195.7226653770172,4305.931674550875,21539.274598979384,17446.8124251733,36,1,13
ETS,0,2025-04-17,38230.62954976761,515.3613809468395,38745.99093071445,64573.4989810234,126.34890364465787,7741.501350736802,21526.337810164463,17436.333626233212,12,1,9
ETS,0,2025-04-18,14436.68116045526,655.1294580412837,15091.810618496544,28836.477110410517,199.51456965590108,19641.87449673309,16000.0,12960.0,16,1,9
ETS,0,2025-04-19,14407.505831863458,477.36394857770887,14884.869780441168,28749.976686141817,195.5711750812918,19120.868611223108,15999.999999999998,12960.0,14,1,8
ETS,0,2025-04-20,37574.412325203775,680.3469171675063,38254.759242371285,63689.44219068839,191.86347734707763,7835.84698385729,21514.283162341297,17426.569361496448,15,1,12
ETS,0,2025-04-21,36986.023434848634,989.0522200835146,37975.075654932145,62472.67087764003,364.0749277970373,10320.331602315782,21050.0201041471,17050.51628435915,26,1,10
ETS,0,2025-04-22,37016.23493583744,1327.0587189001799,38343.29365473762,62626.82838769413,365.1789676138972,6783.065243111683,21347.435765945615,17291.42297041595,28,1,15
ETS,0,2025-04-23,36454.63658196201,1885.3407770175795,38339.97735897959,61647.367393679524,641.066378971505,6861.487294370523,21194.893482178108,17167.863720564263,30,1,12
ETS,0,2025-04-24,36836.72295287236,615.1331823993368,37451.8561352717,62270.94440773998,146.72529239316975,11296.4426377868,21216.422959717685,17185.302597371327,14,1,9
ETS,0,2025-04-25,13975.362483921112,958.6331011114106,14933.995585032522,28221.864603871098,227.6495117627103,23409.15646563381,15999.999999999996,12959.999999999996,16,1,9
ETS,0,2025-04-26,14024.4567945184,725.3416658563408,14749.79846037474,28229.36436827723,211.89658828945386,25331.067323233347,16000.000000000002,12960.0,22,1,13
ETS,0,2025-04-27,36247.79818372776,1174.6845874747714,37422.482771202536,61401.17269985408,344.4748250037315,9235.911991716242,20717.180788464466,16780.91643865622,18,1,10
ETS,0,2025-04-28,35648.93396676272,11738.31859883626,47387.25256559898,60093.843760243064,3278.3998871735607,2898.8248110927784,20270.79747187991,16419.345952222724,56,1,11
ETS,0,2025-04-29,36219.40465771622,1095.8152196641272,37315.21987738035,61370.47988563268,252.5151004220337,10231.036741633776,20835.49751449621,16876.75298674193,13,1,7
ETS,0,2025-04-30,35664.24056973579,2101.311257718534,37765.55182745432,60402.46599137563,666.9150594081214,8901.424825300426,20584.746274473684,16673.64448232369,32,1,12
ETS,0,2025-05-01,33566.98729280903,19543.866545028435,53110.853837837465,56598.74399756556,4155.09795795875,6266.6263969015945,18293.87767696168,14818.040918338962,79,1,12
ETS,0,2025-05-02,13101.762465757705,23730.707136656667,36832.46960241437,26825.038990624842,5277.908391869382,14772.62729916089,16000.0,12960.0,80,1,11
ETS,0,2025-05-03,13515.951837027034,8771.347253674794,22287.29909070183,27422.568545661507,1801.4236507930866,17316.82054645459,16000.0,12960.0,50,1,10
ETS,0,2025-05-04,36385.96783134746,5896.660345094138,42282.6281764416,60925.81445385481,1347.0778273571516,6890.2592556738655,19199.819432656648,15551.853740451887,48,1,14
ETS,0,2025-05-05,36522.534006389105,12016.828133554742,48539.36213994385,60733.526569670255,2656.3557882169735,4751.472718489661,18749.488628408253,15187.085789010687,65,1,16
ETS,0,2025-05-06,37170.550374007755,6961.35921643471,44131.90959044246,61894.154419922335,1640.9065749547208,6968.621889968346,19454.509148642344,15758.1524104003,52,1,18
ETS,0,2025-05-07,37577.64495869637,6113.9694128030205,43691.614371499396,62810.38178380353,1333.4417034999067,5288.182430084022,19935.763722207485,16147.968614988058,54,1,21
ETS,0,2025-05-08,37933.311018814136,5027.1833553568595,42960.494374170994,62969.79231273541,1250.9919616753357,4566.305196694322,20147.193040612772,16319.226362896348,42,1,16
ETS,0,2025-05-09,15380.287893205905,1813.3164278944682,17193.604321100374,29536.46490347772,400.1702052650346,18397.249258742755,16000.0,12960.0,22,1,12
ETS,0,2025-05-10,15541.143300113705,2874.3605118556225,18415.503811969327,29702.349547758695,717.4560279841074,15258.760292409468,15999.999999999998,12960.0,28,1,13
ETS,0,2025-05-11,38434.84278938852,4543.938356219732,42978.78114560825,63970.278351558314,996.3726987877533,5622.993336507413,20313.571739501695,16453.99310899637,42,1,16
ETS,0,2025-05-12,38389.119635107665,2569.1307023541376,40958.2503374618,63719.9652269705,885.8805397204312,8871.337099127824,20017.439127525082,16214.125693295313,24,1,11
ETS,0,2025-05-13,38636.3796897804,878.2774440381766,39514.657133818575,64040.06410153254,237.38948906403903,7326.371678861306,20115.100763519004,16293.2316184504,14,1,9
ETS,0,2025-05-14,38597.82042611051,957.1908016916152,39555.011227802126,64217.35274264873,289.26979112857464,7640.479360589234,20273.654683446024,16421.66029359128,18,1,11
ETS,0,2025-05-15,38509.36363582391,1621.4474940851487,40130.81112990906,63816.401358828334,431.38477169203304,7616.736462154093,20347.323079120782,16481.331694087832,22,1,10
ETS,0,2025-05-16,15546.927800771638,1288.1047315776898,16835.032532349327,29677.394376207347,333.24996129177686,24255.137804165788,16000.000000000004,12959.999999999996,15,1,7
ETS,0,2025-05-17,15646.868624688377,3233.0238171723513,18879.892441860728,29762.123628565976,719.085713978104,16992.410259210745,16000.0,12960.0,31,1,14
ETS,0,2025-05-18,38763.92332972265,1982.497068985146,40746.4203987078,64380.994362849975,798.3253480339868,7681.379576315996,20114.58965562093,16292.81762105296,30,1,13
ETS,0,2025-05-19,38379.654399014675,1068.1640208318652,39447.81841984654,63701.09018851715,184.49344148133014,12629.27233619598,19689.972335802628,15948.877592000128,11,1,7
ETS,0,2025-05-20,38441.00287201304,2381.8673465827633,40822.87021859581,63670.45737706391,603.3526248764977,5978.478625191845,19831.245053062605,16063.308492980712,24,1,12
ETS,0,2025-05-21,38618.55121519306,2426.1870877906185,41044.73830298368,64243.64306782085,671.321243160716,9760.308452367579,19958.108290950833,16166.067715670173,23,1,10
ETS,0,2025-05-22,38766.56972415195,370.1854276252302,39136.75515177718,64217.23844786138,93.61957104297562,9689.90422653199,20022.7525037142,16218.429528008503,9,1,6
ETS,0,2025-05-23,15461.358770350806,562.5058178450231,16023.86458819583,29533.04359535672,172.52833843714524,20244.62305046053,16000.000000000004,12960.0,17,1,10
ETS,0,2025-05-24,15443.544819025039,508.0690576197448,15951.613876644784,29442.28567022948,163.7533005319695,22811.53758742812,16000.000000000002,12960.000000000002,18,1,9
ETS,0,2025-05-25,38027.77329639722,746.3061483436269,38774.07944474085,63181.40982990962,171.119122160747,11079.753593574873,19619.816711379808,15892.051536217647,11,1,8
ETS,0,2025-05-26,37632.371734888584,5450.594686561395,43082.96642144998,62397.69868205537,1572.5462584372171,5736.325438459671,19232.03448438383,15577.947932350902,30,1,11
ETS,0,2025-05-27,37804.49196461256,731.7859854715239,38536.277950084084,62735.5182382081,239.15968245037652,9911.746226504996,19329.286285018316,15656.721890864836,20,1,10
ETS,0,2025-05-28,37660.32371253825,3083.395667342042,40743.71937988029,62735.506595398285,934.1401100023697,7730.643379657459,19290.416977595763,15625.237751852568,31,1,11
ETS,0,2025-05-29,37679.82017360044,2762.00936923487,40441.82954283531,62626.21260007485,709.3460236269916,5546.699375702939,19361.767094731054,15683.031346732154,30,1,14
ETS,0,2025-05-30,14928.180624202898,2415.9769127449945,17344.157536947892,28801.617116849033,637.9684526846574,19802.203766000843,16006.044930874637,12964.896394008456,22,1,7
ETS,0,2025-05-31,15032.293832155277,1836.6813432309336,16868.97517538621,28905.889078075208,540.1881596350034,18016.038462442106,16004.511711937417,12963.65448666931,26,1,14
ETS,0,2025-06-01,41447.58485579778,30307.418900229735,71755.00375602752,68222.25852148478,8811.286918423748,1656.465371342035,21853.967202981577,17701.71343441508,106,1,7
ETS,0,2025-06-02,41948.96450368931,27385.03591994595,69334.00042363527,68912.86977700795,7077.060109798075,3247.3166810231846,21588.451346225473,17486.645590442633,97,1,14
ETS,0,2025-06-03,43011.42383249063,14761.502761404136,57772.926593894765,70335.97234742396,3928.133703153878,1915.949782243035,21872.575973691928,17716.786538690463,85,1,16
ETS,0,2025-06-04,44577.291894484515,13510.365998321868,58087.65789280638,72648.79968114234,4183.9916752026365,3060.9984317479193,21718.5900417389,17592.057933808508,77,1,20
ETS,0,2025-06-05,45894.426198196394,12449.329325736704,58343.7555239331,74419.60172427705,3542.9598876234973,2682.459173054747,21740.97064304808,17610.18622086894,84,1,21
ETS,0,2025-06-06,19333.30785595359,18965.926707757746,38299.23456371133,34577.75406373342,4664.44463283147,5347.203296564885,16000.000000000002,12959.999999999998,74,1,13
ETS,0,2025-06-07,19872.426468760852,8445.496285024292,28317.922753785144,35239.656641099544,2102.866495988405,3175.5938148689847,16002.190292380492,12961.774136828197,63,1,24
ETS,0,2025-06-08,48958.73133548064,2448.628881215267,51407.3602166959,79137.20575848364,603.0735890174319,10312.022747501087,22333.333333333332,18090.0,37,1,17
ETS,0,2025-06-09,48234.36419342677,7414.786057433666,55649.15025086044,78062.5257599416,1869.432896901068,4755.912590176008,22333.333333333332,18090.0,64,1,22
ETS,0,2025-06-10,48813.05188198056,4567.456224145015,53380.50810612558,78723.65803228412,1348.5440084000454,4210.4244740174945,22333.333333333332,18090.0,52,1,25
ETS,0,2025-06-11,49416.17095436941,13197.320397950924,62613.49135232033,79698.3602651715,3100.233811457795,2470.8144266293,22333.333333333332,18090.0,65,1,17
ETS,0,2025-06-12,50421.68624938489,4668.982605486954,55090.668854871845,80739.16422463264,1176.7094062206452,5165.176287214308,22622.662685819218,18324.356775513563,37,1,15
ETS,0,2025-06-13,20727.573098614244,3095.95091677642,23823.524015390663,36465.38797791536,639.3953171256651,5719.469595041023,16000.0,12959.999999999998,32,1,13
ETS,0,2025-06-14,20975.408946202868,2201.607210727058,23177.016156929927,36714.62860370169,846.8969979574264,8335.293613273076,15962.574938873915,12929.685700487871,26,1,10
ETS,0,2025-06-15,50885.50246374155,1204.9073119248096,52090.409775666354,81730.49854808081,250.60165595094966,7038.650769285324,22713.02684954266,18397.551748129554,12,1,7
ETS,0,2025-06-16,50501.450924580655,2760.0754961656403,53261.5264207463,81173.53374472281,720.0045529271866,4906.385427194218,22595.26344099539,18302.163387206263,34,1,16
ETS,0,2025-06-17,50753.471533841315,7978.556082221134,58732.02761606245,81436.83268333846,2033.1691961400302,4492.239858372575,22846.056865469793,18505.306061030537,41,1,16
ETS,0,2025-06-18,51072.059869703284,1274.216634630286,52346.27650433357,82008.22407544841,379.17825455477816,7125.766955221058,22806.54986727441,18473.30539249227,23,1,13
ETS,0,2025-06-19,51366.398836422144,1788.8825794603974,53155.28141588254,82181.1124144294,364.6791636575433,9929.144881980978,22932.328926873543,18575.186430767575,17,1,10
ETS,0,2025-06-20,20933.12034506932,514.0768128361137,21447.197157905433,36644.25123745549,151.3140730151709,11354.984460470672,15999.999999999998,12960.0,13,1,10
ETS,0,2025-06-21,21136.27708506425,854.1539769977367,21990.431062061984,37021.01878775139,200.83642486230067,14918.08784387919,15626.457730181592,12657.430761447089,15,1,9
ETS,0,2025-06-22,50794.82947259167,1191.959293374709,51986.78876596638,81650.25908611623,316.0046591058946,10182.930757296184,22768.378357504986,18442.386469579036,15,1,8
ETS,0,2025-06-23,50233.509720557646,675.913695871551,50909.4234164292,80892.50171570847,166.5019396187288,9658.884890290497,22835.961921245813,18497.129156209106,12,1,9
ETS,0,2025-06-24,50318.894081225386,12303.27712808733,62622.17120931271,80908.97107455939,3000.334043155272,3269.075227096976,23007.56652956683,18636.128888949133,55,1,13
ETS,0,2025-06-25,51046.220143927945,2922.60686211732,53968.82700604526,82060.78754546531,833.1260521817062,8068.966171319924,23092.242419265436,18704.716359605,19,1,10
ETS,0,2025-06-26,51333.38796851285,582.6262824777833,51916.01425099063,82168.93493675801,122.72702485578611,10315.544469303182,23309.12452093303,18880.39086195575,12,1,9
ETS,0,2025-06-27,20595.91508002022,185.30851146175908,20781.22359148198,36179.63459941369,54.216820733893314,13422.205553480917,15999.999999999996,12960.0,5,1,4
ETS,0,2025-06-28,20728.157576962323,387.0956781077234,21115.253255070045,36429.09469636084,150.4381066187937,11833.152296525415,15628.707314671303,12659.252924883755,13,1,9
ETS,0,2025-06-29,49979.08661898109,2194.470339779894,52173.556958760986,80491.15160399192,667.6435498224741,7564.408249917524,22771.675634544947,18445.057263981405,30,1,14
ETS,0,2025-06-30,49641.78394245748,3025.5797961392564,52667.36373859673,80080.31270933522,803.9418420279121,6692.13506737097,22707.555266625437,18393.119765966607,29,1,13
ETS,0,2025-07-01,61828.31647350124,5683.7566762021115,67512.07314970336,96322.64875193537,2288.203404313402,15025.974789582115,24833.333333333332,20114.999999999996,48,1,11
ETS,0,2025-07-02,61637.85909357415,5434.407072858196,67072.26616643235,96286.50813639878,2136.7091930326774,20800.117629431472,24833.333333333332,20115.0,44,1,8
ETS,0,2025-07-03,61269.06209855442,6618.480912537581,67887.543011092,95642.33442532345,2264.006370814154,13427.588529470946,24833.333333333332,20114.999999999996,53,1,8
ETS,0,2025-07-04,28812.571783679003,3519.058366876005,32331.630150555007,49474.35311519918,1070.4783597146811,18925.699169774947,14411.920202485519,11673.65536401327,37,1,12
ETS,0,2025-07-05,28956.686059797372,1958.5547922569654,30915.240852054336,49818.69921046435,728.126468283647,19055.983313543402,14214.538939673337,11513.776541135405,35,1,12
ETS,0,2025-07-06,60883.077275081276,2655.748256880335,63538.82553196161,95953.64630836723,753.2204948903378,12208.89467959113,24757.845124560234,20053.85455089379,35,1,18
ETS,0,2025-07-07,60451.41932113211,2026.3888459346356,62477.808167066745,95312.12195210616,798.7802037672487,18034.128911499538,24564.686724774794,19897.396247067583,29,1,13
ETS,0,2025-07-08,60445.08007558792,2005.6695914875534,62450.74966707547,95280.30055087939,629.9181250212649,15661.824417093283,24615.827590214212,19938.820348073514,34,1,16
ETS,0,2025-07-09,59881.241750736255,1387.820387786951,61269.06213852321,94650.25106140535,371.3709808318732,16339.730873117094,24332.45343396566,19709.28728151219,22,1,14
ETS,0,2025-07-10,59457.25723677649,1401.6353253048044,60858.892562081295,93786.21230506193,459.58288852133546,16807.91126045101,24127.687104204895,19543.426554405964,25,1,13
ETS,0,2025-07-11,27751.05175111867,1349.7372382704416,29100.78898938911,47436.0696154367,401.1584078587358,12625.304113960725,14174.456628077423,11481.309868742708,28,1,12
ETS,0,2025-07-12,27739.940358886437,768.9560812831654,28508.896440169603,47410.75517362722,295.1594723898671,13961.246766039105,14002.234456024504,11341.809909379845,20,1,14
ETS,0,2025-07-13,58598.44755032555,1378.852988035826,59977.30053836138,92691.08002479744,269.766254259198,19222.846420609432,23527.786623406377,19057.50716495917,14,1,9
ETS,0,2025-07-14,57942.67196217504,1533.1500171679616,59475.821979342996,91566.60786405808,348.4109544319098,15698.646626839482,23203.647236757024,18794.954261773186,22,1,11
ETS,0,2025-07-15,57450.15087977653,867.4524143240315,58317.60329410056,90703.29068020437,247.06655033184552,13801.283350267004,23158.01735229419,18757.994055358293,16,1,11
ETS,0,2025-07-16,56024.74694602653,2148.403271520798,58173.15021754733,88794.78046193901,529.4266021872193,12892.628094881547,22615.87150479663,18318.85591888527,22,1,12
ETS,0,2025-07-17,55415.90074013865,1451.2862955473306,56867.18703568598,87771.5479366844,412.1629651824393,11169.236654212154,22600.306215726327,18306.248034738328,21,1,11
ETS,0,2025-07-18,26362.608693817234,799.5921170116258,27162.20081082886,44524.52821305294,217.21615538372544,10427.496268436662,16000.0,12960.0,14,1,9
ETS,0,2025-07-19,26203.493475021573,1373.3334804915914,27576.826955513163,44343.73389729828,399.7242471229364,14520.639094421222,16000.0,12960.0,26,1,13
ETS,0,2025-07-20,54080.900865233816,799.182950085827,54880.083815319646,86191.0179019526,197.42303488296602,10077.450297754513,22215.854854812547,17994.84243239816,12,1,8
ETS,0,2025-07-21,53561.76837782803,1689.6124200143831,55251.380797842416,85319.71538710783,436.15693664456046,7554.920424873667,22164.22394146702,17953.02139258828,22,1,15
ETS,0,2025-07-22,53657.6276954293,2457.4219230690287,56115.04961849833,85402.3385633867,614.7254524643586,8005.700298377357,22190.626846352796,17974.407745545763,23,1,12
ETS,0,2025-07-23,53349.54595464181,2252.2808011511715,55601.82675579299,85079.06738273738,543.1896234752587,7218.041472480587,22040.36008981782,17852.691672752433,21,1,11
ETS,0,2025-07-24,53398.14292313199,4721.4711039295635,58119.61402706156,84757.33256709613,1158.0998046190705,8089.4275355882055,22155.43597961577,17945.90314348877,32,1,11
ETS,0,2025-07-25,26036.1041839991,899.368994103419,26935.47317810252,44028.44823238143,190.00427466337226,14673.132940378142,15999.999999999998,12960.0,10,1,8
ETS,0,2025-07-26,25943.193005018285,922.6379679882884,26865.830973006574,43890.49095834981,332.61967800495813,12714.019069688104,15999.999999999996,12960.0,15,1,9
ETS,0,2025-07-27,52990.56129786343,3845.5244662024893,56836.08576406592,84587.48787164778,902.2179140140622,7615.975259190129,22044.951191956472,17856.41046548474,27,1,8
ETS,0,2025-07-28,52782.2864534061,6507.309483652813,59289.59593705891,84147.3315807455,1733.42908025627,3747.7629851291977,21990.107592311768,17811.987149772533,43,1,15
ETS,0,2025-07-29,53388.301983539706,3987.6676051093145,57375.96958864902,84970.56314395505,1143.51240211603,5875.463766696508,21944.030680918833,17774.664851544258,30,1,14
ETS,0,2025-07-30,53254.59733836631,2522.4164110697575,55777.01374943607,84940.05598679691,569.4531764275777,7259.508840397904,21824.98038329783,17678.23411047124,27,1,13
ETS,0,2025-07-31,53227.81634586972,2402.954499742285,55630.77084561201,84577.90050978524,555.904461114477,6279.450634243361,21891.358263103637,17732.000193113945,24,1,11
ETS,0,2025-08-01,30299.946559329866,0.0,30299.946559329866,50081.61116540155,0.0,25790.251498734877,16000.000000000002,12960.0,0,0,0
ETS,0,2025-08-02,30197.808021750425,66.38939264994592,30264.197414400373,49923.07056177959,16.972872977104924,25973.01850142336,16000.000000000005,12960.0,1,1,1
ETS,0,2025-08-03,56889.25932369275,13.972459882319855,56903.23178357507,89882.19573322232,3.3102250372707545,22861.74678313516,22022.522062058393,17838.242870267302,1,1,1
ETS,0,2025-08-04,56487.388877956895,0.0,56487.388877956895,89275.29909313854,0.0,19677.97665936423,22008.77552863677,17827.108178195784,0,0,0
ETS,0,2025-08-05,56776.425981548746,0.0,56776.425981548746,89682.12001824687,0.0,20344.57100049103,22027.575181171083,17842.335896748576,0,0,0
ETS,0,2025-08-06,56199.32536729905,2154.8067267540364,58354.132094053086,88896.71297269041,582.0019518229622,17164.52648466589,22104.15354305702,17904.364369876188,10,1,1
ETS,0,2025-08-07,56139.39113756218,38.214216707146534,56177.605354269326,88570.33905333818,9.466014903255711,20964.29611072949,22250.12477637868,18022.60106886673,2,1,2
ETS,0,2025-08-08,29256.156856621394,12.836423340236697,29268.99327996163,48598.207897480854,3.04108584227356,29786.07773332313,15999.999999999998,12960.0,1,1,1
ETS,0,2025-08-09,29109.273246405173,118.45390161507555,29227.727148020247,48400.64418300796,29.276792292406213,26467.99197530036,16000.0,12960.0,1,1,1
ETS,0,2025-08-10,54700.01552520943,88.79222709608518,54788.80775230551,86612.31438324826,39.79037736772807,17196.474688799583,21847.4264306127,17696.415408796285,1,1,1
ETS,0,2025-08-11,54214.18154588439,254.8672292912579,54469.04877517565,85756.15897307842,65.06768220460543,17123.82247986341,21769.214958348897,17633.064116262605,2,1,2
ETS,0,2025-08-12,54273.30116721541,22.2415198416464,54295.54268705706,85830.74135755355,6.163646900830372,13912.203488715622,21916.62034599352,17752.462480254755,1,1,1
ETS,0,2025-08-13,53557.40714824045,305.49947038229055,53862.906618622736,84731.10207008703,62.176593799876244,14549.801495696722,21697.356411527242,17574.858693337064,4,1,4
ETS,0,2025-08-14,53030.10023417356,1041.3623079788738,54071.46254215243,83668.16084091057,216.8480471015228,13806.374830631083,21854.437231829845,17702.094157782172,8,1,6
ETS,0,2025-08-15,26926.62137110567,205.11210170994366,27131.733472815613,45190.30281293021,48.0396286599524,25038.615558256835,16000.0,12960.0,2,1,1
ETS,0,2025-08-16,25829.02371115158,173.33104998919046,26002.354761140774,43726.36449098088,28.45774748674792,23785.541871800968,16000.0,12960.0,5,1,4
ETS,0,2025-08-17,49901.1522787075,1007.1934941382635,50908.345772845765,79335.70581928326,211.7214465897123,12280.748759859442,21585.709943930997,17484.42505458411,13,1,8
ETS,0,2025-08-18,49089.784629560214,1620.635702287955,50710.42033184817,77975.73920491761,357.4578994610635,9934.657399654894,21075.916252932235,17071.492164875108,15,1,9
ETS,0,2025-08-19,49018.99955850902,1149.2355852539902,50168.23514376301,77774.21889685323,238.23862040435486,9682.498865283642,21117.36106302073,17105.062461046793,12,1,9
ETS,0,2025-08-20,48295.01996188097,9568.08575647725,57863.10571835822,76575.12451272065,2361.779882629822,4353.682698609299,20697.52963197115,16764.999001896627,53,1,12
ETS,0,2025-08-21,48420.56016736527,2023.2851041591507,50443.84527152442,76696.30241790212,597.1575230917764,7374.3811719269725,21445.58045122941,17370.92016549582,17,1,9
ETS,0,2025-08-22,24474.195494649324,2787.499511932949,27261.695006582275,41780.979072443355,691.6101347518211,18202.019807195178,16000.0,12960.0,29,1,10
ETS,0,2025-08-23,24631.26645057614,615.4785026627435,25246.744953238882,41949.94562805892,179.85948034405945,16559.79895840299,16000.000000000004,12959.999999999998,13,1,9
ETS,0,2025-08-24,48167.3851922566,2547.859422836952,50715.24461509356,76556.7580340121,577.1561693561241,9417.963965358875,20959.793445663254,16977.432690987232,33,1,16
ETS,0,2025-08-25,48203.79064111824,9107.872527858828,57311.66316897707,76449.66337030695,2411.396823413215,4088.103393328388,21051.94623013223,17052.076446407107,56,1,14
ETS,0,2025-08-26,48994.413284016584,1800.5357952365507,50794.949079253136,77843.94370038793,401.11420007026345,8643.668164766248,21434.586065045383,17362.01471268676,16,1,10
ETS,0,2025-08-27,48573.554492752206,4625.153855098789,53198.708347850996,77183.95080948697,1000.1051852124158,6228.461672134308,21270.76555736005,17229.320101461642,37,1,12
ETS,0,2025-08-28,48960.75625204041,10502.021221197243,59462.77747323766,77489.8810340987,2819.7880480443237,5386.973821231672,21867.896197779082,17712.995920201058,38,1,13
ETS,0,2025-08-29,24646.931480363564,2421.170963202821,27068.102443566386,41905.70354458767,572.2992118656374,16882.78240645331,16000.0,12960.0,24,1,9
ETS,0,2025-08-30,24739.470064231493,1256.2054310011408,25995.675495232634,42100.711958509106,341.3592549198327,20889.351380095606,15999.999999999998,12960.0,27,1,13
ETS,0,2025-08-31,48980.690126229325,2053.9176942149725,51034.6078204443,77800.34049055583,504.76844897224316,7559.629242688191,21572.92954477125,17474.07293126471,25,1,10
ETS,0,2025-09-01,45106.96923139751,8795.670216086131,53902.63944748364,69604.36363678126,2887.6863148430066,14838.920424675849,21468.39470323726,17389.39970962218,22,1,2
ETS,0,2025-09-02,45647.72447904519,3111.814256667029,48759.538735712216,70742.93295571342,727.1585897869655,13328.833298555768,21492.11787865596,17408.615481711327,21,1,4
ETS,0,2025-09-03,45827.46341026097,3049.27161436824,48876.73502462921,71200.11908044068,1024.9481749169158,12624.461800601108,21330.99055134994,17278.102346593452,20,1,7
ETS,0,2025-09-04,45876.5930101557,1968.4595441536544,47845.05255430935,71082.89893304511,723.1517348859031,13843.432938761838,21247.643048258848,17210.59086908967,19,1,6
ETS,0,2025-09-05,24312.710131023887,774.6931715974868,25087.403302621373,40982.11743736057,314.461563801054,31432.317334494957,16000.0,12960.0,4,1,1
ETS,0,2025-09-06,24107.900094052962,76.83798125165518,24184.738075304616,40692.45103247637,23.94676490175796,29955.314097378134,16000.000000000002,12960.0,3,1,2
ETS,0,2025-09-07,45406.56078872515,3352.29594212917,48758.85673085432,70669.380281616,1032.4939447641127,12766.715150866692,20916.71294129876,16942.537482451997,17,1,4
ETS,0,2025-09-08,45490.7676456243,9599.865708747166,55090.633354371465,70948.32854637867,2391.58435059208,9936.78831526889,21092.394991413334,17084.839943044804,37,1,6
ETS,0,2025-09-09,46150.014049979814,152.3930078391266,46302.40705781894,72260.75540990848,34.85083207928531,15168.2056094597,21181.928241375805,17157.361875514405,3,1,2
ETS,0,2025-09-10,45876.68488725376,11127.765005356358,57004.449892610115,71987.98310040648,2580.253358412719,9211.841252992348,21265.24503066764,17224.848474840786,39,1,6
ETS,0,2025-09-11,46110.22919820382,842.8154265628916,46953.04462476671,72351.79305841483,157.07062725996826,14906.675477289129,21611.065395012356,17504.96296996001,3,1,1
ETS,0,2025-09-12,23000.706214167665,485.18401552962325,23485.89022969729,39056.803177217545,129.94122435981214,24595.088201577353,16000.0,12960.0,5,1,3
ETS,0,2025-09-13,22692.247987314513,345.1435187296099,23037.39150604412,38631.77485645168,95.5889838283834,27680.26235694674,15999.999999999996,12960.000000000002,7,1,3
ETS,0,2025-09-14,44733.069081873095,4339.78222005912,49072.85130193221,70555.8266574426,1238.3968618243935,7620.115345995446,21446.22854353445,17371.445120262906,29,1,9
ETS,0,2025-09-15,44295.56343228513,2012.104014645398,46307.66744693053,70189.13539901341,526.9115266212117,11559.59882810106,21523.249811580194,17433.832347379957,15,1,4
