soc_recursion_max_abs_error_kwh,terminal_soc_max_abs_error_kwh,soc_lower_violation_kwh,soc_upper_violation_kwh,charge_cap_violation_kwh,discharge_cap_violation_kwh,minimum_plan_purchase_kwh,minimum_emergency_kwh,minimum_spill_kwh,minimum_scenario_slack_kwh,actual_balance_max_abs_error_kwh,event_energy_abs_error_kwh,excel_plan_shape_ok,excel_storage_shape_ok,excel_event_shape_ok,excel_plan_max_abs_error_kwh,excel_total_purchase_max_abs_error_kwh,excel_planned_cost_max_abs_error_yuan,excel_formula_error_count
0.0,1.000444171950221e-11,1.000444171950221e-11,7.275957614183426e-12,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,0.0,True,True,True,4.547473508864641e-13,4.3655745685100555e-11,2.1827872842550278e-11,0
