date,t,plan,adjusted,charge,discharge,emergency,spill,soc_end,soc_start
2025-02-01,0,1256.878018000512,1256.878018000512,833.3333333333333,0.0,0.0,1.5143180005120485,2270.6548179638867,1520.6548179638867
2025-02-01,1,1255.3184598984615,1255.3184598984615,833.3333333333333,0.0,0.0,6.57780989846151,3020.6548179638867,2270.6548179638867
2025-02-01,2,1257.2124324011843,1257.2124324011843,833.3333333333333,0.0,0.0,13.162432401184333,3770.6548179638867,3020.6548179638867
2025-02-01,3,1277.7281703348285,1277.7281703348285,833.3333333333333,0.0,0.0,14.100037001495366,4520.654817963887,3770.6548179638867
2025-02-01,4,1283.8204719121882,1283.8204719121882,833.3333333333333,0.0,0.0,26.076555245521604,5270.654817963887,4520.654817963887
2025-02-01,5,1297.4833403907423,1297.4833403907423,833.3333333333333,0.0,0.0,58.098340390742464,6020.654817963887,5270.654817963887
2025-02-01,6,537.2124543672408,537.2124543672408,100.46227103390743,0.0,0.0,0.0,6111.070861894404,6020.654817963887
2025-02-01,7,828.4623439496208,828.4623439496208,376.66466061628756,0.0,0.0,0.0,6450.069056449062,6111.070861894404
2025-02-01,8,1242.5503158269544,1242.5503158269544,796.4703158269544,0.0,0.0,0.0,7166.892340693322,6450.069056449062
2025-02-01,9,534.9259934730654,534.9259934730654,63.159660139732125,0.0,0.0,0.0,7223.7360348190805,7166.892340693322
2025-02-01,10,541.7285228782519,541.7285228782519,93.7025562115852,0.0,0.0,0.0,7308.068335409507,7223.7360348190805
2025-02-01,11,550.1681137499384,550.1681137499384,152.76478041660505,0.0,0.0,0.0,7445.556637784452,7308.068335409507
2025-02-01,12,1299.0217769563585,1299.0217769563585,833.3333333333333,0.0,0.0,31.597810289692006,8195.556637784452,7445.556637784452
2025-02-01,13,594.1640233867856,594.1640233867856,103.603106720119,0.0,0.0,0.0,8288.799433832559,8195.556637784452
2025-02-01,14,577.7736448168516,577.7736448168516,74.5536448168516,0.0,0.0,0.0,8355.897714167726,8288.799433832559
2025-02-01,15,582.0277542046317,582.0277542046317,107.95493753796507,0.0,0.0,0.0,8453.057157951895,8355.897714167726
2025-02-01,16,587.4153001699408,587.4153001699408,126.03090016994082,0.0,0.0,0.0,8566.484968104842,8453.057157951895
2025-02-01,17,577.6195313297204,577.6195313297204,100.67786466305375,0.0,0.0,0.0,8657.09504630159,8566.484968104842
2025-02-01,18,560.8243131177499,560.8243131177499,77.42476311774988,0.0,0.0,0.0,8726.777333107566,8657.09504630159
2025-02-01,19,559.5656881690799,559.5656881690799,72.96377150241324,0.0,0.0,0.0,8792.444727459739,8726.777333107566
2025-02-01,20,566.7290015867345,566.7290015867345,67.88066825340115,0.0,0.0,0.0,8853.5373288878,8792.444727459739
2025-02-01,21,559.058204198041,559.058204198041,40.74847086470777,0.0,0.0,0.0,8890.210952666037,8853.5373288878
2025-02-01,22,577.7395857979473,577.7395857979473,68.6061191312806,0.0,0.0,0.0,8951.95645988419,8890.210952666037
2025-02-01,23,611.1811402613547,611.1811402613547,127.56447359468808,0.0,0.0,0.0,9066.76448611941,8951.95645988419
2025-02-01,24,599.58120031756,599.58120031756,108.39440031756004,0.0,0.0,0.0,9164.319446405214,9066.76448611941
2025-02-01,25,567.4371656771032,567.4371656771032,62.79188234376983,0.0,0.0,0.0,9220.832140514607,9164.319446405214
2025-02-01,26,564.0507344404458,564.0507344404458,58.472401107112546,0.0,0.0,0.0,9273.457301511009,9220.832140514607
2025-02-01,27,616.0578032997581,616.0578032997581,112.82683663309149,0.0,0.0,0.0,9375.001454480791,9273.457301511009
2025-02-01,28,650.2807569726363,650.2807569726363,147.43400697263627,0.0,0.0,0.0,9507.692060756164,9375.001454480791
2025-02-01,29,630.5270491155698,630.5270491155698,130.8853824489031,0.0,0.0,0.0,9625.488904960177,9507.692060756164
2025-02-01,30,587.6466687505158,587.6466687505158,98.86308541718245,0.0,0.0,0.0,9714.465681835642,9625.488904960177
2025-02-01,31,576.3525034876346,576.3525034876346,77.83707015430127,0.0,0.0,0.0,9784.519044974513,9714.465681835642
2025-02-01,32,1380.7900154724025,1380.7900154724025,833.3333333333333,0.0,0.0,18.233348805735886,10534.519044974513,9784.519044974513
2025-02-01,33,1408.4478503281882,1408.4478503281882,294.9788389172075,0.0,0.0,566.0586947443142,10800.0,10534.519044974513
2025-02-01,34,0.0,0.0,0.0,531.1811666666666,0.0,0.0,10209.798703703704,10800.0
2025-02-01,35,0.0,0.0,0.0,510.98333333333335,0.0,0.0,9642.039444444445,10209.798703703704
2025-02-01,36,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9047.387018518519,9642.039444444445
2025-02-01,37,0.0,0.0,0.0,533.3553333333333,0.0,0.0,8454.769981481482,9047.387018518519
2025-02-01,38,0.0,0.0,0.0,504.52,0.0,0.0,7894.192203703705,8454.769981481482
2025-02-01,39,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7316.910333333334,7894.192203703705
2025-02-01,40,0.0,0.0,0.0,551.4800833333333,0.0,0.0,6704.154685185186,7316.910333333334
2025-02-01,41,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6090.775055555557,6704.154685185186
2025-02-01,42,0.0,0.0,0.0,514.5580499999999,0.0,0.0,5519.04388888889,6090.775055555557
2025-02-01,43,0.0,0.0,0.0,447.90854999999993,0.0,0.0,5021.367722222224,5519.04388888889
2025-02-01,44,-0.0,0.0,0.0,389.4241666666667,0.0,0.0,4588.674203703706,5021.367722222224
2025-02-01,45,-0.0,0.0,0.0,377.65374999999995,0.0,0.0,4169.058925925928,4588.674203703706
2025-02-01,46,0.0,0.0,0.0,361.16134999999997,0.0,0.0,3767.768537037039,4169.058925925928
2025-02-01,47,0.0,0.0,0.0,299.92291666666665,0.0,0.0,3434.520851851854,3767.768537037039
2025-02-01,48,0.0,0.0,0.0,202.22623333333337,0.0,0.0,3209.8250370370392,3434.520851851854
2025-02-01,49,0.0,0.0,0.0,129.7926,0.0,0.0,3065.6110370370393,3209.8250370370392
2025-02-01,50,0.0,0.0,0.0,86.28458333333333,0.0,0.0,2969.73927777778,3065.6110370370393
2025-02-01,51,0.0,0.0,0.0,35.96914999999997,0.0,0.0,2929.773555555558,2969.73927777778
2025-02-01,52,0.0,0.0,0.0,62.453933333333296,0.0,0.0,2860.3802962962986,2929.773555555558
2025-02-01,53,0.0,0.0,0.0,115.17666666666673,0.0,0.0,2732.4062222222246,2860.3802962962986
2025-02-01,54,0.0,0.0,0.0,45.82411666666659,0.0,0.0,2681.4905370370398,2732.4062222222246
2025-02-01,55,0.0,0.0,31.360500000000076,0.0,0.0,0.0,2709.71498703704,2681.4905370370398
2025-02-01,56,0.0,0.0,61.70083333333332,0.0,0.0,0.0,2765.24573703704,2709.71498703704
2025-02-01,57,0.0,0.0,105.10811666666662,0.0,0.0,0.0,2859.8430420370396,2765.24573703704
2025-02-01,58,0.0,0.0,170.19725,0.0,0.0,0.0,3013.0205670370397,2859.8430420370396
2025-02-01,59,0.0,0.0,215.43041666666664,0.0,0.0,0.0,3206.9079420370394,3013.0205670370397
2025-02-01,60,0.0,0.0,200.4176333333333,0.0,0.0,0.0,3387.2838120370393,3206.9079420370394
2025-02-01,61,0.0,0.0,226.9201833333333,0.0,0.0,0.0,3591.5119770370393,3387.2838120370393
2025-02-01,62,0.0,0.0,292.22541666666666,0.0,0.0,0.0,3854.5148520370394,3591.5119770370393
2025-02-01,63,0.0,0.0,301.08773333333335,0.0,0.0,0.0,4125.49381203704,3854.51485203704
2025-02-01,64,0.0,0.0,343.21740000000005,0.0,0.0,0.0,4434.38947203704,4125.49381203704
2025-02-01,65,0.0,0.0,407.3499999999999,0.0,0.0,0.0,4801.00447203704,4434.38947203704
2025-02-01,66,0.0,0.0,388.48346666666663,0.0,0.0,0.0,5150.63959203704,4801.00447203704
2025-02-01,67,0.0,0.0,395.2400666666666,0.0,0.0,0.0,5506.355652037039,5150.63959203704
2025-02-01,68,0.0,0.0,444.5275,0.0,0.0,0.0,5906.430402037039,5506.355652037039
2025-02-01,69,0.0,0.0,444.1071,0.0,0.0,0.0,6306.126792037039,5906.430402037039
2025-02-01,70,0.0,0.0,448.2673333333333,0.0,0.0,0.0,6709.567392037039,6306.126792037039
2025-02-01,71,285.911045419811,0.0,460.6229166666667,0.0,0.0,0.0,7124.128017037039,6709.567392037039
2025-02-01,72,443.5493703685677,0.0,428.6418166666666,0.0,0.0,0.0,7509.9056520370395,7124.128017037039
2025-02-01,73,0.0,0.0,426.3872666666667,0.0,0.0,0.0,7893.654192037039,7509.9056520370395
2025-02-01,74,-0.0,0.0,458.3908333333334,0.0,0.0,0.0,8306.205942037039,7893.654192037039
2025-02-01,75,516.0993069725996,0.0,450.9835999999999,0.0,0.0,0.0,8712.091182037038,8306.205942037039
2025-02-01,76,0.0,0.0,425.6543833333333,0.0,0.0,0.0,9095.180127037038,8712.091182037038
2025-02-01,77,0.0,0.0,413.54333333333335,0.0,0.0,0.0,9467.369127037038,9095.180127037038
2025-02-01,78,0.0,0.0,421.64868333333334,0.0,0.0,0.0,9846.852942037038,9467.369127037038
2025-02-01,79,0.0,0.0,422.7244333333332,0.0,0.0,0.0,10227.304932037037,9846.852942037038
2025-02-01,80,0.0,0.0,410.2679166666667,0.0,0.0,0.0,10596.546057037038,10227.304932037037
2025-02-01,81,0.0,0.0,226.05993662551353,0.0,0.0,166.4157800411531,10800.0,10596.546057037038
2025-02-01,82,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0
2025-02-01,83,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0
2025-02-01,84,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0
2025-02-01,85,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0
2025-02-01,86,0.0,0.0,0.0,0.0,0.0,116.58833333333328,10800.0,10800.0
2025-02-01,87,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0
