date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,final_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error,soc_min,soc_max
2025-02-01,25232.627086580665,0.0,-758.1774724205325,0.0,24474.449614160134,22314.721886540752,48814.65974990265,46302.403605492844,0.0,0.0,2512.2561444097946,24967.43492907501,15512.123613930518,2468.916357015024,1520.654817963887,6755.653349764164,5.684341886080802e-14,8.668621376273222e-13,1520.654817963887,10800.0
2025-02-02,57242.96097164591,0.0,-1516.6350948020436,479.22524761710696,56205.55112446097,55385.24007617496,91431.51298199664,86911.85965158895,71.08602586486779,0.0,4519.653330407685,24638.715819952304,18167.8312682102,2155.7831757117137,6755.653349764164,8744.018400821018,1.1368683772161603e-13,8.952838470577262e-13,1200.0,10800.0
2025-02-03,57261.905744273274,470.92222182259206,-1589.225588227237,0.0,56143.60237786863,56103.278788871394,90900.49878678861,86301.86208823022,0.0,257.25179312969595,4855.888491688085,22690.3796913685,18291.240657771057,1685.806554632774,8744.018400821018,8841.75939219594,1.1368683772161603e-13,9.094947017729282e-13,1490.3744989403378,10800.0
2025-02-04,59780.75943565958,0.0,-2281.886208245379,20.61961987558181,57519.49284728978,57505.265577855025,93798.79788465399,87609.08988873975,4.402139170704913,0.0,6189.70799591425,23733.965389201498,19193.47483020836,1878.1375189173177,8841.75939219594,8876.245097801331,4.263256414560601e-14,9.094947017729282e-13,1586.5759418247137,10800.0
2025-02-05,54900.91781864234,500.03640232788575,-502.31478817924256,0.0,54898.63943279099,54986.59924165216,87002.2349367831,86392.45939119715,0.0,673.1412893743953,1282.9168349603483,23260.928213555857,19033.2383199276,1416.3425142355627,8876.245097801331,8663.03791230427,1.1368683772161603e-13,9.094947017729282e-13,1289.808283436042,10800.0
2025-02-06,59298.719663074735,175.88033953461184,-2662.773204495691,80.96875352093208,56892.79555163458,56833.47871487161,93418.25337560561,86280.8026819872,14.108503167260437,91.39096988520089,7228.841663503607,23685.430299500003,19055.79741741858,1394.2210864063768,8663.03791230427,8806.81694027807,5.684341886080802e-14,9.094947017729282e-13,1571.3033603171382,10800.0
2025-02-07,22730.929659066984,0.0,-418.0988388677604,0.0,22312.830820199222,22493.386725511875,43758.34031859837,42181.43894730165,0.0,0.0,1576.9013712967167,18879.359402567432,15686.168224356617,7182.568102424171,8806.81694027807,8369.164597748073,1.1368683772161603e-13,9.094947017729282e-13,1317.8101955184463,10800.0
2025-02-08,18921.551354198917,810.4001943936258,0.0,242.35512354389058,19974.306672136434,19994.425518833097,36854.31683680891,37375.14805973382,39.64585695139712,520.8312229249104,0.0,18934.948414264196,15381.19796999595,2283.8807557503133,8369.164597748073,8320.398203923678,5.684341886080802e-14,9.094947017729282e-13,1200.0,10800.0
2025-02-09,54945.781617978806,1061.4187869912648,-728.4881923428152,0.0,55278.71221262725,55215.75585472025,87352.11880107893,86255.33210905023,0.0,876.4334116044159,1973.2201036331303,22584.367058349395,18155.99648800185,2271.545572036015,8320.398203923678,8472.999125324977,1.1368683772161603e-13,9.094947017729282e-13,1325.842862069293,10800.0
2025-02-10,52132.66063551133,0.0,-1284.8999049433003,0.0,50847.760730568036,50899.80599955182,83428.00219688468,79751.41801382389,0.0,0.0,3676.5841830607915,22740.799309915565,18533.585463861833,1217.5665844368273,8472.999125324977,8346.845766624725,5.684341886080802e-14,9.094947017729282e-13,1241.0911049957542,10800.0
2025-02-11,52934.93658563765,0.0,-1574.4883129992072,1477.6094241025442,52838.05769674099,52795.78203072875,84428.18371796524,80385.59952516168,301.4577141201377,0.0,4042.5841928035525,23755.119777568856,19149.421624005525,860.7619523851538,8346.845766624725,8449.318428652772,1.1368683772161603e-13,9.094947017729282e-13,1200.0,10800.0
