origin,grid_size,iteration,weekday,support_violation,own_cut_error,dual_max,dual_min,history_min_day,history_max_day
2025-03-01,9,2,0,7.275957614183426e-12,0.0,-0.384209991,-0.47900001111111107,12,54
2025-04-01,9,1,6,2.9103830456733704e-11,0.0,-0.38231999099999997,-0.47900001111111107,11,88
2025-04-01,9,1,5,3.637978807091713e-12,3.637978807091713e-12,-0.382319991,-0.47900001111111107,10,87
2025-04-01,9,1,4,3.637978807091713e-12,0.0,-0.38231999099999997,-0.47900001111111107,9,86
2025-04-01,9,1,3,0.0,0.0,-0.38231999099999997,-0.47900001111111107,8,85
2025-04-01,9,1,2,7.275957614183426e-12,0.0,-0.382319991,-0.47900001111111107,7,84
2025-04-01,9,1,1,7.275957614183426e-12,7.275957614183426e-12,-0.38231999099999997,-0.47900001111111107,13,83
2025-04-01,9,1,0,7.275957614183426e-12,0.0,-0.38231999099999997,-0.47900001111111107,12,82
2025-04-01,9,2,6,2.9103830456733704e-11,0.0,-0.38231999099999997,-0.47900001111111107,11,88
2025-04-01,9,2,5,3.637978807091713e-12,3.637978807091713e-12,-0.382319991,-0.47900001111111107,10,87
2025-04-01,9,2,4,3.637978807091713e-12,0.0,-0.38231999099999997,-0.47900001111111107,9,86
2025-04-01,9,2,3,0.0,0.0,-0.38231999099999997,-0.47900001111111107,8,85
2025-04-01,9,2,2,7.275957614183426e-12,0.0,-0.382319991,-0.47900001111111107,7,84
