grid_size,month,weekday,soc,relative_future_cost
9,3,4,1650.0,2076.8000483333244
9,3,4,1800.0,2004.9500466666582
9,3,4,1950.0,1933.1000449999915
9,3,4,2100.0,1861.2500433333248
9,3,4,2250.0,1789.4000416666581
9,3,4,2400.0,1717.5500399999914
9,3,4,2550.0,1645.7000383333248
9,3,4,2700.0,1573.9333699999938
9,3,4,2850.0,1502.2500349999939
9,3,4,3000.0,1430.566699999994
9,3,4,3150.0,1358.8833649999938
9,3,4,3300.0,1287.2000299999938
9,3,4,3450.0,1215.516694999994
9,3,4,3600.0,1143.833359999994
9,3,4,3750.0,1072.150024999994
9,3,4,3900.0,1000.4666899999938
9,3,4,4050.0,928.783354999995
9,3,4,4200.0,857.2333533333285
9,3,4,4350.0,785.6833516666616
9,3,4,4500.0,714.1333499999951
9,3,4,4650.0,642.5833483333286
9,3,4,4800.0,571.0333466666616
9,3,4,4950.0,499.4833449999951
9,3,4,5100.0,427.9333433333286
9,3,4,5250.0,356.5833416666651
9,3,4,5400.0,285.2666733333317
9,3,4,5550.0,213.95000499999833
9,3,4,5700.0,142.63333666666495
9,3,4,5850.0,71.31666833333156
9,3,4,6000.0,-1.3642420526593924e-12
9,3,4,6150.0,-71.31666833333475
9,3,4,6300.0,-142.63333666666813
9,3,4,6450.0,-213.90000500000633
9,3,4,6600.0,-285.08334000000605
9,3,4,6750.0,-356.2666750000062
9,3,4,6900.0,-427.4500100000064
9,3,4,7050.0,-498.6333450000061
9,3,4,7200.0,-569.8166800000063
9,3,4,7350.0,-641.000015000006
9,3,4,7500.0,-712.1833500000062
9,3,4,7650.0,-783.3666850000063
9,3,4,7800.0,-854.5500200000029
9,3,4,7950.0,-925.7000216666693
9,3,4,8100.0,-996.8500233333361
9,3,4,8250.0,-1068.0000250000026
9,3,4,8400.0,-1139.1500266666694
9,3,4,8550.0,-1210.3000283333358
9,3,4,8700.0,-1281.3000300000022
9,3,4,8850.0,-1352.0500316666685
9,3,4,9000.0,-1422.8000333333357
9,3,4,9150.0,-1493.550035000002
9,3,4,9300.0,-1564.3000366666683
9,3,4,9450.0,-1635.0500383333356
9,3,4,9600.0,-1705.800040000002
9,3,4,9750.0,-1776.5500416666691
9,3,4,9900.0,-1847.3000433333355
9,3,4,10050.0,-1918.0500450000018
9,3,4,10200.0,-1988.800046666669
9,3,4,10350.0,-2055.422724050005
9,3,4,10500.0,-2112.7707227000046
9,3,4,10650.0,-2170.1187213500048
9,3,4,10800.0,-2227.466720000005
9,3,3,1200.0,2292.350053333357
9,3,3,1350.0,2220.5000516666905
9,3,3,1500.0,2148.650050000024
9,3,3,1650.0,2076.800048333357
9,3,3,1800.0,2004.950046666691
9,3,3,1950.0,1933.1000450000242
9,3,3,2100.0,1861.2500433333576
9,3,3,2250.0,1789.4000416666909
9,3,3,2400.0,1717.5500400000242
9,3,3,2550.0,1645.7000383333575
9,3,3,2700.0,1573.933370000012
9,3,3,2850.0,1502.250035000012
9,3,3,3000.0,1430.5667000000121
9,3,3,3150.0,1358.883365000012
9,3,3,3300.0,1287.200030000012
9,3,3,3450.0,1215.516695000012
9,3,3,3600.0,1143.8333600000121
9,3,3,3750.0,1072.1500250000122
9,3,3,3900.0,1000.466690000012
9,3,3,4050.0,928.7833550000121
9,3,3,4200.0,857.1000200000121
9,3,3,4350.0,785.416685000012
9,3,3,4500.0,713.8666833333364
9,3,3,4650.0,642.4500150000031
9,3,3,4800.0,571.0333466666693
9,3,3,4950.0,499.61667833333604
9,3,3,5100.0,428.20001000000275
9,3,3,5250.0,356.78334166666946
9,3,3,5400.0,285.36667333333617
9,3,3,5550.0,213.95000500000288
9,3,3,5700.0,142.63333666666495
9,3,3,5850.0,71.31666833333156
9,3,3,6000.0,-1.3642420526593924e-12
9,3,3,6150.0,-71.31666833333475
9,3,3,6300.0,-142.63333666666813
9,3,3,6450.0,-213.9000050000027
9,3,3,6600.0,-285.0833400000024
9,3,3,6750.0,-356.2666750000026
9,3,3,6900.0,-427.45001000000275
9,3,3,7050.0,-498.63334500000246
9,3,3,7200.0,-569.8166800000026
9,3,3,7350.0,-641.0000150000023
9,3,3,7500.0,-712.1833500000025
9,3,3,7650.0,-783.3666850000027
9,3,3,7800.0,-854.5500200000024
