policy,days,planned_cost,emergency_cost,total_cost,adjusted_cost,emergency_kwh,emergency_day_frequency,solve_seconds,start_soc,end_soc,horizon_days,requested_far_terminal_soc
H2_E10800,334,13381008.028770799,474974.9753812702,13855983.004152069,13855913.024233047,78445.22691244498,0.3652694610778443,69.05109858500009,6000.0,6169.625443359979,2,10800.0
H2_E1200,334,13381008.028770799,474974.9753812702,13855983.004152069,13855913.024233047,78445.22691244498,0.3652694610778443,69.37875164899333,6000.0,6169.625443359979,2,1200.0
H2_E6000,334,13381008.028770799,474974.9753812702,13855983.004152069,13855913.024233047,78445.22691244498,0.3652694610778443,69.46136427000602,6000.0,6169.625443359979,2,6000.0
H3_E10800,334,13381160.69255002,484477.66181082814,13865638.354360849,13865568.374441827,79997.45166401454,0.3652694610778443,112.22732173900204,6000.0,6169.625443359979,3,10800.0
H3_E1200,334,13381160.69255002,484477.66181082814,13865638.354360849,13865568.374441827,79997.45166401454,0.3652694610778443,112.34998020700232,6000.0,6169.625443359979,3,1200.0
H3_E6000,334,13381160.69255002,484477.66181082814,13865638.354360849,13865568.374441827,79997.45166401454,0.3652694610778443,112.17783879200488,6000.0,6169.625443359979,3,6000.0
