day,date,beta,budget_index,risk_reduction_fraction,risk_budget,scenario_expected,scenario_cvar,risk_multiplier,effective_tail_n,n_scenarios,max_history_day,solve_seconds,planned_cost,emergency_cost,total_cost,adjusted_cost,planned_kwh,emergency_kwh,spill_kwh,emergency_slots,emergency_day,events,initial_soc,terminal_soc,balance_residual,soc_residual
152,2025-06-02,0.95,2,0.5,62184.076277247026,45096.39096031027,62184.076287246986,0.22656412658754954,1.4000000000000006,28,151,0.1221615300000849,43591.62817578223,27382.3504672399,70973.97864302213,70838.26993720328,72364.13375726354,4213.949076932662,3574.3003381254503,21,1,2,4958.5687936053,5287.515293031533,1.1368683772161603e-13,9.094947017729282e-13
152,2025-06-02,0.95,3,0.75,55789.84754749453,46803.76849621063,55789.847557494526,0.3194444444444448,1.4000000000000006,28,151,0.12909605100003319,45915.70224875974,15814.350604888668,61730.05285364841,61504.588479873535,75645.49959557533,2396.980592871572,4685.15777243334,16,1,2,4958.5687936053,5505.075490070126,1.1368683772161603e-13,9.094947017729282e-13
152,2025-06-02,0.95,4,1.0,49395.61881774204,49244.292579146175,49395.61882774206,17.313771026864174,1.4000000000000006,28,151,0.1441885279998587,49111.668491080476,6305.583609814366,55417.25210089484,54996.38217519273,80380.14719230367,924.6108404980546,7593.842744203155,9,1,2,4958.5687936053,5978.722128191602,1.1368683772161603e-13,9.094947017729282e-13
153,2025-06-03,0.9,0,0.0,77362.70964893971,49485.298444513275,77362.70964893971,0.0,2.799999999999998,28,152,0.06405089700001554,44876.507904629296,7678.780603143351,52555.288507772646,52322.05757573192,74029.63648322018,1225.6553025421936,2235.441551216555,14,1,4,4990.5946145598,5555.926795644244,5.684341886080802e-14,9.094947017729282e-13
153,2025-06-03,0.9,1,0.25,72125.19582635997,49856.96408733178,72125.19583636,0.1300491558025222,2.799999999999998,28,152,0.11111508399994818,46723.55819010601,3653.58139629451,50377.13958640052,50079.984006443614,76462.52882131588,591.9423588207244,3979.7301959914203,12,1,4,4990.5946145598,5710.874770663249,8.526512829121202e-14,9.094947017729282e-13
153,2025-06-03,0.9,2,0.5,66887.68200378021,50898.97041751681,66887.68201378024,0.2499999999999998,2.799999999999998,28,152,0.12395947600020918,48732.543708703975,1386.2588623780966,50118.80257108207,49740.39750598379,79040.52266475972,230.8927647045278,6146.435268550307,6,1,3,4990.5946145598,5907.816695325911,8.526512829121202e-14,9.094947017729282e-13
153,2025-06-03,0.9,3,0.75,61650.16818120047,52208.34887316175,61650.16819120048,0.2499999999999998,2.799999999999998,28,152,0.12421847599989633,50764.02122119884,608.539983500168,51372.561204699006,50690.468453304864,81676.12861664043,90.30947088879225,7928.889714895803,3,1,2,4990.5946145598,6643.930128308061,8.526512829121202e-14,9.094947017729282e-13
153,2025-06-03,0.9,4,1.0,56412.654358620726,56229.97091497891,56412.65436862073,70.83872431515087,2.799999999999998,28,152,0.14285857999993823,56136.364139833866,225.28511130595263,56361.64925113982,55362.83343232585,89399.72519736434,33.4231019659685,15029.428556588657,2,1,1,4990.5946145598,7411.640229783521,1.1368683772161603e-13,9.094947017729282e-13
153,2025-06-03,0.95,0,0.0,88577.39186123743,49485.298444513275,88577.39186123743,0.0,1.4000000000000006,28,152,0.06405089700001554,44876.507904629296,7678.780603143351,52555.288507772646,52322.05757573192,74029.63648322018,1225.6553025421936,2235.441551216555,14,1,4,4990.5946145598,5555.926795644244,5.684341886080802e-14,9.094947017729282e-13
153,2025-06-03,0.95,1,0.25,80536.20748558326,49928.82103052979,80536.2074955833,0.11607142857142855,1.4000000000000006,28,152,0.11345852599993123,46855.21102905103,3659.2788801692086,50514.48990922024,50218.56062066043,76648.41758678782,593.096747205832,4171.2914831286635,12,1,4,4990.5946145598,5707.902343360856,1.4210854715202004e-13,8.988365607365267e-13
