seg_lo,seg_hi,marginal_value
1200.0,2400.0,0.4790001111110905
2400.0,3600.0,0.4780973333333289
3600.0,4800.0,0.477333444444436
4800.0,6000.0,0.4758612222222231
6000.0,7200.0,0.47484733333333984
7200.0,8400.0,0.4744445555555467
8400.0,9600.0,0.47220844444444693
9600.0,10800.0,0.4347223333333265
