date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,final_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error,soc_min,soc_max
2025-02-01,25381.603912890816,0.0,-836.6175713786106,0.0,24544.986341512205,22369.420078659696,49000.224146340544,46258.7429864016,0.0,0.0,2741.4811599389354,24985.096955747766,15491.877704878743,2387.347802199252,1520.654817963887,6794.044628271614,5.684341886080802e-14,8.668621376273222e-13,1520.654817963887,10800.0
2025-02-02,57214.023016492414,0.0,-1121.696721589174,0.0,56092.32629490324,55225.32834796314,91456.06774295791,87757.89217498025,0.0,0.0,3698.175567977658,24462.20521000031,17923.009066797036,2862.418081776979,6794.044628271614,8895.57479860852,5.684341886080802e-14,9.094947017729282e-13,1400.2255726904605,10800.0
2025-02-03,56462.40733456853,422.78732969173757,-1290.9763107483293,0.0,55594.21835351194,55618.278749462035,89740.76415635648,85860.65750332529,0.0,221.00518958225115,4101.111842613461,22558.495599738264,18324.86977599692,1410.1151795839367,8895.57479860852,8837.254420598601,1.1368683772161603e-13,8.881784197001252e-13,1476.2592276029548,10800.0
2025-02-04,59516.170639168966,0.0,-2080.241105385373,1.047847934733144,57436.97738171833,57407.434523310374,93576.35036255159,87879.29702360643,0.2237079279959744,0.0,5697.053338945164,23753.79475146029,19176.125282993515,2106.987313067655,8837.254420598601,8908.863826920066,1.1368683772161603e-13,9.094947017729282e-13,1573.6188080018849,10800.0
2025-02-05,54388.06604958544,592.8261246719824,-316.4651312102013,0.0,54664.427043047224,54772.77170512146,86358.58973533932,86332.40988881153,0.0,733.2562605123367,759.436107040139,23382.516018939423,19176.19449642935,1377.6613829681264,8908.863826920066,8646.245470155165,1.1368683772161603e-13,9.094947017729282e-13,1294.986440476131,10800.0
2025-02-06,59141.62474243375,353.5247896296497,-2596.0222078572306,120.20515372790169,57019.33247793407,56908.081240665815,93191.41512404215,86325.92649835278,20.62164071763084,205.498858061318,7070.987483750696,23657.890955804625,18920.19438848323,1337.7943550823456,8646.245470155165,8915.909120953518,5.684341886080802e-14,9.094947017729282e-13,1602.962384010468,10800.0
2025-02-07,22193.457758095807,0.0,-227.292987589137,0.0,21966.164770506668,22282.962183708452,42486.800508854314,41736.60559000216,0.0,0.0,750.1949188521518,18410.56142705377,15603.656034376914,7124.02053065864,8915.909120953518,8148.018811549784,1.1368683772161603e-13,9.094947017729282e-13,1380.676994036769,10800.0
2025-02-08,19003.33332085451,997.0836832466932,0.0,0.0,20000.4170041012,19906.202326722414,37051.08625151028,37683.73167290088,0.0,632.6454213905984,0.0,19128.3581464338,15288.438483537811,2266.649293338228,8148.018811549784,8376.387272742639,5.684341886080802e-14,9.094947017729282e-13,1233.8280411800097,10800.0
2025-02-09,55357.11152151232,589.9876943674985,-729.967500003462,0.0,55217.131715876356,55153.1413038063,87888.01130687815,86294.78278224546,0.0,498.15076875463456,2091.379293387315,22621.07448222236,18183.47368697839,2301.7660203348305,8376.387272742639,8531.49465454456,1.1368683772161603e-13,9.094947017729282e-13,1308.647510140683,10800.0
2025-02-10,52200.835123828125,0.0,-1254.2975569493883,0.0,50946.53756687874,51002.03215488632,83463.33686748681,79789.5857435569,0.0,0.0,3673.7511239299065,22564.977559678347,18398.694619693193,1296.6652202384266,8531.49465454456,8396.980436373748,5.684341886080802e-14,9.094947017729282e-13,1295.2004337040785,10800.0
2025-02-11,53019.37470497313,0.0,-1694.23159623235,2972.6841706330656,54297.82727937385,54271.550765060114,84340.61384203732,80093.36844163924,522.911459009106,0.0,4247.245400398091,23467.881899654727,18951.66148228583,879.4623499461082,8396.980436373748,8460.67249907874,1.1368683772161603e-13,9.023892744153272e-13,1200.0,10800.0
2025-02-12,52602.90276171234,578.3272754328885,-1504.3413046567093,1548.89647564125,53225.785208129775,53287.79721440055,84053.1625538001,80259.46354965583,318.67489488028934,299.6846413025775,4093.383645446844,23752.09948892475,19374.481289178322,933.7841114563656,8460.67249907874,8310.36060669065,1.1368683772161603e-13,9.094947017729282e-13,1200.0,10800.0
2025-02-13,48209.88749865616,171.3322708277037,-504.015489586497,178.38628779137701,48055.59056768874,48008.436654633915,78111.83965565258,76955.32449552877,38.23043535470354,153.54681025340017,1310.0619703772159,22532.092578355863,18148.12757781807,1280.110913679021,8310.36060669065,8424.657729635286,5.684341886080802e-14,9.094947017729282e-13,1200.0,10800.0
2025-02-14,18558.275898527194,498.28942200215846,0.0,994.085772399709,20050.651092929063,20111.58132975977,36341.21465195068,36742.62683795965,168.44881934479656,401.4121860089715,0.0,18580.17805681824,15182.865022771695,3711.960806591237,8424.657729635286,8276.967955469821,5.684341886080802e-14,9.094947017729282e-13,1200.0,10800.0
